odour stim;12/11/2020 Male5;09/12/2020 Male8;11/12/2020 Female4;11/12/2020 Male7;14/12/2020 Female2;14/12/2020 Female9;08/02/2021 Female4;08/02/2021 Male7;08/02/2021 Female8;09/02/2021 Male2;09/02/2021 Female7;09/02/2021 Male8;09/02/2021 Female9;10/02/2021 Male1
;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V
1;22.8578;22.8161;14.1603;12.5704;17.2475;24.6961;12.1822;21.2808;17.0247;16.4064;13.9158;6.9868;7.6204;18.231
1;25.6919;20.9233;13.7533;11.4348;16.2429;24.8479;11.9826;19.2708;16.4709;17.02;14.968;6.4578;6.9526;18.4095
1;23.6382;20.586;15.9026;12.5695;17.1907;24.1543;12.1008;18.6919;15.7352;18.505;13.8346;6.4833;7.2173;15.1937
1;23.8693;19.2506;17.1962;11.5961;18.607;21.5052;12.3307;17.9853;16.3238;16.7965;14.6759;6.7166;6.5845;15.5429
1;24.9161;16.9943;18.4332;10.5679;19.7039;19.0829;11.9942;16.8907;15.512;17.1104;14.895;6.7521;6.6227;16.374
1;26.3711;17.7239;18.1042;9.3224;22.8246;21.163;10.6428;20.6168;14.8897;15.4753;15.505;6.7922;6.1429;16.7003
1;23.9864;16.1808;19.0948;9.4222;23.3796;18.2826;9.8115;18.4092;15.8351;16.2691;15.3838;6.1804;6.5486;14.495
0;23.047;20.5507;18.2082;8.9346;22.1477;18.6321;10.9133;20.2318;16.266;16.0986;15.3127;6.6066;5.6783;21.5446
0;23.6709;19.0875;15.6406;7.8654;20.7362;18.5596;11.4083;18.1169;16.9386;17.5517;13.7581;6.4164;5.285;17.6852
0;24.0197;16.7837;19.9058;7.7475;18.6797;21.0296;11.9644;17.3386;16.1436;17.1166;11.6505;7.2193;5.0857;15.8342
0;23.0638;17.9189;17.174;8.2129;17.6339;21.1372;13.1008;18.7211;15.2834;17.5673;11.7185;6.6916;5.7882;16.0955
0;23.7493;17.0299;14.6137;7.4195;16.7898;20.3596;12.869;16.764;14.2628;16.972;14.5047;6.4178;5.2781;16.974
0;26.1816;16.3052;13.1595;6.96;17.6475;20.1179;11.2903;18.2929;15.6522;17.7014;13.3255;6.9849;6.0993;17.1861
0;23.9956;17.1652;12.7187;9.4955;17.9059;24.4052;11.4221;15.7993;14.8274;16.8464;12.4687;6.1691;6.3955;15.8334
0;23.4678;15.4753;11.7504;8.9052;19.1612;22.7441;10.6052;15.528;14.1298;16.1339;14.2192;6.6051;5.5136;20.395
0;25.7303;18.6581;12.1996;11.7624;19.6906;21.1621;10.9196;13.9131;13.9287;15.5506;13.5428;6.987;5.3512;16.6922
0;23.4322;17.5516;14.9846;10.4041;19.756;21.7057;11.0258;12.7032;13.3121;12.4116;12.3659;7.4079;5.2626;17.1448
0;25.1508;15.8897;15.1085;9.831;21.231;21.4276;10.234;14.7993;14.7952;13.1466;11.4688;6.8588;5.3498;12.525
0;23.0097;14.5013;12.6845;9.9744;19.7761;20.4694;10.4807;15.1271;13.3893;14.3592;12.8058;6.973;4.7161;16.5835
0;23.6128;13.6827;12.9488;9.6533;18.5449;18.59;9.97;14.3119;12.3114;16.2545;13.0452;6.261;4.5802;15.3463
0;22.4708;14.9929;14.6318;8.5778;17.9211;23.9505;10.0495;12.8834;13.588;14.165;12.4299;5.9706;5.1;18.0952
0;23.6425;13.3165;16.6893;8.5929;19.3988;22.2774;10.6004;13.8453;15.8786;14.3877;10.6398;6.3913;5.7288;17.6976
0;22.07;12.9427;18.3143;8.4022;21.0027;21.067;9.9843;14.8697;17.704;13.1545;10.0829;6.2168;6.7273;15.9276
0;19.4442;11.8224;18.7906;8.2188;19.8511;21.3664;9.2822;15.8266;16.8835;13.6794;11.0813;6.7685;5.7291;16.8036
0;17.311;14.4048;16.8693;7.856;20.9908;19.8015;8.8123;14.9914;17.1789;13.8809;11.6709;6.8626;5.8076;13.3562
0;15.9175;14.7004;17.4648;7.8821;19.0402;20.2651;10.1053;14.9008;17.953;15.8435;11.6708;6.8994;5.6056;16.1112
0;14.3168;13.7137;15.2888;9.7695;17.7818;19.2129;10.4489;15.88;16.7558;15.6113;12.6011;6.8245;6.0129;17.3744
0;14.6297;12.7448;14.5845;9.9875;16.2496;17.1873;10.1377;15.2023;17.3478;16.1361;13.4698;7.5891;7.1834;16.063
0;13.6262;12.3312;16.2682;10.5435;17.2063;16.8102;10.132;13.2241;17.649;12.798;13.6235;7.5602;6.5875;16.8077
0;12.3866;12.8653;17.0433;11.6015;17.5925;15.8541;10.4469;13.7943;19.0905;13.415;11.6574;6.7827;6.629;16.7885
0;12.1644;13.3062;16.9102;10.2103;22.4282;17.9354;9.7234;15.6348;18.4492;11.7431;13.9041;6.7645;8.3213;16.7634
0;11.822;13.8814;19.0957;9.9091;21.5293;16.5356;8.6486;14.3302;18.8628;14.2193;13.264;6.7956;8.2849;15.0316
0;11.307;12.8716;17.922;8.9699;19.2753;17.8294;9.378;17.1734;17.9361;12.8798;14.6266;7.1322;9.0946;16.6418
0;12.2231;12.4776;19.969;11.2527;18.1108;19.1468;9.8658;15.4886;19.9041;15.2541;14.2085;7.1835;9.2439;15.7625
0;11.4504;11.681;20.7383;11.6885;19.3842;16.6047;9.8615;14.7149;18.2067;13.9581;16.0551;7.0831;10.113;15.9632
0;10.8883;13.0302;18.7686;13.4747;18.7432;16.685;10.455;13.4561;16.5193;15.8031;15.1321;6.3461;10.4889;13.5828
0;10.355;13.9454;18.9106;15.6912;19.4102;18.9687;10.9722;12.9058;15.7341;13.7797;14.634;6.1868;11.0927;15.2014
0;12.4234;13.5663;20.6766;17.9727;18.6873;19.3935;10.7289;14.7995;16.4988;15.1133;14.5542;6.1594;12.1964;15.473
0;11.5905;12.4182;20.8228;16.9421;18.6481;17.2233;10.102;15.7214;16.5048;14.5966;12.3376;6.1314;11.2809;16.9979
0;10.6617;12.0215;20.97;20.6716;18.8155;18.8168;10.4182;15.2029;14.9566;15.078;11.5713;6.2258;9.6613;14.5664
0;11.7646;11.1905;21.3947;21.2685;17.5444;19.1121;9.834;16.7759;17.2541;12.3603;12.6481;6.4523;10.638;12.923
0;16.137;10.9547;21.3424;22.224;22.6013;19.0362;9.7347;16.5449;16.2396;16.4624;15.1194;5.854;11.3666;13.3362
0;16.1663;10.5276;21.9106;21.4254;21.4117;18.9003;8.9102;15.0248;16.5584;13.6622;14.6339;5.459;10.6952;15.1044
0;14.2352;10.4535;21.7318;19.5118;20.0817;18.6122;9.4532;15.6647;15.7427;14.9524;15.2179;5.0132;8.5464;15.2942
0;13.2815;10.1264;19.4021;18.4644;21.6046;16.9122;9.8391;17.6575;14.2165;13.6221;16.0317;4.6902;8.8058;14.3134
0;13.1744;10.2216;16.1971;18.8456;20.3445;15.9026;9.3951;17.4373;17.1059;16.062;16.6403;4.4946;9.3955;17.3425
0;13.0458;9.7642;13.8512;20.902;18.7574;15.3715;9.4184;16.619;16.0679;12.9912;15.8398;4.5531;9.4214;16.5898
0;14.6314;9.7003;12.5984;18.189;20.9842;13.9115;10.6766;15.2854;14.3774;14.8809;15.7652;4.1029;10.4707;16.418
0;15.191;10.0391;11.1915;18.2191;20.0733;14.7336;10.0445;15.733;13.544;13.4472;18.8738;4.2285;9.0487;16.1294
0;14.6458;11.0685;13.1277;18.2314;21.3866;14.5482;11.2048;14.8788;15.3827;15.4475;16.6833;4.0518;7.6326;16.3459
0;13.6277;10.8854;13.8205;22.9275;19.9672;15.1817;11.509;13.6245;15.8214;15.7923;17.5637;3.7836;6.9955;14.6335
0;13.5792;12.836;15.3227;22.1019;18.9759;15.4867;12.2805;14.1965;16.811;16.3584;18.2795;4.3309;6.2149;16.7852
0;13.2707;13.2403;14.7397;23.4366;23.2729;17.87;12.2764;14.8003;15.1852;14.2164;15.4548;4.2143;7.6829;16.5956
0;13.0027;12.1205;14.3754;22.7692;22.777;19.925;11.597;16.5625;16.0988;13.4972;13.4215;4.0485;8.4882;14.2127
0;13.6924;11.689;13.424;23.9913;20.8778;19.3699;11.3474;17.5609;15.195;15.141;12.3884;3.8459;9.0106;14.3702
0;13.1313;10.6624;12.5097;22.384;19.3125;22.4939;10.2179;16.3089;18.0333;15.3298;16.6921;4.1319;7.481;15.6793
0;13.9672;10.4982;11.3575;22.0667;17.7552;20.8033;10.2546;15.701;17.0158;14.8231;14.6058;4.3358;6.6412;16.6855
0;13.2029;10.0089;13.2793;22.0969;16.3835;23.6516;10.6383;15.698;15.7621;14.7218;16.2857;4.6654;5.7231;16.7348
0;11.8738;12.7003;12.0331;20.0644;14.9432;22.3802;11.9981;14.0163;15.1596;14.0096;17.5865;4.9004;5.3124;17.9547
0;12.9813;12.4348;13.2532;19.1126;14.6171;24.546;11.1125;13.5852;13.9223;14.8134;18.7941;4.6646;5.2285;16.8183
0;11.7966;12.3574;11.7899;22.5356;14.0007;23.2509;10.5336;15.6928;14.7649;14.5703;16.4767;4.8494;5.854;14.2445
0;13.6701;12.7291;12.7028;19.0768;16.0998;22.725;9.5068;15.9771;13.6877;12.8666;14.7614;4.5712;5.4846;14.7443
0;13.5125;12.0845;13.0665;20.2907;15.462;25.1617;10.2905;15.2471;14.0337;15.1321;16.9505;4.8255;5.9014;17.4583
0;14.6638;11.4366;13.8531;19.249;14.9452;24.0742;11.0728;14.0666;13.6472;14.9754;16.335;4.9041;5.6071;16.9495
0;15.6523;10.785;14.6736;18.2575;14.4759;24.384;11.3083;15.3433;12.4542;15.621;14.4382;4.9768;5.2702;15.1303
0;14.0321;13.2314;14.7942;17.1339;18.4952;22.3747;11.484;16.1957;15.0733;15.4924;12.2963;5.1241;4.9684;16.5401
0;13.0512;14.2332;15.3816;21.9402;18.4214;25.2702;10.7386;14.1081;13.8607;17.6578;10.8681;4.9057;4.816;18.3668
0;13.0834;13.3707;16.2249;19.5939;17.3298;23.714;9.8921;15.5095;15.4465;17.9991;9.8589;5.1887;4.9432;16.891
0;12.896;12.0118;17.7889;19.7527;16.1603;25.5874;10.1796;15.5865;15.4659;15.5328;9.4824;5.3772;5.8871;17.6738
0;12.5976;11.5788;17.4914;18.8616;15.1913;25.8632;10.9549;15.9941;13.9295;14.2521;9.4744;5.916;5.8985;15.1184
0;11.008;11.9851;16.2272;19.1072;14.2006;24.9912;11.1603;14.7824;12.8691;16.2126;8.2089;5.8742;6.1723;16.084
0;10.0595;11.3357;15.9257;18.3804;13.5382;24.3219;10.665;15.248;13.8462;14.3043;11.125;5.2765;7.3373;17.012
0;9.6927;10.9019;18.0414;19.701;13.051;24.2443;10.6977;16.1647;13.2159;17.7754;9.9038;5.053;8.2675;17.2153
0;10.4048;12.5665;16.03;19.0053;12.9713;25.4881;11.0982;17.1374;12.7278;17.382;9.772;4.723;8.9267;14.9812
0;10.4689;12.9964;13.7265;17.1358;12.3584;25.5006;11.3723;17.6062;11.4241;18.6157;11.6543;5.0916;9.9211;8.3977
0;10.2264;12.7553;13.4983;20.1345;12.1098;23.3972;10.6452;17.3774;12.3227;14.9698;10.7696;5.0909;11.177;12.6454
0;10.1774;13.7035;12.9071;18.0181;11.5156;20.0204;11.6439;16.6354;11.3477;18.0055;9.6284;5.068;11.629;14.2447
0;9.9946;12.9776;14.3532;20.4661;11.4073;19.2577;11.9564;14.1271;11.4296;16.6081;9.5886;4.6696;12.1385;15.2944
0;10.5821;15.1614;17.3856;20.1281;11.3507;16.9453;11.0029;13.3625;10.6162;18.5627;9.5192;4.5408;11.8124;16.4768
0;9.6667;16.2714;17.2696;22.2953;11.0672;21.6406;10.775;13.779;11.398;16.5457;9.3539;4.8496;10.9663;14.0978
0;10.4205;14.0031;15.0592;23.0884;11.2437;19.2494;10.9144;12.8345;11.232;17.917;10.3676;5.0284;12.1251;13.0234
0;9.6901;13.3206;15.2203;22.1982;10.9891;18.2153;11.7479;12.2126;11.1416;13.6689;9.1834;5.3501;11.8375;11.8345
0;9.1927;12.6236;16.7937;21.3575;12.9965;16.5077;11.091;13.2496;12.933;17.1225;8.5561;5.0253;13.8249;13.694
0;8.3056;13.7002;15.5409;21.0195;12.4035;16.4968;10.891;12.8234;12.6447;14.913;10.4907;5.2835;13.3081;12.6259
0;7.8839;13.0548;15.9969;17.7251;11.9185;19.7535;9.8373;12.7016;11.8858;17.6217;10.1165;5.6071;12.5122;12.0193
0;7.8434;12.7377;15.9736;20.5356;11.7917;18.7457;11.2577;12.3431;10.729;15.1753;9.9272;5.241;11.9701;11.2197
0;7.6275;13.2693;17.6527;17.8238;11.6243;17.4629;11.0487;13.7889;11.5526;17.7538;9.2715;4.9684;15.3842;12.7483
0;8.3463;11.0998;16.752;18.1142;11.4702;18.3694;10.5864;13.4461;11.0134;17.8233;10.4085;5.0415;16.8803;10.6509
0;8.3974;11.8681;16.0718;20.089;10.9394;21.9838;9.8923;12.7802;11.9948;19.9688;9.2934;4.7812;16.7015;10.6918
0;8.013;12.2716;16.9052;20.098;10.8727;24.7427;10.1707;12.2842;11.5277;16.2727;12.5572;5.0195;15.9399;10.663
0;7.7564;13.2215;15.3796;20.5534;10.9277;26.4013;10.9773;15.2966;10.7259;16.0671;16.1221;4.943;14.2918;10.6473
0;8.5253;12.2109;14.2463;21.1116;10.3225;25.9372;11.1642;14.6126;10.0932;13.5459;15.3005;5.3968;13.073;10.2742
0;8.316;12.2529;15.5159;20.386;10.5753;27.3769;9.8779;13.8139;10.6969;18.1382;14.3985;5.4466;14.6591;8.6267
0;7.783;13.9607;17.7842;22.6285;10.2858;24.9716;8.8118;15.6429;11.2961;17.7254;13.1852;4.9641;15.0905;6.9538
0;7.7514;13.3966;19.1895;20.3802;9.9985;29.9051;9.4427;14.5824;10.5053;18.7552;11.2257;4.8452;15.1625;12.5262
0;8.9592;14.3664;16.7955;18.8049;10.0712;28.5017;10.3996;13.2678;9.7422;16.9107;11.6601;4.7808;15.2289;11.7113
0;11.0893;13.5562;14.1419;15.7377;9.65;29.4182;10.0279;15.3989;9.8635;18.1726;11.4925;4.7426;14.6113;10.1751
0;12.1666;12.7894;12.4016;13.0009;10.1276;27.5091;9.7755;16.1551;10.952;18.4951;11.4312;5.0245;12.5253;9.2841
0;11.0835;12.7443;13.5464;10.8911;10.1295;29.6463;10.5413;16.3466;13.1854;18.6516;12.6544;5.2363;12.303;10.5898
0;9.6305;12.623;16.1866;9.846;9.651;28.5356;10.3298;16.36;12.905;18.1663;12.1388;4.8958;12.3855;10.4372
0;9.4435;14.4714;17.6312;9.7358;9.6095;27.3567;9.626;15.7891;13.8962;18.4869;12.649;4.8944;11.8608;11.8888
0;9.0807;14.8347;15.212;9.8412;9.7814;29.1091;9.4006;14.9499;13.5503;18.9791;11.8999;5.3563;13.279;10.4749
0;9.3985;15.7073;16.0688;11.2673;9.792;30.5263;9.0974;14.2132;12.0856;18.7502;13.6138;5.1894;12.6798;10.7504
0;8.8934;16.6521;14.836;10.9083;9.7077;31.4785;9.5895;15.728;11.1333;17.2906;13.0101;5.7099;12.2191;10.9361
0;9.6552;15.9564;15.2825;10.2208;9.7205;33.1579;9.9346;14.9472;10.5635;18.6209;13.9767;5.5691;13.0865;10.9186
0;10.0119;13.4476;17.5461;9.7841;9.4132;32.6913;9.8304;13.5493;11.1688;14.7341;13.1315;5.3093;12.8809;11.9481
0;8.4998;13.1033;19.414;9.1387;9.6873;33.1494;10.0716;13.4978;12.3565;18.5805;15.2709;5.2866;11.086;11.5549
0;10.733;13.2685;16.6533;10.8834;9.5406;31.4455;11.3044;13.8194;11.8393;15.9404;14.2619;4.9209;11.5349;9.2972
0;10.059;15.0456;13.8182;11.3166;9.7;33.7248;10.2286;13.3531;10.6695;17.0716;14.3186;5.2444;11.6511;8.1821
0;9.623;17.1416;14.535;10.9714;9.4149;37.1671;10.2548;12.8678;12.0571;17.7227;14.3439;4.4917;13.0258;11.5102
0;8.5284;16.7846;14.64;10.1865;9.1047;36.5138;11.5233;13.5716;11.2576;19.9983;15.4811;5.0196;12.3077;12.8513
0;9.495;15.2782;14.1634;10.1944;9.582;37.044;10.7617;15.3481;11.3894;21.2329;15.6435;4.6278;14.0668;12.3006
0;9.4506;14.2659;12.4753;11.2388;9.363;36.3235;11.4122;15.1656;10.4524;22.8123;14.9962;5.2635;13.9051;12.5958
0;9.5553;15.4147;14.1578;12.2293;9.2277;34.4386;10.8061;14.2329;10.8983;23.2644;16.6403;4.904;12.5671;14.0864
0;8.6225;15.4406;14.09;12.159;9.2799;35.4041;9.9139;13.4675;10.8451;20.5745;15.9115;4.389;10.7844;9.4757
0;9.4185;15.4102;12.2224;12.8671;9.6738;36.4529;11.0555;13.7681;10.064;20.9466;18.5786;5.0174;9.7456;6.986
0;9.0318;17.0001;13.8173;16.0035;9.0569;36.5238;10.6934;13.4663;9.8297;18.9061;17.0286;4.7091;8.6409;8.6139
0;9.3057;17.9797;14.7548;14.3852;9.2801;40.6366;10.5088;14.2324;10.0552;21.1239;14.7242;5.1671;7.4984;9.4715
0;11.0014;17.3576;12.7292;12.7991;9.2322;36.7819;10.5647;13.7456;11.3396;20.1514;16.3862;4.986;6.8466;10.6816
0;10.4261;17.2957;11.1607;14.761;9.3355;39.8228;10.6142;14.063;12.4265;20.7525;17.3992;5.4691;6.2687;11.6237
0;11.4654;17.2257;12.8672;15.4909;9.2897;40.2274;11.7177;12.5452;12.8783;22.4119;14.3841;4.8885;5.7915;11.173
0;11.5131;15.8912;11.7019;13.6524;10.1607;41.7774;10.8336;14.3556;12.6014;19.964;14.6322;4.7731;5.329;11.6561
0;12.2492;14.5799;11.9302;12.6228;12.2626;37.6111;10.1319;14.3731;12.744;19.9806;12.1904;4.7981;5.1069;10.9799
0;11.1168;13.2338;10.8733;14.3065;12.1053;37.0928;9.5293;15.3753;11.9832;19.5036;14.5573;4.5419;5.0532;9.8971
0;11.2777;15.7156;9.4861;13.6374;11.6506;36.2015;10.8514;16.3109;11.7145;20.0646;12.1543;4.9206;6.3456;11.8565
0;11.941;14.7899;13.6811;13.5659;10.674;32.5866;12.1424;15.0021;11.0427;21.3395;17.3508;4.8189;5.7558;9.55
0;11.8645;13.4204;12.9137;12.6608;10.5025;38.7492;10.8534;16.698;12.0039;22.857;15.5308;4.902;5.4153;9.3732
0;11.2488;12.8526;13.8541;11.3935;10.2273;39.1382;11.016;16.9547;12.6;23.7056;18.5856;5.2068;5.1222;11.2292
0;10.7206;13.8153;14.3241;12.2751;10.3723;39.2362;10.8026;17.0323;14.079;21.8403;15.8973;4.9983;4.6521;12.5752
0;9.5033;15.3212;15.1788;11.6628;9.5447;36.3717;11.3522;17.6305;13.4301;21.6651;18.0862;4.5199;4.6509;12.0744
0;9.4304;13.7153;15.4894;12.4441;9.5915;41.08;11.7032;16.2049;13.3861;22.7226;15.7188;4.9415;4.3089;13.4153
0;10.2519;13.2449;17.517;10.9553;9.4168;38.4952;10.145;16.691;12.3401;21.322;13.6099;4.5044;4.4573;14.473
0;10.5692;12.0274;15.6417;10.3526;10.3952;40.19;9.8448;16.6007;13.2329;21.1319;12.1869;4.6748;5.2546;13.4235
0.5;9.6433;12.8047;17.0678;10.7833;12.1387;33.9011;11.2422;16.3935;15.4541;24.8747;10.8472;4.7708;5.2701;15.5135
0.5;9.1204;13.0605;17.8596;11.2401;14.4233;40.3428;10.9576;16.6882;14.1305;21.4136;9.6957;4.7365;5.1772;14.3293
0.5;8.3793;16.2636;18.9674;11.5066;13.95;41.6636;13.1182;16.6178;13.5135;20.6701;9.2086;4.9939;5.6825;14.7403
0.5;8.0868;15.217;16.1974;13.9206;12.9189;42.0981;11.9507;15.5273;14.3131;19.6302;9.9761;5.2796;6.9958;13.1301
0.5;9.6688;15.5581;17.931;12.2988;12.1;38.306;12.5707;14.0343;14.1171;21.7359;8.9621;4.9266;6.6697;11.711
0.5;9.2659;16.7037;21.1067;15.1311;11.8505;40.3282;12.2366;13.3095;14.9524;18.2299;8.7556;4.5726;6.9838;12.5986
0.5;8.9931;17.8599;18.3132;15.9511;11.4698;37.0718;13.4481;12.5903;14.1959;20.0436;10.3017;4.4418;8.5771;13.9668
0.5;8.6567;16.3918;18.7523;16.547;10.7331;40.384;13.4101;13.4013;12.7392;17.1245;9.7935;4.8342;8.2271;13.207
0.5;9.7087;17.0553;19.1531;13.8251;11.0044;39.4118;13.0297;14.4499;15.1815;19.7458;8.409;4.5232;8.1758;13.1922
0.5;8.8205;20.5115;16.4041;13.2783;10.3954;40.4392;13.2035;13.7156;15.0423;15.609;8.3161;4.8021;7.2741;13.2725
0.5;8.7297;20.2775;14.0383;11.8378;10.5218;38.5399;11.7447;12.508;14.9396;18.8072;7.5796;5.0248;7.2823;16.0934
0.5;9.8361;19.5177;15.4273;13.8452;10.2665;33.9617;12.6304;11.9799;14.7074;17.7939;7.6912;5.3217;7.3263;16.1766
0.5;10.6309;22.0336;15.5486;12.9805;10.1247;31.7558;14.0266;13.3518;16.4294;20.2491;8.8182;5.0896;10.2763;16.2245
0.5;11.0597;24.039;16.658;11.2298;10.046;35.1554;13.389;13.9939;16.065;16.6051;9.4035;5.0394;11.4889;12.3365
0.5;12.2763;21.6801;16.3167;10.4578;9.3721;32.6239;13.2281;14.2717;16.5877;19.6988;8.6688;5.1919;10.5072;15.8639
0.5;10.7912;19.5158;13.7542;11.7344;9.5296;33.0195;13.295;14.2201;16.5203;18.3448;10.5626;4.6795;9.7962;15.9464
0.5;9.9898;19.5974;13.9372;13.4562;9.6648;37.4566;12.191;15.5485;18.1003;18.4467;9.3988;4.7559;10.1635;16.8916
0.5;9.0188;19.5063;16.4517;13.1007;9.4575;34.5685;11.9214;16.3175;17.8268;19.43;10.1102;4.5445;10.4788;17.8768
0.5;8.2999;18.0577;16.5893;12.802;9.4326;39.1003;11.8702;15.46;18.1489;18.2673;8.7303;5.2249;12.6742;16.6957
0.5;8.9338;18.488;14.0609;14.8594;9.3691;37.8641;11.207;14.4132;16.996;20.1152;8.6986;4.4969;14.2979;16.8487
0.5;8.489;21.21;13.3195;13.0508;9.7109;41.4169;12.3196;15.6205;17.1421;19.2782;7.4457;5.1846;12.4263;19.0447
0.5;7.7908;23.7801;14.2764;14.1559;9.5625;41.3273;12.53;15.9477;18.2215;19.7662;8.7462;4.8395;11.6305;20.566
0.5;8.9946;22.7083;17.7081;13.4528;9.9981;39.8231;12.3179;16.3204;19.5038;17.205;8.6965;4.7333;12.0974;21.6677
0.5;8.3848;20.291;16.4363;15.5716;9.7939;33.0174;12.3772;15.4301;18.2166;18.8853;8.228;5.3845;10.2865;21.8363
0.5;8.3793;21.4339;16.288;13.9258;9.1366;35.711;11.3768;16.2912;21.4075;19.2246;9.5363;4.9022;11.677;15.5908
0.5;7.9368;24.4252;17.052;14.0797;9.5176;34.1541;12.318;16.5673;21.0518;22.0531;9.0052;5.2122;12.1449;16.6459
0.5;9.4709;23.5085;14.8209;14.2646;10.9202;35.2172;11.9613;18.7707;19.9102;18.6593;7.6132;5.2474;13.5145;17.5363
0.5;8.7589;23.0798;15.5109;13.158;12.0393;36.1375;11.734;17.697;20.396;20.2638;7.5553;5.1317;12.1906;18.9449
0.5;8.5382;20.4144;16.2047;15.4122;11.5153;35.1957;13.0241;16.3212;18.8306;18.8993;6.8107;5.2;10.4827;19.0605
0.5;8.0049;18.6214;15.2732;14.8081;11.6464;36.3409;13.0341;16.8885;20.1039;20.2294;7.7984;4.7251;11.8832;19.9642
0.5;7.6485;16.7014;15.1874;12.1905;10.8829;35.0842;11.8526;17.2919;20.6967;20.214;7.2816;5.1925;11.9298;19.6343
0.5;8.245;14.5726;17.1083;12.849;10.7023;36.3951;11.6174;17.1372;18.9048;16.4097;7.0499;4.8331;11.7609;20.201
0.5;9.3544;13.999;15.1973;11.9296;13.3369;37.9733;11.3337;17.4048;19.7825;18.1911;6.4664;4.7971;10.646;21.6797
0.5;9.4254;14.7401;13.6687;12.6098;13.7954;37.2304;11.6894;19.6337;20.5172;15.2451;8.7487;4.5929;11.8698;17.9033
0.5;9.8623;14.278;12.4499;11.3455;12.5465;33.1546;10.4164;18.2088;19.9682;15.0668;7.6418;5.0657;11.4047;20.1103
0.5;8.9206;13.2173;11.984;13.468;11.7202;35.9505;11.7606;18.1392;19.6555;18.3392;7.62;4.7564;11.7109;19.4964
0.5;10.0425;12.3481;12.7082;12.7852;11.014;35.256;10.8673;18.7822;19.3451;18.8436;6.9769;4.5912;11.1396;20.1445
0.5;11.4981;11.9595;12.9368;15.1883;12.9182;39.7667;11.2581;17.0451;19.0995;18.9479;8.8139;5.0339;9.8136;21.1241
0.5;11.9872;11.2464;12.5204;13.7524;11.8304;36.3182;10.3077;17.0725;20.062;16.2685;7.8908;4.7131;11.9642;19.2866
0.5;11.6024;11.3256;13.1247;13.3096;11.8447;34.624;9.562;16.3391;18.4563;16.7615;9.6292;4.7555;12.037;21.0274
0.5;12.3916;11.0812;13.0206;13.0738;11.1016;32.8139;10.2211;15.3423;17.4898;14.9837;9.8294;5.214;10.7569;22.7104
0.5;13.8432;13.5779;14.3438;12.118;11.2256;30.7253;10.7877;16.5291;17.7581;15.6305;9.8723;5.0796;12.101;19.7058
0.5;13.6399;13.4366;15.1949;12.0777;12.5294;26.3886;10.6062;17.0649;17.3152;16.0602;9.9869;5.1576;10.7216;20.4246
0.5;13.6574;12.952;16.1936;13.4862;14.0166;27.7578;11.8179;16.5122;19.1784;12.9544;9.3979;5.3479;13.7572;18.7777
0.5;15.2681;12.9186;14.0494;12.3362;12.9131;24.8914;10.9066;16.7841;18.3353;16.0157;8.4951;5.1383;16.0164;21.6538
0.5;14.7747;13.1933;13.6066;11.2949;14.5174;23.8033;12.1384;18.2903;18.6006;15.0036;8.0728;4.9967;13.3349;21.9585
0.5;12.9531;12.3526;13.5062;10.7514;14.6063;20.8332;11.2693;19.9717;18.0989;17.5524;8.5349;4.3714;12.8738;21.2157
0.5;14.9505;11.8599;12.2703;11.1392;15.2588;21.9399;10.7219;18.8969;18.0486;16.6895;9.2904;4.5536;11.5515;19.8311
0.5;14.2921;11.676;17.5599;10.347;15.0323;21.5946;12.2498;18.2509;19.21;17.7173;8.4536;4.6429;10.1646;20.5278
0.5;14.7575;10.777;16.715;11.5118;13.7198;22.9766;12.0207;17.764;20.9459;17.7302;9.3633;4.9671;8.6433;21.8685
0.5;17.1547;10.6863;18.3534;11.8987;12.6282;24.1553;12.1587;16.7497;20.738;15.5686;10.5157;4.7519;8.0443;18.499
0.5;17.1277;11.4454;18.9706;10.8397;15.9103;21.6234;11.7066;14.9099;20.9945;19.0397;9.1774;4.4521;7.5268;20.5254
0.5;16.8978;15.1205;17.5379;13.1364;15.6584;23.4816;11.6942;14.545;19.4119;18.5821;8.4423;4.5701;7.6893;18.4503
0.5;17.3081;14.812;15.447;12.6752;15.0646;20.8234;11.2297;16.9981;20.2177;18.2365;9.0947;4.4266;6.6605;19.5037
0.5;18.4838;13.606;14.6789;14.3858;14.7257;24.7535;10.6576;16.4237;20.0467;19.6912;9.97;4.5749;6.4371;18.1358
0.5;18.9295;12.7878;14.5256;14.1857;16.0702;28.3115;10.4209;14.9837;22.4848;19.8097;11.6606;5.0949;5.5257;17.6141
0.5;18.0942;11.5045;12.8012;12.3818;19.7064;24.6739;10.3932;13.753;22.2263;20.3426;12.6215;4.6746;5.4147;15.8304
0.5;17.8259;11.3118;17.5344;11.0408;19.5242;25.9056;11.3545;13.608;22.3209;17.4437;10.8321;4.4924;5.0487;16.3725
0.5;19.7803;10.8839;19.3559;13.6609;19.0724;22.7768;10.3002;12.687;21.2065;18.5583;11.8739;4.7943;4.8478;12.4888
0.5;18.6033;11.1476;16.8484;13.9633;22.0439;25.75;10.0479;13.2301;21.1029;18.0762;13.1635;4.5866;4.7744;15.2385
