odour stim,29/09/2020 Female4,29/09/2020 Male6,30/09/2020 Female2,30/09/2020 Male4,30/09/2020 Female7,16/10/2020 Female4,21/10/2020 Female3,16/10/2020 Female4,30/10/2020 Male3,02/11/2020 Female3,08/11/2020 Female5,25/02/2021 Male5
,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V
1,1.6716,8.0475,3.8483,2.894,3.4489,11.6514,6.8711,3.2391,4.5405,6.2114,2.3794,2.8598
1,1.71,7.1563,3.8245,2.6102,3.9413,11.6365,6.5642,3.9619,4.5525,7.1391,2.1403,3.2738
1,1.5894,7.9004,3.5911,2.6684,4.0432,12.3872,6.2958,3.5091,4.5039,7.6287,2.212,2.8386
1,1.6007,8.7988,3.7842,2.736,4.959,13.4607,5.5854,3.8685,4.4615,7.5255,2.0335,3.1581
1,1.4348,10.6362,3.7168,2.8258,7.2103,12.3695,6.4129,3.53,4.6702,7.7434,2.1355,2.7475
1,1.6373,10.4384,3.1656,2.9966,8.5019,11.1494,6.3065,3.1974,4.2043,8.0523,2.0188,2.9667
1,1.5544,9.8213,2.9866,3.9214,9.1588,9.6522,6.3194,2.9165,4.4341,7.9114,2.2178,2.6412
1,1.5055,9.597,3.1261,4.5396,9.5175,9.68,6.7913,3.1548,4.2955,7.533,2.1433,2.8578
1,1.5072,10.6278,2.9061,4.9129,10.631,9.4336,6.3082,3.6342,4.1182,7.516,2.4371,2.8171
1,1.7163,12.1184,3.2307,5.2355,11.4881,9.9152,6.4603,3.2466,4.1294,7.5527,2.2065,3.1133
1,1.7009,13.0253,2.6076,5.8961,11.6878,9.1263,5.7455,4.2459,4.1041,7.8005,2.3879,3.0562
1,1.6615,13.2643,2.8486,6.1965,11.0873,10.0842,6.1415,3.5157,3.9854,7.4285,2.4322,2.8342
1,1.6665,12.5957,2.7748,6.5102,11.5763,9.318,5.8691,4.0953,4.0356,7.6594,2.429,3.0835
1,1.9108,11.5164,2.6233,6.0093,10.8912,8.37,5.2344,3.1896,4.1901,7.3705,2.2903,2.6623
1,1.7874,10.4312,2.3616,5.8034,10.4182,8.3093,5.3624,3.6118,3.9883,7.3568,2.216,2.4981
1,1.8643,8.7644,2.8978,5.4261,10.9238,8.2691,5.5628,3.2864,4.2737,7.2274,2.1743,2.7576
1,1.9075,8.7656,2.7651,5.4102,10.5033,7.9644,5.9305,3.6585,4.0416,6.8512,2.3011,2.7631
1,1.7916,8.1741,2.4329,5.1551,10.1868,8.1769,5.5873,3.4261,3.8653,6.5666,2.1943,2.716
1,1.5756,8.0653,2.6002,4.7446,9.6164,7.942,5.6874,3.6875,3.6814,6.5229,2.1075,2.7209
1,1.7098,8.6882,2.5879,4.3833,9.5879,7.6051,5.3558,4.0059,2.9076,6.6238,2.1794,2.7818
1,1.8839,7.9541,2.6021,4.3705,9.1337,7.7285,5.6118,4.3325,3.9699,6.3718,1.95,2.4064
1,1.7123,8.0667,2.3978,4.3473,8.9484,7.4371,5.7923,4.5117,4.1149,6.3132,1.8366,2.8224
1,1.7488,7.6309,2.7073,3.8439,7.9185,7.1107,6.1512,4.4332,3.9959,5.9353,2.0514,3.4568
1,1.948,7.5437,2.7265,3.8229,7.651,7.2305,5.3974,3.6798,4.178,6.1635,2.0451,3.1086
1,2.0954,7.2784,2.7107,3.4827,7.5441,6.9249,5.8646,3.8417,4.2386,6.086,2.1233,3.7252
1,1.8736,8.3294,2.5794,2.976,7.6354,6.8182,5.4242,4.467,4.2254,6.091,2.1348,3.591
1,1.9714,7.8098,2.4839,3.0552,7.7722,7.6379,5.8579,4.2267,3.9997,6.1248,2.2973,3.7521
1,1.8601,7.8519,2.3797,2.9283,7.422,7.0832,5.9289,4.5635,3.8319,6.3673,2.2456,4.0673
1,2.0422,7.4208,2.6139,2.8774,7.5135,8.7951,6.0542,4.0551,4.3557,6.5968,2.7542,4.1574
1,2.0552,7.3513,2.645,3.1516,7.3381,10.3085,5.56,2.8732,4.0559,6.4389,2.6497,4.1106
1,2.0234,7.6867,2.4619,2.8045,7.5801,9.7495,5.3977,2.3364,3.8828,5.8972,2.5809,3.785
1,1.9314,7.9965,2.0823,2.7447,6.8977,9.3221,5.8688,3.1477,4.0518,5.6538,2.8391,4.0438
1,2.287,7.8817,2.206,2.9415,6.4459,7.0651,5.9232,4.2992,4.8242,6.1592,2.5142,4.4469
1,1.8828,7.5211,2.506,3.1279,8.2389,6.1488,5.7085,3.5246,5.5195,6.4998,2.6666,5.0481
1,1.9917,8.1177,2.3594,3.4969,9.6596,6.0518,5.9101,4.7009,6.3121,6.1113,2.3149,5.3515
1,2.0313,8.0278,2.5186,3.4281,10.3208,8.469,6.0139,4.0986,6.2736,5.8305,2.2378,4.9671
1,2.1512,8.7051,2.3557,3.1989,10.8226,7.7971,6.0075,3.6741,6.1132,5.7518,2.3126,4.9789
1,2.2807,7.921,2.3211,2.6576,10.8381,8.1212,5.9582,4.4209,6.3656,5.9369,2.429,4.5606
1,2.1703,7.8385,2.6264,2.8567,10.7002,7.3495,6.3798,3.9172,6.3927,6.0361,2.2664,4.4666
1,1.8587,8.0344,2.5767,3.8401,10.6735,6.3975,6.4545,5.5075,6.2495,5.7246,2.234,3.8767
1,1.886,6.9717,2.6299,3.9957,10.0967,6.2583,6.7483,5.7032,6.5597,5.4787,2.1706,3.8675
1,1.7638,7.2716,2.5418,3.9772,10.5836,6.4969,6.6497,4.0764,6.2115,5.4551,1.9604,3.5507
1,1.8278,7.7984,2.6654,3.9021,10.2095,5.6892,6.525,4.1693,6.275,5.3592,1.8647,3.3293
1,1.7344,9.089,3.066,3.7891,9.2158,5.6048,5.7129,5.9415,6.4368,5.0557,1.9581,3.5205
1,1.5484,11.108,2.7514,4.2219,9.3284,5.5934,6.5294,5.9967,6.2506,4.7682,1.8425,3.6356
1,1.6538,12.1447,2.8037,4.421,8.4169,5.0247,7.0114,4.9537,6.7243,4.8508,1.7577,3.3406
1,1.5398,11.9718,2.9369,4.2315,8.5196,5.189,6.3687,4.6927,6.5838,5.1576,1.8138,3.4516
1,1.6574,12.0518,2.8159,4.0563,8.4321,5.0012,6.4301,5.3262,6.7746,5.1338,1.8672,3.3368
1,1.8327,12.4951,2.5678,4.272,8.1993,4.8189,6.3021,6.2187,6.9259,5.0677,1.7835,2.8794
1,1.7471,13.0263,2.6854,4.4289,7.6622,5.0023,6.6046,6.2846,6.5472,5.2661,1.7032,3.1129
1,2.0296,12.4794,2.9244,4.0795,7.576,5.1104,6.8258,5.163,6.6467,5.7529,1.6776,3.1113
1,1.8862,12.4874,2.7186,4.3373,7.2188,4.3333,6.5303,5.685,6.4581,5.8337,1.7699,3.0385
1,2.1069,11.7851,2.649,4.1115,7.4108,4.6822,6.4617,6.0537,6.2284,5.7969,1.8022,3.0963
1,1.9178,10.9556,2.6463,4.6357,7.3081,4.7706,6.2135,6.3525,7.0799,6.0721,1.5094,2.9052
1,1.9377,10.5849,2.614,4.4563,6.6765,4.4474,6.3391,5.4004,6.8442,6.277,1.3786,2.8759
1,1.7535,10.9618,2.4743,4.5004,7.6894,4.8943,6.377,5.3038,7.6754,6.3745,1.6804,2.9613
1,1.9554,12.3452,2.6553,4.4189,7.5993,5.1148,6.341,3.6522,7.0482,6.3008,1.8603,2.9959
1,1.7499,13.3537,2.7116,3.9986,6.9747,4.7936,6.3356,4.6293,7.7416,6.004,1.9892,2.9156
1,1.7285,13.2104,2.6881,3.5374,6.4465,5.0801,6.5992,4.9459,7.0293,5.7639,2.1575,2.8513
1,1.8108,12.6692,2.7117,3.7962,6.4768,5.4468,6.0563,5.0398,6.9468,5.6809,1.972,2.8449
1,1.7154,13.3358,2.697,3.8,6.0785,6.1857,6.5888,6.0486,6.9299,6.1029,2.0788,2.7321
1,1.8047,12.4804,2.5202,3.5955,5.6358,7.8514,6.6818,5.246,7.3191,6.0327,2.1169,3.022
1,1.8209,13.0688,2.5659,4.4141,5.6958,8.9573,5.9767,5.9311,7.1519,6.024,2.0929,2.5829
1,1.6822,12.3835,2.9262,4.9165,4.8119,9.4831,6.2492,6.2776,6.7793,5.8389,2.1016,2.7874
1,1.7033,11.7281,3.0549,5.352,4.8632,9.8658,5.9901,5.3429,7.4339,5.677,1.9394,2.7768
1,1.7018,12.4663,3.2304,5.0204,4.9953,10.4183,5.9714,5.7541,6.8855,5.6102,2.0505,2.5623
1,1.8803,12.8441,2.9548,5.2293,4.4634,12.1225,6.0497,5.8262,7.1087,5.2803,1.9584,2.758
1,1.6591,12.0582,3.3415,5.3157,4.4713,12.6986,6.4509,6.2436,7.1563,5.3766,2.0626,2.5735
1,1.7423,12.1378,3.2387,5.0258,3.9679,11.7766,6.0739,5.9638,7.2245,5.4595,2.267,2.6503
1,1.7269,12.5173,4.1995,4.6085,4.0559,12.0048,6.411,6.0372,6.8218,5.2568,1.7983,2.6069
1,1.6924,11.8452,3.9768,4.5874,3.5477,10.7138,7.5142,6.8918,6.4246,4.807,1.8545,2.4714
1,1.6344,11.6536,4.1878,4.5076,3.5759,10.2165,7.3691,6.3644,6.5778,4.6312,1.8968,2.5804
1,1.5843,11.8166,3.737,4.1217,3.4251,10.5088,7.8845,6.4623,5.9386,4.4889,2.0525,3.0193
1,1.6054,10.3536,4.099,3.9701,3.6706,10.2323,9.14,7.2174,6.0488,4.304,2.0743,3.1464
1,1.2681,9.5835,3.7095,3.6747,3.4085,10.0356,10.3852,8.9616,5.8786,3.8747,2.0503,3.7332
1,1.5268,9.4641,3.3075,3.4841,3.0665,9.0555,10.3754,9.0051,6.0979,3.7449,1.971,4.0245
1,1.4862,8.1086,3.1236,3.0424,3.1173,9.2926,10.3882,10.3227,5.6988,3.7005,2.1251,4.0208
1,1.3958,7.8699,3.6714,3.1287,2.9975,9.5147,10.205,10.9624,5.9443,3.4674,2.0088,4.1742
1,1.5157,7.9026,3.4748,3.1692,2.866,9.6046,10.2792,11.8792,5.5724,3.2966,1.7157,4.9856
1,1.5547,7.8947,3.0818,2.9116,2.7466,9.2839,10.9582,9.3425,5.88,3.1483,2.0253,4.6257
1,1.5961,8.2199,2.9847,2.8099,2.87,8.9074,11.2128,7.8188,5.4741,2.8829,1.9829,4.2007
1,1.542,9.1799,2.8696,2.6958,3.111,8.9941,11.3501,6.5515,5.6669,2.6988,1.7147,3.6964
1,1.5037,8.1682,3.0859,2.8088,2.6002,9.4281,12.163,6.8592,5.5145,2.5797,1.8404,3.2888
1,1.5359,8.1394,2.928,2.61,2.7106,9.9402,11.5998,7.3461,5.3518,2.5432,1.7921,3.1479
1,1.6945,8.3241,2.9707,2.6797,2.8244,9.4752,11.5801,6.7533,5.0997,2.3621,1.6467,3.1292
1,1.7132,8.819,2.7373,2.665,2.7408,8.5528,11.334,5.8704,4.9992,2.4709,1.4539,3.2065
1,1.8369,9.9527,2.7236,2.6538,2.9854,7.7055,11.5153,5.7306,5.0734,2.2037,1.4988,3.1059
1,1.8975,9.4817,2.8168,2.4368,2.9334,6.3378,11.373,6.4298,5.0365,2.4076,1.9016,2.8626
1,1.9204,8.7367,2.9299,2.4909,3.0698,5.9084,10.819,6.7385,4.8451,2.1758,2.7244,2.7637
1,1.86,8.953,2.8358,2.6404,3.0213,7.7313,10.3051,7.1739,4.5887,2.327,2.5131,2.6233
1,1.8904,9.5331,3.0885,2.6766,3.0965,9.9109,10.0327,7.662,4.8036,2.3671,2.6389,2.7358
1,2.1887,11.4267,3.6031,3.0268,3.0231,9.8757,10.4549,4.9915,4.8588,2.3979,2.9923,2.7099
1,2.2611,10.5859,5.1349,4.3767,3.0117,10.3723,10.5009,4.6734,5.0304,3.0955,2.8831,2.6955
1,2.4385,10.9514,6.0098,4.7932,2.9058,10.152,11.5528,4.3503,5.3581,3.0051,3.1914,2.6999
1,2.5123,11.9554,6.7448,5.4284,3.051,18.5003,11.3337,4.5881,6.7451,3.5212,3.2408,2.7291
1,2.422,10.8855,7.5876,5.6946,3.0625,24.3705,11.0373,5.9252,7.7222,3.7693,3.5171,2.9138
1,2.0949,9.5187,9.0028,6.2573,3.0919,22.2702,10.5777,5.9771,7.3362,3.5431,3.4839,2.6855
1,2.4286,8.9951,10.5422,6.3298,3.1284,21.2299,10.4415,6.4782,7.5348,4.2576,3.5679,2.8612
1,2.4911,8.8482,12.0176,5.8708,3.029,19.4853,9.8104,5.3857,7.5555,4.577,3.5097,2.7731
1,3.1508,9.7319,12.1515,5.8386,3.0319,18.9486,9.3908,7.3278,6.7938,5.2251,3.3448,2.4947
1,3.8446,9.0894,12.4478,6.0459,2.983,19.0524,9.3426,7.9433,6.7977,5.5426,3.2663,3.4504
1,4.3868,9.718,12.8645,5.8229,2.8254,18.9837,9.4269,8.7603,6.0878,6.0883,2.8283,4.2713
1,4.7015,8.8827,11.8928,4.8146,3.0961,17.9664,10.051,7.8688,6.2438,6.371,3.0595,4.755
1,5.032,8.8185,11.7732,4.4375,2.9397,17.9591,10.1611,8.4482,5.9065,6.6355,2.8098,4.7547
1,5.1506,8.1113,10.9927,4.2939,3.0197,17.5463,9.5582,7.7238,5.5821,6.4009,2.9204,4.9072
1,5.3895,8.5533,10.1712,3.665,2.9246,17.2631,8.6953,8.3559,5.2047,6.1244,2.7276,4.411
1,6.1082,9.7235,9.0352,3.1705,2.9534,16.2893,8.7902,7.7873,5.259,6.1115,2.5937,4.5127
1,6.2102,9.8539,8.0854,2.8666,3.2435,17.0388,8.8215,7.7108,5.211,6.2018,2.5047,4.5603
1,6.4523,9.0473,6.6206,2.7946,3.3428,16.9144,8.4434,7.3659,5.3525,6.274,2.5762,4.3945
1,6.4054,9.2832,6.5401,2.7443,3.2826,14.7254,7.7795,7.3885,5.095,6.223,2.4225,4.2346
1,6.5152,9.6394,5.8824,2.4684,3.5407,13.6195,8.8716,6.9713,4.8068,6.2875,2.5809,4.4105
1,6.6761,8.4236,5.3705,2.3741,3.5425,13.8149,9.0776,6.1279,4.8796,6.4085,1.9428,4.3583
1,6.8582,8.918,4.8388,2.2044,3.7505,13.5676,8.625,7.271,4.5178,6.487,2.2679,4.4548
1,6.8468,9.2656,4.2433,1.9703,3.9997,12.5572,8.9409,6.0415,4.8277,6.1304,2.1315,4.3646
1,7.0337,9.6083,3.9701,1.9977,4.0697,11.1347,8.8995,5.8325,4.9622,6.134,2.0907,4.2182
1,6.6174,8.5705,3.8318,1.8926,4.1811,11.0023,8.2767,6.0167,4.8063,5.941,2.0185,4.1926
1,6.6511,9.4351,3.4605,1.8015,3.8604,10.9928,7.7153,6.1747,4.5365,5.9019,2.003,4.2705
1,6.5097,9.7361,3.601,1.8738,3.857,11.1366,7.796,5.9342,4.543,5.7179,2.2301,4.0158
1,6.4897,9.6519,3.1977,1.7291,3.8025,10.6093,7.6531,5.9097,4.5495,5.6832,1.8702,3.7215
1,6.4142,10.3293,3.323,2.0133,3.6458,10.1652,8.0114,6.322,4.4747,5.8009,1.9827,3.8078
1,6.4017,12.3189,3.6654,3.8021,4.0449,9.2919,8.2684,6.5579,4.6354,5.8568,1.6961,3.738
1,6.5746,12.811,3.5833,5.1741,3.7787,9.8136,8.8282,6.568,4.3388,5.7322,1.6817,3.5327
1,6.6218,12.8724,3.6209,5.1365,3.8895,11.0445,7.648,6.9178,4.2109,5.6033,1.7652,3.5946
1,6.6987,12.127,3.3947,5.2445,3.691,11.1261,6.8413,6.4502,4.506,5.5157,1.5228,3.8753
1,6.6779,12.5738,3.9463,5.1397,4.4436,11.8736,6.6136,6.5297,4.2264,5.2431,1.7841,3.575
1,6.3286,14.6794,3.411,4.7119,4.3952,16.3097,6.9113,6.4059,4.2505,5.4655,2.206,3.8311
1,6.1869,14.9269,3.2628,4.6114,4.2134,21.0562,7.6465,5.8797,4.1044,5.3495,2.8967,3.5206
1,6.1761,13.6872,3.0345,4.4354,4.333,22.3524,7.2487,5.8841,4.0843,5.3657,2.8685,3.6008
1,5.8111,14.352,3.4099,4.4686,4.3183,23.1833,7.0584,6.2565,4.0562,5.202,3.8308,4.0502
1,5.5774,13.9215,3.1322,4.1655,4.2335,21.5303,7.1864,6.4059,3.3394,5.432,3.5484,3.7635
1,5.1993,13.2054,3.0662,4.2598,4.0792,21.025,6.4647,6.7305,3.8892,5.6558,3.2935,3.9629
1,5.2392,12.8662,3.0749,4.099,4.2415,19.6839,7.5771,6.0038,3.8426,5.6786,3.0927,3.7627
1,5.1412,12.5345,3.2802,3.9335,4.2386,18.607,6.9381,5.8565,3.9602,6.0218,3.0545,3.3037
1,5.1908,12.5951,2.9606,4.0551,4.1903,17.7922,7.3265,5.7889,3.9364,5.7314,2.8692,3.6018
1,5.0461,11.2867,3.1603,3.8209,3.7712,19.5139,7.0948,5.6272,4.5207,5.38,2.3264,3.0322
1,5.1356,10.52,2.9274,3.6301,3.6042,20.2232,7.2052,5.4303,4.5225,5.6684,2.6641,3.2804
1,4.8822,10.1971,2.9708,3.5792,3.9673,18.1618,6.4338,5.4439,4.3672,6.0804,2.4006,2.9734
1,4.5007,8.9886,3.0194,3.863,3.7942,16.7556,6.78,5.5437,4.3861,6.2564,2.1397,3.1383
1,4.1577,9.9765,2.5233,3.7767,3.5502,15.0913,6.8937,5.5305,4.6233,6.4634,2.0665,3.1318
1,4.3102,9.4474,2.8242,3.9804,3.9975,14.4501,6.6277,5.1756,4.755,6.4954,2.1338,3.3092
1,4.2842,8.9136,2.8063,4.0086,4.1267,13.2251,6.469,5.2374,4.5503,6.184,1.7981,3.1086
1,4.121,8.8534,2.5626,3.8908,4.3258,12.768,6.1515,4.3221,4.7627,6.1911,1.7438,2.8344
1,4.1984,7.9414,2.7143,3.736,4.05,12.4169,6.4211,4.9069,4.5464,6.4197,1.8837,3.3849
1,4.4856,8.637,2.9057,3.7452,4.0036,11.428,6.5284,5.4591,4.7233,6.5488,1.7502,3.4575
1,4.351,8.8045,3.2167,3.5571,4.3318,10.9746,6.6601,6.6202,5.1758,6.3424,2.0398,3.1098
1,4.3109,7.7202,2.7117,3.5186,4.1018,9.2588,6.4177,5.2776,5.9862,5.9776,1.8014,2.9183
1,4.1186,7.2625,2.676,3.6932,3.6671,9.4739,7.1608,6.0375,7.7849,5.6761,1.8577,2.8942
1,4.154,8.5878,2.8585,4.2524,3.9408,9.8078,7.0435,5.1149,8.6253,5.964,1.8527,3.0283
0,4.045,9.6586,2.4686,4.2789,3.7715,9.0687,7.705,4.5679,9.1343,5.6218,1.9447,2.7428
0,4.0253,10.4902,2.5122,4.5791,3.5238,9.0837,7.4783,5.5829,9.3415,5.2722,1.7741,2.9698
0,3.5716,10.8837,2.4736,4.5028,3.4149,8.4435,6.415,5.8999,9.4802,5.4388,1.9925,2.9257
0,3.3499,9.6201,2.6772,4.3254,3.6015,8.4142,6.1714,5.4549,10.286,5.3144,1.8402,2.886
0,3.2313,10.3997,2.6619,4.3244,3.5433,7.676,6.46,5.6175,10.8782,5.2975,1.6589,2.6922
0,3.1365,10.422,2.7222,3.9219,3.4412,8.1192,6.5637,6.375,10.8243,5.4586,2.2439,2.7157
0,2.6353,9.5675,2.6611,3.7354,3.4531,7.6878,7.3162,6.2771,10.062,5.4025,2.0405,2.7097
0,2.5852,10.499,2.6549,3.9595,3.408,7.9752,7.4728,6.3048,9.5603,5.6203,1.8959,2.6738
0,2.4667,8.8474,2.7087,3.7925,3.3042,7.9909,7.9494,6.1934,9.6605,5.6119,2.0075,2.7497
0,2.4264,8.8699,2.8245,3.6756,3.9152,7.5244,8.4777,7.6189,9.832,5.5784,1.8688,2.8005
0,2.2062,9.7338,2.8138,3.209,3.6628,7.047,6.8149,6.254,9.416,5.6257,1.8576,2.6325
0,2.2561,9.5326,3.1071,2.9921,3.4984,6.7478,7.9453,5.841,9.1829,5.3991,2.0545,2.7478
0,2.0981,8.919,2.9044,2.966,3.4764,7.2599,7.9001,6.9219,8.4378,5.2939,1.7703,2.6148
0,2.0126,8.4358,2.9445,3.0497,3.5193,6.6118,7.5422,7.1648,8.5115,5.0876,2.274,2.6185
0,1.7762,9.6843,2.7357,2.9172,3.5587,6.5118,9.012,6.3115,8.7826,4.8563,2.0945,2.7084
0,1.868,9.2038,2.4778,2.9816,3.8208,6.6081,8.7665,5.7122,8.8938,4.997,2.0447,2.9558
0,1.8753,8.4738,3.2077,3.1254,4.931,7.2254,9.4204,6.0718,8.6771,5.0686,1.6557,2.3048
0,1.9979,9.1684,2.7477,3.1707,6.5782,7.1477,8.7737,7.3346,7.9571,4.8658,1.5717,2.715
0,1.8854,9.8843,2.8174,3.2387,7.3652,6.9615,9.9974,6.4241,7.8311,5.0335,1.9745,2.3641
0,1.9694,9.7229,2.5139,3.3029,7.7705,6.0545,10.4154,7.1466,7.216,4.7392,2.1238,2.4991
0,1.9849,9.4108,2.9503,3.2176,8.4933,4.5583,10.0659,6.6674,6.6045,4.935,2.1485,2.5439
0,2.1554,8.914,2.7087,2.9896,8.6686,4.3155,10.0082,7.2573,7.0166,4.7099,2.0103,2.7917
0,1.9905,9.6987,2.7763,2.8332,7.9219,5.8163,9.247,7.2474,7.062,4.8027,2.0069,2.641
0,2.0488,9.0258,2.7562,2.9832,8.1043,6.4603,10.0306,7.2006,6.8162,4.8107,1.8821,2.7524
0,2.0886,9.3996,2.4892,2.6124,8.5261,6.0117,8.3204,6.2151,7.1026,5.1994,2.0226,2.629
0,2.2539,9.5573,2.807,2.8463,8.3453,6.1159,8.7941,6.9869,7.3778,5.3307,1.8785,2.7468
0,2.7604,9.2232,2.8019,3.1546,8.675,5.937,7.6554,6.5953,6.8485,5.0711,1.8369,2.4704
0,2.7541,9.0127,2.8841,2.7791,8.6118,5.8818,8.2596,7.8423,6.9077,5.4112,2.0059,2.8371
0,2.5422,8.6123,2.7131,2.9862,8.7053,6.096,8.8615,6.6563,7.188,5.2906,2.1509,2.7917
0,3.0929,8.1571,2.7193,3.1238,8.9178,6.288,8.739,6.3837,7.0704,5.3203,2.0103,2.8805
0,2.7193,8.1164,2.9844,3.2134,9.4538,7.0185,9.0467,6.6621,6.7583,5.4311,1.9677,2.7011
0,2.5319,7.8826,2.8336,3.298,9.4594,7.7474,9.1628,6.5362,6.6056,5.4306,2.2313,2.7869
0,2.4655,7.9,2.8304,3.314,9.1152,7.6883,8.4925,6.6602,6.7975,5.3981,2.3527,2.4829
0,2.3623,8.7495,2.7994,3.296,8.3786,8.6088,7.5518,5.7522,6.3655,5.3244,2.3511,2.4275
0,2.2863,9.0419,2.8672,3.3463,8.4041,8.8977,7.4818,5.9734,6.5433,5.2582,2.1202,2.5628
0,3.0002,8.298,2.5688,3.6918,8.5503,8.5725,8.1853,5.8371,6.291,5.159,2.6084,2.4303
0,2.9678,8.3543,2.5265,3.5928,7.5926,7.9917,8.5869,6.0823,6.7792,4.8872,2.6701,2.523
0,2.5978,8.3788,2.773,3.4845,6.3987,8.808,7.6162,5.5648,6.3455,4.8356,2.456,3.0572
0,2.9631,8.3588,2.417,3.7096,7.1142,8.9261,7.4202,5.517,6.1976,4.6302,2.7752,3.3772
0,2.6614,8.007,2.575,3.7939,6.785,9.4703,7.8161,5.5388,5.8715,4.5205,2.8614,3.0489
0,2.5302,8.4045,2.6793,4.3621,6.212,9.5156,8.4244,5.0229,6.4325,4.2753,2.7904,3.105
0,2.6806,8.0319,2.6599,4.2492,5.6618,9.8272,7.6852,5.7288,6.2337,4.4006,2.8289,2.3953
0,2.496,8.4668,2.8759,4.18,5.5263,10.3856,7.7256,6.5629,6.4909,4.1213,2.8692,2.8675
0,2.4962,7.8473,2.9433,3.9431,5.3452,10.8419,7.7679,5.88,6.6133,3.9931,2.4819,2.7368
0,2.5053,7.8238,3.0545,3.8568,5.2989,10.2944,7.9314,6.0228,6.3183,3.9887,2.5076,3.0317
0,2.5548,8.192,2.53,4.0023,5.1363,10.785,7.1202,6.754,6.0466,4.11,2.3188,3.1688
0,2.5982,7.1573,2.7256,3.9874,4.8334,10.006,7.4527,4.8774,5.643,4.1417,2.2286,2.939
0,2.4702,8.1289,2.7381,4.1315,5.1332,7.6178,7.7234,5.1541,5.2235,3.9169,2.5162,2.6586
0,2.434,7.9895,2.5532,3.8461,5.4838,6.7069,7.744,5.3115,5.2407,3.9091,2.5248,2.8559
0,2.4818,7.4487,2.7057,3.7557,5.0691,6.5408,6.8392,5.6191,5.0397,3.7517,2.4394,2.9787
0,2.5252,7.366,2.5837,3.4182,5.3349,8.0171,7.215,5.3986,4.8337,3.7846,2.0646,2.7215
0,2.5097,6.8833,2.6894,3.4255,5.0895,7.2466,7.2988,5.1228,4.8917,3.7969,2.1637,2.8055
0,2.6291,6.256,2.6875,3.1998,5.2592,7.1314,6.8222,7.0009,4.8244,3.855,1.9878,2.7667
0,2.6169,6.625,2.7484,3.5093,5.0999,6.574,7.3735,8.0992,4.5979,3.7218,1.8806,2.7095
0,2.5871,7.1611,2.4548,3.5952,5.2309,6.0849,6.2773,7.1939,4.5528,3.7247,1.9598,3.0092
0,2.5788,6.7289,2.5593,2.9961,5.2814,6.028,6.859,8.217,4.334,3.714,1.8833,2.8933
0,2.6499,7.1552,2.5591,3.2407,5.2162,5.9507,7.6013,6.9365,4.5808,3.5417,1.8331,2.6401
0,2.574,6.1966,2.5769,3.0362,4.8965,5.8628,7.0342,7.5936,4.225,3.3828,1.8581,2.781
0,2.5324,6.191,2.6442,2.659,5.1873,5.8982,7.6532,6.8615,4.3517,3.3869,2.0942,2.4008
0,2.4572,6.575,2.6816,2.3829,5.5878,5.9638,8.0298,5.9879,4.442,3.4263,1.8516,2.4858
0,2.4994,6.4995,2.6603,2.724,5.3415,5.1862,8.1655,5.4458,4.2468,3.3877,1.7986,2.8041
0,2.6108,7.5559,2.7377,2.7767,5.5989,4.185,7.5568,6.9847,4.1808,3.4074,1.9159,2.3063
0,2.6778,7.9071,2.6818,2.7374,5.8221,4.3702,6.3878,7.2981,4.1884,3.6084,1.9404,2.598
0,2.4721,7.8252,2.7585,2.4664,5.6417,4.6697,7.6909,7.1321,4.2256,3.4035,2.0664,2.6895
0,3.1352,8.5272,2.9279,2.5389,5.9331,5.2269,5.9171,9.048,4.3156,3.4843,2.102,2.4699
0,3.0254,8.1541,2.6635,2.6275,5.8398,5.1869,6.4375,8.8667,4.2022,3.7645,1.9601,2.5325
0,2.8419,9.4162,2.7018,2.7022,5.7679,4.9359,6.7976,8.2174,4.3043,3.6093,2.1409,2.6416
0,2.902,8.9366,2.5566,2.6672,5.5906,5.06,7.5886,9.2283,4.0849,3.7279,2.1204,2.6951
0,3.0112,8.968,2.8179,2.6674,5.7476,4.5148,7.8757,9.6767,4.0619,3.9892,2.0905,2.7038
0,2.7164,9.2595,2.9181,2.7236,6.2525,4.7446,8.1635,8.972,4.027,4.2023,1.9822,2.6433
0,2.891,9.0694,2.6518,2.5725,6.3495,4.5712,8.5889,8.6262,4.1872,4.5255,1.639,2.7892
0,2.789,9.9193,2.7066,3.0328,6.2162,4.9142,8.0273,8.1433,4.203,4.9049,1.6572,2.3754
0,3.025,9.0256,2.9237,3.1961,6.3347,5.0538,8.1439,6.7709,4.2169,5.0956,1.8063,2.8794
0,3.0503,8.5034,3.0789,2.6485,7.0458,6.0765,8.6043,7.6181,3.8541,5.281,2.105,2.6835
0,2.8144,8.4887,3.3252,2.6401,7.0412,5.652,7.8907,6.9522,4.4803,5.4623,2.0869,2.7865
0,2.9806,8.1317,2.9157,2.7351,7.795,5.7154,7.2888,8.1666,4.0473,5.522,1.938,2.4895
0,3.1059,7.6269,3.0691,2.7011,8.2814,4.561,7.9717,7.1281,3.7848,5.5104,2.0028,2.44
0,3.2836,9.1251,3.0286,2.6096,8.0409,5.4767,7.6989,7.7036,4.1247,5.5231,1.9884,2.8107
