odour stim,29/09/2020 Female4,29/09/2020 Male6,30/09/2020 Female2,30/09/2020 Male4,30/09/2020 Female7,16/10/2020 Female4,21/10/2020 Female3,16/10/2020 Female4,30/10/2020 Male3,02/11/2020 Female3,08/11/2020 Female5,25/02/2021 Male5
,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V
0,3.1064,7.8663,2.9618,3.0327,7.6603,6.5201,7.8336,8.2487,3.8188,5.5689,2.0537,2.8934
0,3.4368,7.342,2.7805,3.0311,7.3793,6.2109,7.3582,9.8131,4.3877,5.7452,2.0066,2.6376
0,3.545,7.9768,3.0597,2.8203,7.0157,6.4782,6.6252,11.4912,4.2845,5.9073,1.7058,2.6196
0,3.414,8.3251,3.2813,2.6914,7.0485,7.2671,6.8504,9.2169,4.2664,5.8895,1.7131,2.625
0,3.5882,8.3127,3.3937,2.3867,7.0878,7.3155,7.7226,9.6548,4.0982,6.0401,1.6518,2.7447
0,3.8939,8.0798,3.3955,2.4729,7.0103,8.3087,7.4759,8.4233,3.7461,5.7117,2.0305,2.8897
0,4.2764,8.1604,3.0998,2.5474,6.7882,10.1985,7.1757,7.6332,3.943,5.6674,1.866,2.5941
0,3.7316,8.3847,3.3232,2.6962,6.9397,10.731,7.2492,8.5033,4.1628,5.4644,1.9404,2.8604
0,4.1258,8.5841,3.5489,2.63,6.1594,11.1739,6.6527,8.0461,3.7809,5.5576,1.8284,2.8327
0,5.0979,9.2901,3.3772,2.6881,6.1329,12.2998,6.8678,7.7682,4.208,5.6996,1.9307,2.7799
0,7.5888,8.961,3.2837,3.1303,6.142,11.5549,6.691,10.5006,4.1912,5.7504,1.779,2.6349
0,9.5274,7.8928,3.4351,3.288,5.677,11.6035,7.2065,11.945,4.0171,5.5749,1.8049,2.4959
0,11.2448,8.2973,3.2373,3.2567,5.6877,11.9739,7.3829,11.578,4.2186,5.3673,1.9256,2.3751
0,12.0252,8.9649,3.2173,3.2192,5.5353,11.0256,7.6975,12.1672,4.5298,5.4917,1.7303,2.5124
0,12.34,8.9159,2.9846,3.1745,5.6118,11.3507,7.4628,11.4484,4.7369,5.6974,1.9978,2.6131
0,12.6478,8.5374,3.1038,3.365,6.2542,10.4428,8.077,13.53,4.2537,5.6369,1.9353,2.3152
0,13.4067,8.0975,2.95,3.2766,6.2801,10.236,7.2724,12.5802,4.3636,5.6137,1.9841,2.4456
0,13.6067,8.4305,3.3173,3.2061,6.0209,10.8397,6.9343,13.9946,4.5737,5.2559,1.8664,2.6158
0,13.4607,8.0169,3.2425,3.0761,5.5424,10.9004,6.984,12.9319,4.1547,5.2154,2.0292,2.7701
0,13.8493,8.3536,3.2927,2.7333,5.6126,10.5838,6.5018,11.0056,4.0497,4.739,2.2698,2.8359
0,13.5842,7.5166,2.8535,2.81,5.3207,11.5022,6.9696,10.9962,4.3929,4.4874,2.2383,2.8446
0,13.3877,7.3957,2.9848,2.8952,5.4486,10.1647,6.7171,10.0551,4.4596,4.3013,2.5051,2.6626
0,13.1642,7.8851,2.8507,2.757,5.7372,9.166,7.2821,10.194,4.5796,3.9521,2.207,2.9729
0,12.8397,7.1397,3.0145,2.6877,5.7834,8.6789,6.3531,9.0071,4.4002,3.8647,2.1211,3.3802
0,12.8035,7.0306,2.836,2.842,5.793,8.6011,7.1483,10.7175,4.5625,3.9329,2.2304,3.4416
0,13.2036,7.066,2.7519,2.789,5.7318,7.8072,5.8109,9.2576,4.8643,3.6156,2.4391,3.973
0,13.0932,7.1224,2.9113,2.6499,5.6898,8.7068,5.6067,8.2794,4.7273,3.7499,2.102,3.6736
0,13.4908,7.2145,2.4745,2.8366,5.8256,9.6349,6.0493,7.8459,4.8316,3.5134,1.9978,3.5712
0,13.1228,7.2856,2.8433,2.7921,5.9422,10.8369,6.2759,8.6812,4.8051,3.9507,2.2379,3.6873
0,12.7121,7.3306,2.814,2.6447,6.0437,10.2195,6.951,9.2093,4.4791,4.0523,2.3629,3.4351
0,12.0929,7.6758,2.9103,3.0761,6.7063,10.8997,6.6924,9.0424,4.8978,3.9157,2.257,3.8849
0,11.2566,7.3574,2.847,3.3126,6.5126,11.1783,6.5634,8.298,4.5804,3.7798,2.1339,3.6373
0,11.792,7.851,2.872,3.6109,7.0719,10.7387,6.0522,8.8543,4.6512,3.3785,2.2226,3.4807
0,11.6665,7.6876,2.7848,3.7433,7.2678,11.8787,6.241,10.1484,4.5696,3.2536,2.2643,3.6824
0,11.0727,7.5298,2.4886,3.2768,7.4225,12.2874,5.5539,9.0049,4.5962,3.3749,2.3226,3.5928
0,10.8722,6.4528,2.9039,3.2253,7.7067,11.9499,6.4011,7.9586,4.2689,3.1236,2.1533,3.1361
0,11.0251,7.1311,3.0858,2.9485,7.5386,11.8968,6.457,8.5762,4.1057,3.2288,2.1243,2.8617
0,10.9666,7.4924,3.1485,3.1296,7.005,11.3095,6.0886,8.8804,4.4423,3.4946,2.0068,3.1887
0,11.0554,6.8137,3.2901,2.8617,6.1253,10.8828,6.0353,7.4461,2.7521,3.5584,2.215,3.2902
0,10.6482,7.555,3.2683,2.4019,5.5098,11.9427,6.0735,7.242,4.8393,3.2724,1.7462,3.3009
0,10.3556,7.5223,3.1307,2.5923,4.8914,11.6942,6.7205,7.1875,6.6758,3.159,1.5816,3.1582
0,10.1752,7.1059,3.0027,3.1626,4.5925,11.3507,6.0786,7.0417,7.3471,3.4212,1.7599,3.2229
0,10.0047,7.7679,3.074,3.8061,4.5743,10.8993,6.4138,6.5904,7.3768,3.4089,2.1596,3.1141
0,9.1677,7.6365,2.7887,4.0201,4.7472,10.0204,5.9986,8.238,6.9034,3.4759,2.5171,3.3091
0,9.2415,7.8223,3.0314,3.9546,5.0315,10.3795,6.15,7.7113,6.9592,3.9335,2.2146,3.2372
0,9.4525,7.4852,2.966,3.8966,4.9101,9.1304,6.5903,7.696,6.9567,4.4437,2.382,3.4684
0,9.6154,7.0526,2.9251,3.692,4.4093,9.5487,5.703,6.6608,6.9153,4.5216,2.3402,3.4427
0,9.5803,8.6353,2.5316,3.5337,3.9806,8.7732,5.5487,7.0307,7.0964,4.9574,1.9537,4.0747
0.5,9.2591,8.0347,2.9882,3.481,3.8035,8.0112,5.8526,7.3609,7.3414,4.9056,1.9156,4.473
0.5,9.1215,8.6131,3.3453,3.3273,4.464,7.7474,5.6557,6.7024,7.8988,4.7948,1.6221,4.5949
0.5,8.2732,7.8189,3.4037,3.3196,4.6769,7.145,5.686,6.9803,7.2628,5.0119,1.9189,3.8847
0.5,7.593,6.6947,2.8809,3.2709,4.5665,6.7237,5.4767,7.2493,7.7652,5.1443,1.9968,3.5841
0.5,6.9512,6.7167,2.985,3.0815,4.174,6.9112,5.6384,8.1444,7.4542,4.9702,1.8674,3.6214
0.5,7.0105,6.4505,2.915,2.9794,4.3857,6.4936,5.6508,7.2141,7.6766,4.9705,1.593,3.4912
0.5,6.6177,6.5067,3.1199,2.8579,4.9049,5.8984,5.9306,6.7068,7.0464,5.0306,1.9568,3.6046
0.5,6.9735,6.237,3.0916,2.582,5.1584,6.3108,6.245,7.8694,7.888,4.622,1.9177,3.4993
0.5,7.1465,6.2214,3.3699,2.5831,5.2824,6.1431,5.9031,7.6799,7.8242,4.5398,1.7724,3.6472
0.5,6.6807,5.7628,3.3566,2.6969,5.1339,4.9989,5.9366,7.445,7.9773,4.6324,1.8508,3.3334
0.5,6.9679,6.3581,3.331,2.9146,4.9521,4.9708,6.9348,7.5934,8.1371,4.6078,2.0508,3.3384
0.5,7.366,6.2378,3.2065,3.0993,5.0053,6.561,8.3253,8.3726,8.6364,4.5433,2.0233,3.3713
0.5,7.3504,6.0598,3.3153,3.3157,5.642,6.006,9.5014,8.4754,8.9136,4.267,1.7838,3.5258
0.5,7.476,6.4759,3.3825,3.2902,5.8688,5.8951,8.1906,9.6339,8.1812,4.2194,1.9501,3.2364
0.5,7.419,6.2723,3.2768,3.2463,6.4235,5.3802,8.8154,9.422,7.3993,4.335,1.6313,3.4646
0.5,7.8434,6.4222,3.2596,3.1562,6.0525,5.6589,9.2712,7.768,6.6862,4.0674,1.6407,3.0183
0.5,8.3112,6.1257,3.1419,3.0424,6.4819,4.0907,8.6632,7.5321,6.7121,4.1803,1.6764,3.1167
0.5,8.4016,5.9886,3.2321,3.1508,6.5433,4.0893,8.9033,7.6629,6.9842,3.988,1.8868,2.8429
0.5,8.3895,6.3196,2.8923,3.0304,6.9369,6.1943,8.8362,8.3127,7.4637,4.3289,1.5544,2.8011
0.5,8.2372,6.1316,2.752,2.9861,7.0026,5.514,8.1992,8.4388,6.9358,4.4316,1.5934,2.7622
0.5,8.1362,6.6831,3.1716,3.0329,6.7439,5.5325,8.4619,8.9727,7.2699,4.0791,1.7442,2.8826
0.5,8.4393,8.4659,3.0373,3.045,6.7076,5.8168,8.9432,8.4494,7.0843,3.9007,1.7784,2.4773
0.5,8.1804,9.2541,2.9484,2.8975,7.054,5.2775,8.4287,8.8995,6.6386,4.0654,1.7689,2.5972
0.5,8.2135,9.4468,2.9509,2.8903,6.8154,5.6547,8.3555,8.398,6.5293,4.09,1.9094,2.6844
0.5,7.3615,9.3125,2.7575,2.9648,6.115,5.7116,7.9843,8.0552,5.9864,4.4258,2.0773,2.6216
0.5,6.8493,9.0267,3.2193,2.8019,6.1269,6.1175,7.9471,7.6439,6.8821,4.2846,2.1524,2.6336
0.5,6.7084,9.0242,2.896,2.8375,5.8849,6.5803,7.6284,8.231,6.4439,4.1711,1.9801,2.3415
0.5,5.6614,9.0216,2.8114,2.9476,5.6458,6.1201,9.0479,9.1359,6.9874,4.2286,1.749,2.7946
0.5,5.6473,9.4073,2.776,3.5668,5.5123,6.3547,9.4076,8.899,6.8776,4.2915,1.8308,3.1052
0.5,5.4729,9.9229,2.6128,3.8159,5.4011,8.7146,9.2325,8.7109,7.331,4.209,1.8537,3.2609
0.5,5.2374,9.24,2.8879,3.4072,5.7451,10.4229,9.1327,8.0921,7.3915,4.138,2.0201,3.4386
0.5,5.1826,8.312,3.1585,3.387,5.3193,10.2177,8.8666,7.5733,7.5818,4.4657,1.9808,3.2094
0.5,5.1066,7.6534,2.6754,3.2222,5.4051,11.6703,9.2295,5.6516,8.2922,4.2783,2.1021,3.5274
0.5,5.0908,7.0178,2.8379,2.7013,5.6101,13.4923,9.1921,4.8215,8.5722,4.0389,2.3321,3.0255
0.5,5.7061,6.9621,2.9599,2.5791,5.1662,13.4419,9.516,6.0728,9.2475,3.8472,2.0368,3.1422
0.5,5.5518,6.7503,2.9185,2.4176,4.8367,12.9959,9.5584,6.5545,9.8914,3.9637,2.2788,2.8802
0.5,5.6448,7.1217,2.9061,2.3483,4.8906,14.2794,8.3777,5.4304,9.0624,3.9466,2.0273,2.8443
0.5,5.7028,7.0984,2.8086,2.0445,4.8324,14.425,8.8411,6.2189,8.7351,3.988,1.9971,3.064
0.5,5.5749,7.555,2.5879,2.152,5.2816,14.4409,9.0901,8.0489,9.0987,3.9207,2.0955,3.0065
0.5,5.7679,7.7235,2.8768,1.919,4.8974,14.2199,8.7245,8.1022,8.7771,4.1781,1.9795,3.0072
0.5,5.9696,6.9997,3.1635,1.9113,5.307,14.4435,8.7024,8.3308,9.0903,4.2538,1.8553,3.7473
0.5,6.2392,7.0799,2.9257,1.7414,5.819,13.6869,9.156,8.0158,8.8318,4.2187,1.8167,4.1548
0.5,6.3538,7.6784,3.1349,1.7714,5.816,13.4698,8.8249,7.6029,8.4557,4.6484,1.8814,4.3225
0.5,6.1318,7.6579,2.9613,1.6214,5.471,13.4186,8.4033,8.7662,8.1584,4.4326,2.2264,4.7517
0.5,5.9631,6.7599,3.2213,1.6967,4.6956,12.324,8.0694,7.9144,7.798,4.4777,1.8791,4.6353
0.5,5.8236,7.1223,3.4494,1.3983,4.4851,11.9766,9.153,7.6724,7.4895,4.8584,1.9241,4.4012
0.5,5.9477,7.0796,2.9967,1.3522,4.4901,12.1836,9.3767,6.8893,8.4448,4.5648,1.7845,4.8961
0.5,7.0403,7.1473,3.5526,1.3379,4.2298,12.0599,8.3259,6.6194,8.2539,4.2115,1.739,4.9223
0.5,8.3063,6.7882,3.269,1.3522,4.0159,12.0807,8.1291,6.9358,8.2803,4.2377,1.6249,5.2105
0.5,9.3764,6.7708,3.4399,1.5181,4.1387,10.9657,8.0695,6.5859,7.7173,4.0472,1.6515,5.2134
0.5,9.921,6.4654,3.0412,1.3553,4.5598,10.8348,8.1606,7.0588,8.0761,3.6145,1.7394,5.2355
0.5,10.5422,7.4024,2.9865,1.4727,4.0153,10.6811,8.8272,7.423,7.5103,3.8757,1.7991,5.4083
0.5,10.2439,6.6578,3.4629,1.6004,4.0974,12.1129,7.8192,7.5512,7.7718,3.4436,1.9937,5.2646
0.5,10.4674,6.6277,3.2055,1.4278,3.7037,12.1264,7.3818,8.6767,7.5357,3.5398,1.8154,4.9885
0.5,10.9494,6.6963,3.3165,1.531,3.8443,11.9017,8.2142,9.1664,7.4036,3.3051,1.8654,5.0544
0.5,11.0241,6.608,3.2825,1.5144,3.2186,11.3421,8.2373,7.3468,7.1472,3.2131,1.89,5.1892
0.5,11.1754,6.4114,3.3309,1.424,3.3991,10.7701,7.2824,6.8813,7.106,3.2215,1.9326,4.7641
0.5,11.1303,5.9268,3.3202,1.4897,3.8668,9.7033,7.3005,8.1027,6.751,2.7528,1.7928,4.3564
0.5,11.672,5.7621,3.3811,1.7729,3.7165,10.6253,7.4411,8.2563,6.8175,2.9301,2.0141,4.4563
0.5,11.9433,6.5933,2.9698,1.679,3.8609,9.4767,6.6106,8.8733,6.851,2.8705,1.9483,4.6397
0.5,12.457,5.8204,3.1933,1.5185,3.8123,8.8915,7.1227,8.7635,6.1629,2.8393,1.7826,4.2254
0.5,12.6045,5.8703,3.0318,1.5356,4.005,9.3422,7.138,10.8539,6.3154,2.9289,2.0738,4.7718
0.5,12.6406,6.1205,3.0757,1.4757,4.2576,9.616,7.4268,10.8929,5.7103,2.8461,1.934,4.572
0.5,12.3462,5.6869,2.8698,1.8249,3.8931,9.4274,7.7661,10.5367,5.6562,2.6163,2.1046,5.0073
0.5,12.4082,5.9037,2.9971,1.7886,4.2503,9.4948,7.1801,11.1968,5.5918,2.6929,1.7378,5.0234
0.5,11.884,6.0096,2.8861,1.7312,3.9168,8.785,6.4018,11.1027,5.3907,2.6914,2.1534,4.9536
0.5,12.3352,5.6595,3.0277,1.722,3.918,8.7335,6.4442,10.7033,5.3536,2.7773,2.0543,4.6516
0.5,11.9684,5.4139,2.7187,1.5111,3.6947,8.0563,5.9081,10.5793,5.3165,2.5642,2.0082,4.6135
0.5,11.8004,5.8791,2.869,1.6811,3.4135,8.2797,6.1123,9.1547,5.4467,2.9098,1.9749,4.4997
0.5,11.8348,6.3965,3.1211,1.5465,3.6402,10.0806,5.2489,9.5279,5.3416,2.7954,1.9919,4.3835
0.5,11.5516,7.1646,3.4341,1.5793,3.5915,8.8635,5.7973,10.6277,5.0282,2.5585,1.8133,4.1992
0.5,11.6887,8.5823,3.4072,1.5576,3.5686,8.6806,4.0553,8.8961,4.7724,2.737,1.8665,4.2964
0.5,11.9105,9.5241,3.1049,1.6671,3.8856,8.2782,5.7366,8.7937,4.7378,2.8231,2.197,4.2657
0.5,11.853,9.9247,2.9163,1.6598,4.1127,8.8581,6.5167,6.436,4.5967,2.5891,1.7856,4.4444
0.5,12.1389,9.2865,2.8336,1.7279,3.865,9.1568,6.2896,6.2472,4.7092,2.8178,1.875,3.8776
0.5,11.5945,8.495,3.1517,1.7964,3.79,8.6475,6.397,6.4529,4.7133,3.2758,1.8918,4.1875
0.5,11.0507,8.0847,2.7041,2.3702,3.7718,8.764,6.6668,5.899,4.5505,2.9985,1.7179,3.7675
0.5,10.7298,7.7283,2.6154,2.7843,4.1628,9.098,7.0065,6.157,4.1223,3.1064,1.4571,3.5408
0.5,10.3052,8.9486,2.8399,2.8919,3.9467,8.8825,6.5478,6.5042,4.0196,3.409,1.697,3.0284
0.5,10.0395,8.6809,3.0166,3.3339,3.6681,8.6608,6.7238,5.0055,4.6342,3.1974,1.8783,2.7162
0.5,10.3898,8.7855,3.0361,3.6687,3.9628,9.163,8.4177,4.8136,3.8889,3.9312,1.9037,2.6659
0.5,10.5217,8.7578,2.9092,3.6417,4.018,8.6174,7.8695,4.0271,4.2901,4.6269,1.7311,2.5734
0.5,10.2069,8.1047,2.6749,3.787,4.4206,8.7728,8.6677,5.1714,4.2555,4.8579,1.9357,2.5427
0.5,10.0781,7.7076,3.0259,3.7208,4.3539,9.712,8.5256,6.0155,3.9488,5.3564,1.8398,2.5252
0.5,10.0254,7.6814,2.7491,3.5167,3.7302,10.0651,9.4284,6.9607,4.4349,5.3463,1.9382,2.4378
0.5,9.9804,7.3612,2.8584,3.7405,3.8599,10.2975,7.2042,8.6692,4.0113,5.1421,1.8619,2.7518
0.5,9.6314,8.0517,2.8922,3.752,3.6106,9.5568,7.7995,7.0578,4.1904,5.223,1.9655,2.5446
0.5,9.4493,6.7889,2.844,3.8974,3.2622,9.4834,8.3879,6.693,4.4108,5.3774,1.9029,2.4543
0.5,9.6136,6.9151,2.9975,3.7343,3.5931,9.9737,8.1182,5.9989,3.3453,5.1908,1.9413,2.6533
0.5,9.9638,6.4458,2.956,3.9686,3.3047,9.2901,8.4652,5.3901,4.0323,5.3453,1.9615,2.4186
0.5,10.0885,7.0735,3.1257,4.0136,3.1508,9,7.9413,5.0767,4.216,5.4954,2.1137,2.6532
0.5,9.8101,7.2519,2.9931,4.0031,2.9449,8.7067,8.5509,5.7613,4.7309,5.6347,2.1068,2.3655
0.5,9.1725,7.4578,3.2681,4.1743,3.4507,9.3024,9.0441,5.1325,4.2616,5.3962,1.8514,2.5294
0.5,9.6868,7.281,2.8217,3.6404,3.5836,8.614,8.3631,5.2616,4.2977,5.575,1.9948,2.532
0.5,10.556,7.3185,3.0146,3.4419,3.5585,7.9671,8.9248,4.9523,4.2759,5.8422,1.8667,2.5261
0.5,11.4886,6.9836,2.8864,3.2819,3.6976,8.2493,8.9984,6.2455,4.5697,5.7983,1.8847,2.2304
0.5,11.4057,7.3522,2.831,3.1342,4.2517,7.718,8.6762,6.0045,4.3654,5.4757,1.8992,2.2236
0.5,10.9817,7.4875,3.1676,3.6474,4.0818,7.8794,8.606,5.5255,4.2732,5.2847,1.8912,2.2716
0.5,10.417,7.1418,2.9793,3.3335,3.7684,7.5036,8.8944,5.9649,4.3562,5.4791,1.8542,2.5009
0.5,10.1938,7.1498,2.6682,3.7436,3.8285,7.448,8.6224,5.74,4.4551,5.2141,1.9245,2.5193
0.5,9.6518,6.9153,2.9508,3.4533,3.3691,7.9255,8.9232,5.5308,4.2202,5.3185,1.8193,2.2721
0.5,9.2786,6.4541,2.7919,2.974,3.5801,7.8374,8.8804,6.2861,4.6875,5.2173,1.9993,2.3754
0.5,9.0541,5.905,2.9701,3.1137,3.488,8.2052,8.3208,6.02,4.4049,5.4638,2.0877,2.1951
0.5,8.9101,5.941,2.8958,2.6705,3.9173,8.3659,9.2369,7.1921,4.4498,5.421,1.9046,2.3113
0.5,8.2004,5.9404,3.2861,2.3631,3.7562,7.6437,8.7553,6.8257,4.4262,5.2951,1.8956,2.4594
0.5,7.5264,6.1983,2.8722,2.0693,3.7789,6.7502,7.2513,5.8149,4.3591,5.2616,2.0446,2.2713
0.5,7.0829,6.5223,2.6904,2.2003,3.8092,5.6236,8.4477,6.4917,4.3613,5.1423,1.8963,2.344
0.5,7.0093,6.7414,2.778,2.0462,3.4959,3.9842,7.732,6.672,4.0641,4.7228,1.531,2.6149
0.5,6.539,7.0178,2.8203,1.9658,3.5485,4.8195,7.7487,5.607,4.2208,5.2812,1.6426,2.2533
0.5,6.2813,6.7739,3.2083,2.0141,3.4125,4.7332,7.5984,5.4655,4.2777,5.7378,1.9069,2.2596
0.5,5.5932,7.1216,3.1924,1.9061,3.2275,4.9011,8.2791,4.9348,3.8637,5.6745,1.7929,2.2466
0.5,5.5667,7.7799,2.668,1.9682,3.5311,4.5459,7.0281,5.9412,4.3624,5.875,1.8683,1.9959
0.5,5.3854,7.66,2.7419,2.1219,3.6974,4.432,7.8015,6.5439,4.6149,5.7663,1.7944,2.5432
0.5,5.0022,6.4405,2.8809,2.1953,3.4666,4.3906,6.744,5.3871,3.9177,5.5694,2.0392,2.2462
0.5,4.7732,6.7997,2.8189,1.7334,3.2429,4.0501,7.9121,6.0674,4.4658,5.4941,1.9098,2.3288
0.5,4.5364,6.6136,3.4813,1.8077,2.9907,3.8927,7.6522,7.018,4.1995,5.51,1.8217,2.2764
0.5,4.3671,6.1724,4.874,1.8687,2.8393,4.3917,8.0084,7.3156,4.1497,5.3344,1.9468,1.951
0.5,4.4323,6.1375,5.8405,2.1172,2.9325,4.4739,7.4983,6.9454,4.3939,5.3224,1.8166,2.1147
0.5,4.3778,6.1585,6.6193,2.2074,2.9852,4.225,7.3248,7.5292,3.7336,5.4364,1.9119,2.1674
0.5,4.5142,6.046,6.861,2.2771,2.6985,3.8643,7.9734,7.7611,4.4741,5.5781,1.9566,2.1392
0.5,3.9271,5.9722,8.2713,2.2975,2.8863,4.0953,7.2953,6.3714,4.7253,5.5867,1.8624,2.0739
0.5,3.7544,5.9852,8.9619,2.3791,3.0503,3.9661,6.9348,5.3569,5.0905,5.5692,1.7754,2.2214
0.5,3.7204,6.6864,9.9518,2.9244,3.0234,3.8378,6.5827,5.2945,4.8213,5.0445,1.6483,2.6602
0.5,3.7102,6.8257,9.4672,3.1613,3.1278,3.7599,7.3372,4.8371,4.9933,5.0192,2.0091,3.1023
0.5,3.6027,6.6157,9.209,3.1895,2.7546,3.6051,6.6456,4.8011,5.404,5.2785,1.5116,2.7004
0.5,3.6497,6.284,9.9024,3.1078,3.0146,4.1768,6.9559,4.2824,6.9544,5.3692,1.3516,2.9058
0.5,3.7048,5.9364,10.6069,3.4448,2.6777,4.124,7.0081,5.4756,7.6298,4.93,1.6725,3.1301
0.5,3.3841,5.6111,10.3052,3.1513,3.0307,4.1189,7.4146,6.0557,7.7671,5.1178,1.4759,2.944
0.5,3.5294,5.3842,9.8389,3.2195,3.3134,3.4737,7.3555,5.4801,7.9436,4.7741,1.4656,2.8335
0.5,3.3467,5.5645,9.9795,3.0823,3.4264,3.0414,6.9297,4.8675,8.5009,4.8456,1.6758,3.0272
0.5,2.9627,5.9891,10.1773,3.2564,3.3259,4.2485,7.0602,5.4344,8.5174,4.9214,1.932,3.286
0.5,3.4209,5.6837,10.9612,3.0869,3.2546,3.9963,6.7325,6.2212,8.5521,4.9831,1.9112,2.9053
0.5,3.1503,6.1494,10.8224,2.7802,2.9193,4.4154,6.5684,6.4738,8.737,5.1714,1.8743,3.0897
0.5,3.6191,5.7779,11.3545,2.4728,3.0218,4.9658,6.8082,5.2207,8.3947,5.5056,1.823,2.9786
0.5,3.9251,5.6367,10.5679,2.5204,2.862,4.6621,6.8942,5.0291,8.3262,5.7523,1.7919,2.8764
0.5,3.5933,5.5435,10.8964,2.3919,2.587,4.3561,6.9516,5.2412,8.3909,5.9327,1.7473,2.9944
0.5,3.584,5.585,11.2538,2.0963,2.6356,4.6402,6.3258,6.4579,8.1575,5.9229,1.9254,3.13
0.5,3.363,5.9459,11.2601,2.1577,2.461,5.4277,6.9268,6.3172,8.087,6.1937,1.9669,3.401
0.5,3.2378,5.8559,11.1478,1.7631,2.4034,6.0755,6.4896,6.0697,8.3747,6.085,1.8758,3.5533
0.5,3.3497,6.4526,10.8481,2.0699,2.6039,7.0642,6.5574,5.6812,8.2285,6.033,2.0486,3.3609
0.5,3.1509,7.1115,10.7709,1.7723,2.5904,6.9217,6.7451,5.5637,8.3683,6.1173,1.876,3.817
0.5,3.3229,7.4341,10.2762,1.7692,2.7005,7.1206,6.5996,6.2145,8.7117,5.9121,1.4437,4.2617
0.5,3.2938,8.2521,8.7609,1.625,2.5607,7.5945,6.7516,6.0969,9.056,5.8672,2.0081,4.8091
0.5,3.1926,8.0417,8.1048,1.5863,2.6799,7.5778,6.2117,4.7367,8.8312,5.4987,1.9465,4.8716
0.5,3.482,7.8502,6.812,1.7082,2.6208,8.2013,6.7216,5.6164,9.0051,5.0075,2.3044,4.6304
0.5,3.5119,7.9838,6.3341,1.3248,2.6246,8.4671,6.436,5.3167,8.578,4.8886,2.0545,4.2916
0.5,3.5447,8.8685,5.9612,1.4186,2.716,8.5965,6.251,6.9188,8.8303,4.5598,2.2826,3.918
0.5,3.4386,9.3016,5.2173,1.4116,2.5068,9.143,6.9475,6.7302,8.7765,4.6541,2.5709,3.923
0.5,3.6258,8.9517,4.7144,1.2968,2.7285,8.6511,6.8235,6.7386,8.5556,4.5436,2.5137,3.5487
0.5,4.0056,9.4815,4.6837,1.4893,2.4826,8.677,6.5559,7.1298,8.552,4.702,2.4009,3.6337
0.5,3.9838,9.489,4.4458,1.5487,2.4887,8.4156,7.022,5.7899,8.8197,4.9345,2.6176,3.3749
0.5,3.8535,8.9044,3.9922,1.3757,2.4044,9.3404,7.0355,5.4829,8.8645,4.9866,2.5817,3.4472
0.5,3.7523,7.6507,3.6244,1.3781,2.6371,11.0585,7.6584,5.6448,8.3932,4.8108,2.5582,3.2852
0.5,3.8465,7.336,3.5038,1.948,2.5461,10.4865,8.5795,5.9707,8.6171,4.8217,2.3987,3.4437
0.5,4.0876,6.5538,3.833,2.9155,2.4136,11.4904,7.8439,5.63,8.2057,4.814,2.5261,3.2751
5,4.4315,6.1566,3.683,4.0469,2.4402,10.6739,7.9672,5.683,7.8833,4.5913,2.5007,3.1748
5,7.2984,6.9526,4.2404,4.8183,3.355,12.064,8.3058,6.3344,7.7855,4.6443,2.2725,3.5044
5,11.8924,9.1052,7.879,6.9434,7.2571,19.5763,7.8727,7.2758,8.7591,4.3605,2.7304,4.8668
5,13.7897,10.012,12.2767,7.1738,9.9362,24.2278,7.9887,7.4217,9.3123,4.1492,2.704,6.0122
5,14.3942,11.5055,13.4765,7.0822,11.1961,24.7984,8.2079,7.1295,9.1676,4.1216,2.7808,6.6607
5,14.5886,12.7484,13.177,7.1312,12.2513,25.4422,8.0862,6.3277,10.0449,4.5822,2.7348,6.6905
5,14.556,14.1764,13.8426,7.3463,12.6479,23.8575,8.5076,7.3895,9.5745,5.6746,2.2676,6.309
5,14.5714,15.481,13.4363,6.8411,13.3434,21.2349,8.6615,8.513,9.9061,6.5326,2.5641,6.2723
5,14.6013,14.1779,12.533,7.1636,12.7034,19.4413,8.0216,6.9623,9.6032,7.0431,2.7149,5.9218
5,14.6097,11.8166,12.1371,6.9947,12.2326,18.0156,9.069,6.3565,8.6662,7.1915,2.6071,5.7655
5,14.3454,10.5052,10.8656,6.8626,12.5977,17.5042,8.8024,7.9432,10.1994,7.5362,2.3016,5.2972
5,13.9399,10.1336,9.6902,7.0771,12.3961,16.6319,8.6804,7.2647,10.7632,7.8495,2.3604,5.7754
5,13.6125,8.8203,9.3991,7.1184,12.3594,15.7664,8.6363,7.8329,11.813,7.5918,3.1356,5.2952
5,13.8615,8.9304,8.5042,6.7587,12.3541,14.9063,9.1824,6.955,11.4555,7.9982,2.3263,4.6342
5,13.9742,9.2248,7.2219,6.6917,11.9948,14.1664,9.4537,6.2559,11.7765,7.4346,2.277,4.3546
5,13.7729,8.4836,6.8742,6.8083,11.8457,13.9301,9.4407,4.8283,9.1354,7.0961,1.9348,3.9595
5,13.7339,8.3508,6.193,6.4876,11.7772,13.7342,10.0618,4.7885,10.0077,7.1056,1.8841,3.6029
5,14.055,8.8229,5.7135,6.3523,11.8558,12.6332,10.5417,5.7712,9.724,6.9501,1.9755,3.5966
