odour stim;30/09/2020 Female3;30/09/2020 Male8;30/10/2020 Female2;30/10/2020 Male9;02/11/2020 Female2;02/11/2020 Male9;02/11/2020 Female11;03/11/2020 Male2;03/11/2020 Male8;04/11/2020 Female2;04/11/2020 Female8;04/11/2020 Female9;25/02/2021 Female9
;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V
1;5.7885;10.0641;3.8435;6.2535;6.4137;6.926;5.4465;3.9397;4.7982;4.8224;1.9327;4.9761;7.195
1;5.2798;10.7025;3.7693;6.8551;6.0348;6.9739;5.3411;4.1811;4.8444;4.8225;1.9541;4.3194;6.632
1;5.8482;10.6291;3.5376;6.9317;6.2181;6.6999;5.1166;4.2641;5.0139;4.6791;1.6809;4.2575;6.3653
1;5.7099;10.5853;3.858;6.496;6.1989;6.8714;4.5053;4.5457;4.707;4.6439;1.9696;4.024;6.8032
1;5.615;10.2201;3.5596;6.7875;6.0952;6.5075;4.4829;4.7187;4.8786;4.4258;1.9295;3.7325;6.6618
1;5.9309;9.3927;3.1517;6.1259;5.7998;6.627;4.3463;4.6187;4.7902;4.5429;1.7413;3.5349;6.3613
1;6.17;9.215;2.7763;6.918;5.133;7.0169;4.1551;4.9732;5.0604;4.2162;1.9012;3.6033;5.7834
1;5.9743;9.0716;2.9113;8.1803;4.9236;6.8349;3.3113;4.9017;4.8276;4.5156;1.9536;3.3357;6.1779
1;6.0385;8.3565;3.1116;8.1473;4.6246;7.1786;3.7986;4.9698;4.8594;4.5878;2.0174;3.3596;5.768
1;5.9818;8.7198;3.0416;7.8714;4.3567;7.1533;3.4411;4.659;5.0246;4.3822;2.0026;3.4911;6.1156
1;6.0311;8.9175;3.3165;7.1679;4.0684;7.1488;3.4095;4.4624;5.0442;4.7311;1.7721;2.9758;5.8246
1;5.9073;8.2401;3.5918;6.7394;3.7147;7.475;3.4206;4.7831;5.1153;5.0847;1.5724;3.0919;5.5393
1;5.4344;7.6354;3.8804;6.4444;3.3096;7.2751;3.559;4.5115;5.1924;5.2885;1.6369;3.2899;4.8808
1;5.6076;7.1589;3.9529;6.406;3.4137;7.3511;3.3007;4.7811;5.1674;5.3972;1.5011;3.3893;5.0938
1;5.62;7.7065;3.9536;6.589;3.0679;7.5583;2.9101;4.7543;5.0015;5.2182;1.6291;3.2845;5.476
1;5.6625;7.6754;3.9237;7.1646;3.5667;7.3167;4.5682;5.57;5.0464;4.9751;1.5129;3.4003;5.0423
1;5.8109;7.1153;3.7267;8.1964;5.0815;7.2999;6.8934;5.6284;4.9472;5.1558;1.5523;3.236;5.3788
1;5.8493;7.3361;3.8452;8.1621;5.7391;7.1805;8.1254;4.7975;5.0247;4.5424;2.0562;3.413;5.6972
1;5.9366;7.6624;3.4792;8.2953;6.1358;7.1834;8.5495;5.23;5.0972;4.3796;1.9626;2.9992;5.4481
1;6.2804;7.1723;4.1473;7.6749;5.8794;7.0682;8.6277;5.4109;5.0532;4.1405;1.9378;3.5423;5.2097
1;5.7651;6.6977;4.3382;7.2268;5.7189;7.3004;8.0786;5.6473;4.9428;3.7306;1.68;3.5456;4.8369
1;5.8802;5.8746;4.5056;7.9638;5.2085;6.7221;7.5553;5.3412;5.037;4.1781;1.598;3.4609;4.8931
1;5.1702;5.8712;4.5245;8.9938;5.1226;6.6299;7.6106;5.2617;4.6385;4.018;2.1973;3.4223;4.9991
1;5.8534;5.9059;4.1506;8.5692;4.4758;6.6833;6.9229;5.2767;4.8603;4.0874;2.0731;3.2182;5.3501
1;5.3429;5.4438;4.5006;8.1259;4.8257;6.7643;6.1622;5.1869;4.7098;3.3436;1.8694;3.2813;5.3366
1;4.7586;5.6797;4.5191;8.3711;4.8815;6.8241;8.0045;4.8234;4.4999;3.1801;2.0405;3.2781;5.3713
1;4.5034;6.5211;4.1817;7.0914;4.8727;6.979;8.9498;4.7636;4.5678;2.9087;2.0231;3.1657;5.2476
1;4.8452;7.6897;4.1659;6.2654;4.6879;7.1519;8.8563;4.7408;4.4145;2.5151;2.2933;3.121;5.2249
1;5.2699;9.3775;4.2653;5.7989;4.6171;7.2815;9.305;4.812;4.3853;2.3494;3.0015;3.5968;4.9554
1;5.6493;10.2587;4.8593;4.5809;4.4427;7.0146;8.258;4.5393;4.4934;2.5106;3.6988;3.156;5.0048
1;5.5996;12.0518;4.7901;3.9001;4.0134;7.4201;8.3553;4.8761;4.5527;2.2974;3.1846;3.1589;5.3506
1;5.7038;13.4506;4.7551;4.2873;4.2496;7.3514;9.1705;4.6874;4.4579;2.3226;3.3686;3.4998;6.5783
1;5.8397;13.4938;4.5759;3.8051;4.5663;7.3297;9.957;4.652;4.4875;2.3039;3.8187;3.4732;7.5743
1;5.6405;13.5137;4.8343;3.686;4.7386;7.3367;11.1985;4.2562;4.4024;2.5532;4.5309;3.5709;8.7205
1;5.1769;13.5648;4.9289;3.6296;4.5343;7.5431;11.5327;4.4395;4.2109;2.2625;4.7565;3.3468;8.8843
1;5.4075;13.6378;4.6872;3.0698;4.7606;7.4723;11.0717;4.3495;4.3856;2.104;5.1967;3.4085;8.6588
1;5.2847;13.321;5.1919;3.0466;4.602;7.8834;10.1934;4.3901;4.3486;2.0084;6.0399;3.7027;9.0282
1;5.1482;13.3657;4.8092;2.6425;4.4507;7.8657;8.5278;4.2681;4.5902;2.1612;6.3026;3.4555;9.3299
1;4.9273;13.7591;4.9958;2.6511;4.4712;7.7867;8.4443;4.4794;4.3541;1.8876;6.4173;3.5762;9.0625
1;5.0049;12.7657;4.9724;2.5496;4.7052;7.9455;8.2482;4.4645;4.1979;2.1094;6.7899;4.2335;9.1393
1;4.9323;12.4814;4.6023;2.4803;4.7682;8.2328;7.365;4.1806;4.0563;2.1223;6.9843;4.9698;9.2635
1;5.226;11.1731;4.7553;2.4149;4.4459;8.1118;7.0116;3.8394;4.2099;2.0075;7.5269;5.3683;8.9601
1;4.8072;10.7927;4.5296;2.4798;4.7478;8.3097;6.7904;3.8249;4.0298;1.9291;7.2445;5.7089;9.0989
1;5.1275;10.8836;4.4681;2.166;4.8806;8.6914;6.2314;3.3516;4.0436;2.1386;7.6231;6.5805;9.4641
1;4.9791;11.528;4.3831;2.3717;4.9545;8.3715;5.8189;3.7877;4.1273;2.0407;7.6848;7.3369;9.8314
1;4.6614;11.1384;3.8028;2.0404;4.9274;8.765;5.4256;3.8427;4.1558;2.3704;7.1046;7.4405;10.0291
1;4.7728;10.9779;3.9004;2.0781;4.9405;8.5688;4.8207;3.3832;4.1325;2.077;5.9757;7.5018;9.8538
1;5.4136;10.911;3.8637;2.4593;4.8069;8.684;5.3244;3.6063;4.3755;1.7804;4.701;8.1381;10.0564
1;5.2255;11.2508;4.4631;3.3857;5.7476;9.0029;5.5057;3.9091;4.34;2.0926;4.6051;8.8226;9.3402
1;5.8031;11.353;4.5903;3.9302;5.3288;8.9571;5.2125;4.2017;4.2219;2.1128;4.1025;9.9126;9.346
1;5.7266;11.1126;5.0105;4.1012;4.8063;9.2365;5.0511;3.6673;4.2447;2.075;3.656;10.0953;9.23
1;5.6145;10.4917;5.1494;3.9257;4.7737;9.0395;5.2796;3.7646;4.2459;1.8981;4.2703;10.0288;9.2436
1;5.4345;10.8282;4.8316;3.9048;4.3226;8.9888;4.6549;3.976;4.0577;1.7382;4.2973;10.3866;9.0302
1;5.5513;10.4449;5.1721;3.6559;4.2182;9.2095;4.8234;4.2682;4.1119;1.8385;4.0737;10.2792;8.8958
1;5.0496;12.5017;4.77;3.5106;3.7142;9.3105;4.7796;4.2588;4.0834;2.0702;3.8576;9.8979;8.2661
1;4.6325;12.9276;4.8306;3.653;3.9231;9.2135;4.2902;3.8301;4.1461;2.1283;3.7458;9.3871;8.3837
1;5.303;12.0384;5.1575;4.8645;3.4424;9.1119;4.5647;3.8458;4.1697;2.1627;4.1956;8.9545;8.2016
1;5.0698;11.588;4.7532;5.9414;3.278;8.9598;4.2435;3.263;4.5316;2.6612;4.4981;8.588;7.476
1;5.3423;11.424;4.7663;6.4137;3.0863;8.8076;4.3722;3.4647;4.7727;3.1387;4.7032;8.2845;7.0642
1;5.6005;10.35;4.5688;6.8015;3.2372;8.683;3.7224;3.5328;4.7811;3.4571;4.6869;7.6901;6.6158
1;5.2742;10.3706;4.4265;6.6586;3.4953;8.3704;3.7717;2.8217;4.8482;3.9051;5.1855;7.3929;6.4384
1;5.533;10.6687;4.0678;6.9715;3.4134;8.2359;3.6678;2.7527;5.0228;4.6372;5.192;7.4559;6.2893
1;5.4226;10.4808;3.701;7.6636;3.7386;7.9461;3.4153;2.99;4.7853;4.5802;5.7528;7.4739;6.3481
1;5.2278;10.3424;3.4846;7.73;3.912;7.9766;3.5091;2.6145;4.7995;4.3579;5.7652;7.1998;6.3335
1;5.3701;10.6627;3.2138;9.0347;4.2123;7.4598;3.4712;2.5888;5.0449;5.0425;5.9982;7.4378;6.0754
1;5.7513;10.9965;3.3526;9.4789;4.6906;7.574;3.3411;2.9694;4.8459;5.0044;6.4868;7.4181;5.5646
1;5.41;10.6948;3.1768;9.31;4.7295;7.697;3.2767;2.4993;4.8669;5.3601;6.506;7.4973;5.7229
1;5.6983;9.7694;3.1207;9.7816;4.8607;7.6411;3.2961;2.4381;5.0721;5.2237;6.6555;7.4286;5.5735
1;5.8938;9.7412;3.2886;9.6416;4.8271;7.7054;3.0866;2.5471;4.8361;5.2298;7.0015;7.2919;5.4288
1;6.5589;9.4014;2.9998;9.5819;4.5202;7.9133;3.0025;2.7103;4.9195;5.1754;7.8702;6.9624;5.4537
1;6.2209;9.4829;3.1357;9.2693;4.6103;7.5774;3.1904;2.223;4.8268;5.0505;8.0634;7.0588;5.1894
1;5.9104;8.4994;3.0994;8.1202;4.1934;7.7795;3.0181;2.1372;4.7474;4.7774;7.7452;7.063;5.2403
1;5.539;8.3091;3.1794;7.5355;4.0363;7.8217;2.9121;2.3281;4.7415;4.7334;7.1532;6.9852;5.1292
1;5.173;8.4871;3.3346;7.7115;4.2495;7.6131;3.1523;2.4622;4.5412;5.0464;5.896;7.32;5.2091
1;5.4274;7.9492;3.1588;7.5786;4.1186;7.9737;3.0956;2.2634;4.6575;5.3049;5.1749;7.5539;4.7523
1;5.0519;7.6564;3.0119;7.9559;4.5251;7.7587;3.8128;2.3095;4.7459;5.3093;4.8788;8.0347;5.3122
1;5.07;8.6256;2.9437;8.6398;4.2188;7.4893;4.5866;2.6373;4.3516;5.4403;5.289;8.0706;5.0356
1;5.373;8.3068;3.0494;8.4014;3.7292;7.4615;5.4678;2.7074;4.6529;5.2081;5.8299;8.2849;4.8478
1;5.7677;8.045;2.7532;8.6876;3.7914;7.5295;6.0178;2.9111;4.6693;4.7634;6.7628;7.4896;4.7714
1;5.2062;7.9735;2.9526;8.7002;3.65;7.6995;7.2771;2.8048;4.4835;4.9868;6.8671;8.2723;4.5543
1;5.7257;7.601;2.8637;7.2996;3.6212;7.3745;8.6957;3.1795;4.5951;6.0768;6.5066;8.4264;4.6706
1;5.9964;6.934;2.9968;5.7797;3.4678;7.0378;9.0831;2.7056;5.3173;6.3933;7.2157;8.553;6.586
1;6.2591;7.2186;3.1001;4.5721;3.4667;7.0903;8.6242;2.6707;6.1563;6.9516;6.6744;8.5143;7.3797
1;5.9961;6.2297;3.0695;4.0306;3.7877;7.0002;8.8191;2.29;6.4588;6.6683;6.3484;8.2442;8.2981
1;6.1713;6.2242;3.4428;3.799;4.026;6.6876;8.1691;1.8134;6.8658;6.2487;6.1502;8.0697;8.6925
1;6.0791;6.1207;3.4278;3.1462;4.6407;7.1426;8.1835;2.0571;7.1646;6.2014;6.0064;8.1703;8.7111
1;6.4865;5.8086;3.3051;3.0795;4.2653;6.9689;7.5088;2.6462;7.8382;5.5887;4.8859;9.2971;8.3941
1;6.4407;5.5917;3.3747;3.0839;5.4684;7.0201;6.8994;3.7012;8.2684;5.0556;4.1935;9.2161;8.3997
1;6.5555;5.1287;3.6365;2.9391;5.5029;7.1944;6.1862;3.8686;8.3679;4.8051;3.9612;9.9222;9.0426
1;5.8705;5.5182;3.6329;2.9161;5.831;7.1884;6.1382;3.281;8.3708;5.0411;4.0079;9.1396;8.3918
1;5.2626;5.6447;3.585;2.5755;5.8746;7.483;5.5236;3.3322;8.0863;4.5745;3.6919;8.7656;7.8678
1;5.5863;5.3614;3.8117;2.5561;5.7148;7.278;5.2964;3.2761;7.4036;4.3206;3.8439;8.4273;8.4477
1;5.5729;5.2645;3.3943;2.3332;5.7735;7.2431;5.8915;3.4003;7.1141;3.9922;3.5511;8.1507;7.7209
1;5.2319;5.4599;3.5632;2.628;5.8341;7.2281;5.9447;3.5132;6.992;3.5987;3.7261;7.9363;8.3653
1;5.5197;5.5099;3.5359;2.2294;5.7943;7.2114;6.0011;3.3269;6.5133;3.2926;4.2831;7.6652;8.0661
1;5.572;5.2643;3.7301;2.2747;5.8083;7.37;6.2189;3.4115;6.6427;3.6205;5.5808;7.0292;7.9752
1;5.4992;5.245;3.2758;1.9936;5.6225;7.2416;6.7183;3.5079;6.5359;3.5353;5.7967;7.7676;6.7247
1;5.8191;5.6183;3.2748;2.3119;5.2124;7.2344;6.7158;3.2876;6.2649;3.6932;4.4873;8.6592;6.9838
1;5.88;5.4793;3.1595;2.1783;5.0827;7.7427;5.9586;3.5851;6.4479;3.7676;4.0414;8.7874;6.0863
1;5.6614;5.1541;3.313;2.15;4.6707;8.222;6.3583;3.6058;6.3013;3.4171;3.8418;8.6264;6.7154
1;5.4225;5.0345;3.6947;2.0161;5.1372;8.2156;6.6646;3.6;6.0492;3.5659;4.2338;7.5849;6.8001
1;5.7336;5.2591;3.4944;2.2507;5.0746;7.8081;5.9787;3.5701;6.5122;3.4403;3.9105;7.7241;7.2315
1;5.2545;5.2321;3.4688;1.9647;5.2588;8.2559;6.7031;3.7415;6.6484;3.7532;4.514;7.3107;7.1214
1;5.6961;5.0263;3.5795;2.0738;5.1016;8.5043;6.2495;4.1209;6.7597;3.5057;4.6377;7.0221;6.8631
1;5.0373;5.2035;3.5194;1.9448;4.8197;8.5385;6.2259;3.7459;6.4851;3.6527;4.6866;7.3243;6.4595
1;4.9885;5.3151;3.5703;2.1904;5.0262;8.3894;6.1572;3.4985;6.0747;3.7257;4.7913;6.7286;5.79
1;5.4409;5.3215;3.2887;2.1537;5.2088;8.4247;5.83;3.7423;5.9109;3.8195;5.1883;6.5178;5.4706
1;5.3258;5.9803;3.2061;2.3471;5.101;8.2962;5.3562;3.877;5.7149;3.814;4.9484;6.2854;5.0163
1;5.2265;6.4583;2.9646;2.6602;4.6104;8.5981;4.7853;3.61;5.7034;3.712;5.2778;6.1286;4.9362
1;5.1685;6.1897;2.8874;2.6506;4.4482;8.9849;5.0679;3.8295;5.7422;3.9599;5.195;6.1694;5.3654
1;5.5053;5.8161;3.0404;2.8896;4.5362;8.576;4.9693;3.9028;5.7721;3.8918;4.679;5.817;5.2426
1;5.2935;6.1635;2.6707;4.0791;4.0935;8.8544;5.2716;3.6116;5.7566;3.819;5.3968;5.8052;5.6699
1;5.3277;5.3527;2.5091;4.4828;4.0407;8.7253;5.2194;3.2512;6.0526;3.3666;4.754;5.742;5.9572
1;5.2106;5.2081;2.2336;5.6055;3.9076;9.22;4.7022;3.9291;6.2617;3.5902;4.2484;5.9286;6.1973
1;4.749;5.4017;2.1712;5.9288;3.4144;9.1542;4.8473;3.7175;6.2739;3.3024;4.0094;5.7014;6.1636
1;5.2587;5.8334;2.0688;5.4894;3.3106;9.2763;4.6084;3.6339;6.3596;3.2097;3.3701;5.3667;6.5759
1;5.5543;5.2572;2.2745;6.2152;3.0071;9.4045;4.208;3.4911;6.3953;3.5132;3.3861;5.5361;6.7643
1;5.6718;5.6833;2.3576;7.4172;2.6794;8.8741;4.0179;3.5261;6.6201;3.7649;3.2209;5.4491;6.4001
1;5.8902;5.3662;2.192;9.02;2.9821;8.9458;3.8255;3.9585;6.105;3.5116;3.1771;5.3123;6.0583
1;5.7427;5.2426;2.0375;10.1345;3.1271;9.277;5.3091;4.4061;6.0601;3.5026;3.2867;5.6653;6.4513
1;5.479;5.5888;1.9204;10.8664;3.7068;9.1125;6.7942;4.3918;5.7376;3.6573;3.568;5.9405;6.7734
1;5.9392;5.0555;1.9101;11.7549;3.9626;9.09;7.3847;4.1755;5.8057;3.2783;3.7716;5.6217;7.1747
1;5.286;5.0487;1.4588;11.4634;3.9908;8.7994;8.1479;4.4493;5.9841;3.0298;3.9701;5.6772;6.936
1;5.2543;5.3438;1.4342;10.796;4.4321;8.733;9.4484;4.2202;5.9601;2.925;4.0295;5.8102;7.1509
1;5.4572;5.0528;1.8116;11.0413;4.5079;9.4704;9.4655;4.2206;6.2272;2.914;4.6043;6.1898;6.7999
1;5.7821;5.6427;1.6043;10.611;4.3986;8.9874;9.9659;4.453;5.8888;2.8458;4.7543;6.623;6.533
1;6.1351;6.4612;1.5604;10.8246;4.0356;8.7077;9.0517;4.4285;6.0121;3.0899;5.3225;6.722;6.3749
1;5.5932;8.0068;1.6198;9.9141;3.9901;8.7391;9.0955;4.7577;5.6579;3.0938;5.6863;6.6857;5.818
1;5.5227;8.5715;1.8128;9.9444;3.5178;8.6583;9.0199;4.5192;5.4893;2.9306;4.988;6.6115;6.1321
1;5.2724;8.6819;1.6316;9.8972;3.1129;8.5897;8.7958;4.3905;5.9043;2.5917;4.8222;6.574;5.8198
1;5.2123;9.832;1.4518;9.7024;3.0373;8.8155;7.9012;4.0678;5.6704;2.4573;4.8252;6.4298;5.363
1;5.7225;9.7759;1.4256;8.7228;3.1174;8.4661;7.867;4.0311;5.5047;2.3238;4.6453;6.4631;5.2641
1;5.457;9.4026;1.2642;8.1622;3.0316;9.0189;7.3036;3.4806;6.0057;2.0096;4.5227;6.2434;4.9396
1;5.2296;9.7541;1.1625;7.429;2.8165;8.9085;7.2802;3.5674;6.0354;1.9633;4.3412;6.3496;4.8761
1;5.3889;9.7777;1.3664;6.7003;2.5112;8.2481;6.0032;3.3359;5.7572;1.8408;4.6227;6.4717;4.4681
1;5.3029;8.7234;1.4779;6.6049;2.5537;8.0658;4.8236;3.0513;5.7191;1.9195;4.5127;6.0265;4.7793
1;5.0599;9.1924;1.6027;6.0663;2.6343;8.0654;4.8054;3.1144;5.6268;1.7625;5.1093;5.9793;4.4924
1;5.3711;9.3983;1.3062;4.9624;2.5278;8.0935;4.5748;3.1717;5.0915;1.672;5.2108;6.2402;4.9507
1;5.3328;9.8027;1.5967;4.2682;2.3727;7.8551;4.8341;3.0689;4.8519;1.761;4.6241;6.2844;4.6852
1;4.889;10.1111;1.3983;3.7227;2.1734;7.6521;4.8051;3.1225;5.0875;1.7225;4.4855;6.3374;4.8356
1;5.1441;9.7898;1.6286;3.5438;2.2312;7.454;4.5983;3.2838;4.6359;1.8893;3.6341;5.6812;4.3816
1;4.7232;9.7564;1.6603;3.0561;2.2499;7.3799;4.2451;2.9216;5.0655;2.0114;3.5503;5.7144;4.1402
1;4.994;9.4604;1.4007;2.9442;2.1355;7.1902;4.3386;2.9621;5.0764;2.0601;3.0063;5.2861;4.4881
1;5.1534;9.8359;1.1425;3.1037;2.018;7.3349;4.654;2.912;5.073;1.9541;3.1872;5.1776;4.3215
1;5.1466;9.3033;1.2915;2.6537;2.2623;7.1102;5.495;3.123;5.0242;1.9036;3.5343;5.2812;4.2372
1;5.0064;8.9439;1.4164;2.6145;2.0888;7.167;7.1809;3.0338;5.034;1.9374;3.9275;5.4017;4.262
1;5.0113;10.4563;1.4428;2.5192;2.2986;7.6525;8.1051;3.0003;5.3987;1.825;4.7889;5.4936;4.2996
1;5.527;9.8702;1.444;2.3082;2.4185;7.3123;7.5641;2.9059;5.2492;2.3333;5.6245;4.998;4.3438
1;5.8567;9.2107;1.322;2.2947;2.2163;7.477;7.1827;2.7934;5.1394;2.07;5.512;4.468;4.4227
1;6.0699;9.6868;1.4993;2.0195;2.3216;7.1649;6.4765;2.6552;5.2751;2.1943;6.0646;4.5694;4.413
1;6.3048;8.926;1.5377;2.0192;2.1396;7.605;7.8206;2.7208;5.3374;2.4069;6.1737;4.8093;4.5196
1;6.5044;7.8607;1.5613;2.0619;2.4499;7.4988;9.0012;2.8773;5.2526;2.2495;7.2214;4.8713;4.4337
1;6.4505;7.5894;1.4602;2.0987;2.3979;7.4286;9.2428;2.5002;4.7707;2.2738;8.6356;5.0176;4.0328
1;6.2123;7.7037;1.5895;1.9626;2.9023;7.6047;8.6442;2.8103;4.6462;2.4388;9.0641;5.1946;3.9008
1;5.8188;7.6403;1.3737;1.8946;3.7785;7.8154;9.3548;2.556;4.6989;2.5055;8.5283;4.9858;3.9968
1;6.6143;7.2116;1.5448;2.0107;3.5464;7.485;10.1176;2.6661;4.7751;2.7903;7.7171;5.3367;3.9485
1;6.6433;6.6726;1.4984;2.0799;4.0002;7.4586;10.3411;2.623;4.597;3.5025;6.2835;5.5605;3.9848
1;6.2793;6.3415;1.4623;2.0675;4.2784;7.3113;9.3869;2.9903;4.3193;4.3493;5.7657;5.5308;3.9413
1;6.2853;5.998;1.5298;1.9841;4.3574;7.7742;10.4754;2.7292;4.2957;4.461;4.9767;5.216;3.4412
1;5.7692;6.0595;1.3599;2.1279;4.3206;7.5175;11.3778;2.4705;4.4463;4.7257;4.8176;5.093;3.8729
1;6.3265;6.1091;1.3138;1.9901;4.4682;7.6043;12.5141;2.9318;4.7142;4.6064;4.849;4.8533;3.8535
1;6.8546;6.2067;1.2381;1.8653;4.5959;8.1263;13.2901;2.8712;4.3299;5.0487;4.4176;4.6191;3.8461
1;6.42;5.6965;1.3469;1.7722;4.7015;8.0684;13.7909;3.0716;4.4323;5.2044;4.0517;4.4608;3.9087
1;6.5816;5.7459;1.3422;1.7411;4.3421;8.2008;13.2644;3.555;4.4775;5.4047;3.6365;4.076;3.9217
1;6.1985;5.6902;1.4254;1.8981;3.8863;8.1086;13.3744;3.3648;4.2567;5.4827;3.5914;3.7143;4.0173
1;6.4727;5.8859;1.9206;1.7639;3.7927;8.0428;13.237;3.5116;4.041;5.279;3.8119;3.6368;4.2105
1;6.5752;5.7522;2;1.6751;3.8751;8.0447;13.385;4.0769;4.2344;5.3211;3.5252;3.8452;4.3122
1;5.7296;5.8451;2.1451;2.0426;3.7997;8.494;13.9007;4.0132;4.3022;5.2656;3.0996;3.7761;4.2888
0;5.5962;5.2801;2.6107;1.9499;3.7793;7.984;13.3838;4.0479;4.1558;4.9077;2.4991;3.6688;4.1527
0;6.376;5.5975;2.4522;2.0219;3.9488;8.2073;13.3331;4.1307;4.0532;5.1074;2.3794;3.5252;4.1893
0;5.9108;5.5654;2.9533;1.929;3.8253;7.9;12.6499;3.9219;4.2208;5.0343;2.3939;3.4295;3.9564
0;6.0911;4.7087;3.0576;1.9672;3.6904;7.4217;11.4958;3.6873;4.0656;4.6605;2.3188;3.4954;4.3611
0;5.9984;4.5574;3.0463;1.7343;3.3837;7.6957;11.1052;3.6157;3.8116;5.0823;1.9812;3.3692;3.973
0;5.4672;4.9667;3.2757;1.706;3.3524;7.7036;10.9409;3.4913;3.9711;4.9539;2.1657;3.3625;4.1673
0;5.9293;4.9603;2.935;1.6546;3.1568;7.6566;9.8273;3.711;4.149;4.7778;1.9195;3.0301;3.6144
0;5.7457;5.0575;3.2965;1.7694;2.8952;7.742;9.6133;3.6588;4.0939;4.5654;1.7416;3.0841;3.9673
0;5.7741;5.0096;3.3929;1.7228;2.9872;7.8461;8.538;3.7171;4.1942;4.5853;1.7018;3.1495;3.8163
0;5.5849;4.9812;3.6441;1.683;3.1339;7.8051;7.7177;3.4294;4.2037;4.2898;1.5495;3.114;4.2301
0;5.5509;4.9136;3.8704;1.9475;3.3135;7.7494;7.3306;3.2119;4.4761;4.7631;1.8527;3.2443;4.3259
0;5.6049;5.0299;4.0147;1.7189;3.4442;7.6596;6.8475;3.2353;4.5305;4.855;1.8601;3.4131;4.113
0;5.7442;4.7538;4.1625;1.6585;3.9438;7.4318;6.2223;3.6991;5.0644;4.8244;1.681;3.8353;4.3137
0;5.8718;4.5813;4.3653;1.6946;4.0111;7.2092;5.6774;3.983;4.9535;4.7213;1.5909;4.2722;4.1535
0;5.4777;4.2846;4.3196;1.7783;4.0395;7.096;5.4811;3.7825;5.2545;4.6907;1.5315;4.3399;4.234
0;5.4751;4.479;4.4465;1.9909;4.1105;7.1151;5.3386;3.7134;5.2366;4.8;1.5002;4.6674;4.097
0;5.7576;4.4337;4.312;1.8999;4.3615;7.2958;5.3857;3.5919;4.9061;4.8854;1.4414;4.91;4.1986
0;5.7543;4.8356;4.1875;2.1255;4.4409;7.1045;5.0411;3.332;5.1858;4.5224;1.4762;5.551;4.6352
0;6.0739;4.3976;3.9888;2.1928;4.5745;7.3399;5.6164;3.7977;4.8964;4.5199;1.262;5.6927;4.1153
0;6.3231;4.5513;4.295;2.4011;4.708;7.4666;5.3501;3.886;5.0514;4.1859;1.8594;5.5243;4.4929
0;5.9217;4.4333;4.1032;2.314;4.5433;7.209;4.9115;3.9486;4.6652;4.0162;1.6741;5.6992;4.2406
0;6.1441;4.5104;3.8257;2.4501;4.1575;7.0201;5.0546;4.2941;4.8369;3.9889;1.6492;5.5448;4.284
0;6.2238;4.3471;3.5698;2.7833;3.7793;7.3442;4.5799;4.5991;4.6135;3.9326;1.6454;6.0636;4.3169
0;6.0216;4.3192;3.2355;2.974;3.6479;7.3474;4.4563;5.0816;4.8663;3.9406;1.7486;5.896;3.9966
0;5.8907;4.7586;3.6485;3.3504;3.579;7.2645;4.5401;4.6194;4.8672;3.5528;1.5242;6.3017;4.0741
0;5.7026;4.4641;3.3674;3.4716;3.8362;7.2401;4.4385;4.2665;4.947;3.401;1.6115;6.4618;4.3199
0;5.5978;5.3008;3.0542;3.5361;3.7417;6.9745;4.3581;4.453;4.8871;3.0938;1.751;6.3213;3.7112
0;5.321;5.2314;3.0685;3.8317;4.2313;7.517;4.0609;4.6699;4.5919;2.9136;1.5893;6.3151;3.636
0;5.6114;5.5842;2.9733;3.9747;4.0707;7.4369;3.5783;4.1785;5.034;2.6576;1.7878;6.3929;3.7667
0;5.8564;6.4929;3.0026;4.1794;4.2513;7.4028;3.7937;3.8539;4.9301;2.8195;1.5882;6.929;4.0652
0;5.8178;8.0375;3.0243;5.069;4.3235;7.2086;3.8998;3.6323;4.9936;2.4305;1.6219;6.9277;3.9398
0;5.6394;8.7301;3.001;5.7747;4.4286;7.3205;3.9242;3.5557;5.1639;2.4809;1.7773;7.6001;3.901
0;5.823;9.8999;3.0275;6.727;4.3967;7.6923;3.9163;3.3726;4.9831;2.2446;1.5763;7.263;3.9318
0;5.7344;10.5947;3.1418;7.0102;4.7451;7.7841;4.3154;3.2851;4.7893;2.0688;1.9954;7.2266;4.1649
0;5.7317;10.5479;3.1412;6.8112;4.6826;7.99;3.939;3.0851;4.7025;2.2233;1.8443;7.4195;4.4138
0;6.0758;9.1218;3.1241;6.0836;4.6737;8.0779;4.1222;3.2523;4.6553;2.0727;1.8886;7.086;4.6831
0;5.6672;8.6947;2.8238;5.0842;4.9174;8.2424;3.9875;3.2343;4.7625;1.8776;2.7034;7.0366;4.4481
0;5.721;8.3437;2.9222;4.6564;4.6896;7.868;4.2309;2.6537;4.8253;1.9715;2.8162;6.8815;4.4796
0;5.4306;8.5376;3.0934;4.0666;3.9611;7.6223;3.9707;2.8256;6.0339;1.9727;4.0159;7.1011;4.4328
0;5.4975;8.9079;2.7114;3.8928;3.9438;7.8209;4.033;2.7838;5.9696;1.9719;3.9758;7.0571;4.4855
0;5.2536;9.2129;2.7162;3.645;3.6002;7.6267;4.6921;2.8458;6.3654;1.9977;4.3725;6.804;4.4735
