odour stim;12/11/2020 Female3;12/11/2020 Female4;12/11/2020 Female9;13/11/2020 Male3;13/11/2020 Female4;13/11/2020 Male7;13/11/2020 Female8;13/11/2020 Male9;13/11/2020 Male10;09/12/2020 Female13;11/12/2020 Female1;14/12/2020 Male1;08/02/2021 Female1;09/02/2021 Female6
;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V
1;14.0856;17.6552;7.6571;9.4491;19.4296;9.2978;8.5588;6.9491;10.758;12.1326;13.1342;8.7785;6.5957;8.9499
1;14.3288;17.6819;7.197;8.5518;17.0626;8.3452;9.0429;6.7414;9.6456;13.1477;12.4684;8.0601;6.5395;10.428
1;13.153;18.3886;6.9107;8.0699;15.0746;8.1926;8.2518;6.0533;11.4879;12.4506;12.5117;8.2082;6.4115;11.883
1;13.8801;16.1;7.6225;8.8649;13.1966;8.4076;7.2319;6.8368;13.0442;11.1371;11.5411;7.8171;6.4043;11.5609
1;15.8297;18.1321;7.1892;7.1807;11.6101;9.124;6.6391;6.6345;12.1185;10.1777;11.6767;7.4539;6.9704;12.8217
1;16.61;17.7768;6.4425;8.1915;11.8652;9.6506;7.0922;7.446;11.8537;11.48;11.6395;7.7422;6.7125;11.144
1;19.375;18.0568;6.0961;7.5491;10.5878;10.0136;6.5486;6.8182;11.5562;10.8176;13.8497;8.3599;6.4269;12.588
1;16.2953;17.3198;6.092;6.8422;9.7746;9.3554;7.5551;6.2774;11.9886;12.3243;12.7985;7.7022;7.4487;13.6912
1;17.621;17.1857;5.6238;7.4652;8.6333;8.7335;7.4842;6.4599;11.1733;11.7848;13.0665;7.9825;6.9132;12.543
1;15.9875;17.3278;5.3808;7.2828;8.0511;7.9942;7.7689;7.3904;11.0881;12.5413;13.9792;7.6542;6.4783;11.0483
1;16.2682;17.298;6.3903;6.2432;8.7759;7.643;8.229;7.5627;10.7786;11.9004;13.6941;8.2122;6.1993;10.7239
1;16.4267;15.5375;6.3541;7.2588;9.2156;7.2456;8.8123;7.7375;10.5089;12.7839;12.4244;9.1305;6.1323;11.2861
1;14.7447;15.5284;5.7411;6.9842;8.2582;8.5234;9.4408;8.2511;12.1473;11.3286;12.251;8.7354;5.9792;12.6592
1;17.6469;16.2416;5.4198;8.3245;8.0286;7.9414;11.3743;8.2799;11.568;10.9956;11.748;8.5731;6.3981;13.0982
1;17.6246;18.3318;5.2251;7.4343;7.3426;7.7326;10.5285;7.8012;12.235;12.0486;11.4924;8.3077;6.6141;11.1099
1;15.111;18.4487;4.9621;6.4024;6.8768;7.9213;10.6221;8.1565;13.1901;12.7051;11.1192;8.0548;6.141;11.3513
1;16.0705;18.5462;5.0137;7.0556;6.6087;8.3022;10.1966;7.8031;13.056;13.7831;11.1101;7.7054;5.8542;12.3583
1;15.1096;18.0134;6.2099;7.5293;7.4104;7.383;11.6364;7.4369;11.6228;12.0876;10.6836;8.4692;5.5575;11.3215
1;13.9879;18.5315;6.3816;7.1758;7.0821;7.0029;12.5508;7.168;12.5694;13.5284;10.8688;8.6742;5.6349;11.6135
1;15.4827;17.1016;5.9885;7.5258;6.4208;6.7958;11.4202;8.1469;11.5394;13.4294;10.3395;9.6767;5.2651;13.0852
1;12.5784;18.9741;5.2677;7.1007;6.2497;8.1518;12.4474;7.8053;11.0409;14.4341;10.4428;9.124;5.4036;13.9131
1;15.2478;19.7668;5.1315;6.876;5.8679;8.6157;12.6033;8.1629;10.7647;15.4945;10.2213;8.6573;5.2674;12.7816
1;15.5022;17.8617;4.9087;6.5196;5.6674;8.4254;13.8712;8.0193;10.6952;13.9224;10.6894;8.2249;4.7751;13.2631
1;15.7811;17.9895;4.6412;5.9634;6.639;8.2094;12.7288;8.0697;10.8583;14.3475;10.5831;8.2846;5.1098;12.0207
1;16.8001;18.1264;4.5759;6.2329;7.0109;8.0086;13.2892;8.6666;11.8878;12.6095;10.5401;8.9041;5.4867;13.5541
1;14.8658;16.4755;4.533;5.7146;7.162;9.76;14.1729;8.5759;11.6578;13.597;10.4181;8.8514;5.5146;10.9616
1;16.5132;18.1706;4.464;6.7784;6.6922;9.4716;13.6526;7.6386;11.4683;15.8499;10.6155;8.7608;5.3958;13.405
1;15.853;20.317;4.3822;7.4947;6.0942;10.3651;12.5632;7.7412;12.9582;14.4553;10.2695;8.9981;6.1465;12.9833
1;14.0331;21.5891;4.2694;6.9586;5.9553;9.8875;13.355;8.5888;12.2878;15.5605;11.1095;8.6346;6.458;13.7301
1;17.0776;21.8359;4.2009;7.1907;7.4931;8.7871;14.4796;7.7832;12.8155;16.6506;11.2127;8.7908;6.2748;12.3194
1;16.7583;22.9748;4.1475;7.5285;7.6331;8.2507;13.3391;8.8789;11.9011;15.3922;10.9937;7.9228;6.1043;13.1971
1;17.024;20.5772;4.851;8.384;6.8421;7.6418;12.8934;8.5044;10.5342;14.4001;11.2144;7.8596;5.612;11.7858
1;17.1739;20.0749;4.9577;8.8754;6.8244;7.3464;11.5824;8.8222;10.8718;14.2814;10.7555;8.1725;5.5049;12.0798
1;15.9081;20.0126;4.7744;7.6684;7.7192;7.614;12.5651;9.3544;10.4191;15.839;11.9405;7.884;5.1296;13.8766
1;17.8814;22.1835;4.526;7.5055;7.2549;8.4523;12.8229;9.1924;9.919;14.2248;12.8488;7.7429;5.1671;14.4703
1;17.6068;19.9814;4.3529;7.3993;7.7417;7.7148;15.1938;9.0299;9.0728;13.4761;12.1534;8.3193;6.1457;15.9136
1;16.6145;17.4901;4.3134;6.7629;7.2442;8.1573;15.3464;8.7826;9.0535;15.8445;11.3317;8.2913;6.7802;16.3773
1;18.7834;18.9762;4.3386;6.7793;6.7234;9.9679;13.2506;8.8223;9.376;15.9423;10.9965;8.0782;7.2719;14.9656
1;19.4601;19.4004;4.6101;7.3225;7.5157;10.2102;11.5229;9.6039;9.1799;14.9981;10.8071;8.4768;6.7178;13.8194
1;17.2499;17.6413;5.1691;6.9772;6.793;11.3435;9.9379;8.6965;8.2265;15.1556;10.6204;9.5268;6.621;14.1374
1;17.4156;19.597;5.4522;8.0702;6.4265;10.3508;12.4479;9.4316;8.3624;14.5302;10.2663;9.6574;7.0649;14.5478
1;17.6411;19.5427;5.753;8.2685;6.0493;10.9345;12.793;8.5942;8.725;16.5385;10.6652;8.9024;7.6433;14.0336
1;17.9689;18.3554;5.3731;7.6279;5.4507;10.5511;11.9354;8.2521;7.9193;15.5943;10.4228;8.6507;7.2037;14.0471
1;17.9345;19.8674;4.983;7.0348;5.3662;10.7414;13.2448;8.1079;7.8887;14.4185;10.2882;8.1694;6.8514;17.8924
1;18.5082;18.1359;5.6464;8.8388;5.2256;11.748;12.5806;8.0177;7.6743;14.8773;10.2544;8.2384;6.3637;15.927
1;19.5011;18.6216;5.8491;9.4388;6.0219;12.3559;12.7502;8.6666;7.268;16.6152;10.1609;7.8567;6.9475;14.5746
1;16.424;18.4239;5.2744;10.6672;7.3732;12.8818;14.2808;8.7082;8.2311;14.8222;10.9065;7.3704;6.8657;12.9742
1;16.9464;16.2349;5.1873;10.1263;6.9996;11.5363;14.4574;8.5438;8.6706;13.2808;12.1213;7.9291;8.1476;14.8116
1;15.8811;16.8081;5.5234;8.7994;6.5832;11.0868;16.8145;8.0695;8.4637;14.1326;14.2679;9.5301;7.6755;15.8783
1;14.1697;18.6102;5.4303;7.97;7.1815;12.6171;15.5668;8.638;7.4597;12.0012;14.4627;9.6824;6.9668;15.9259
1;15.5258;18.869;5.4354;8.83;6.3935;11.6058;14.6136;7.9144;8.1263;13.5086;13.5852;9.1135;6.6001;14.8334
1;14.806;16.892;5.8146;8.3362;6.0992;10.6323;12.87;7.0274;7.9928;15.4368;14.4264;9.4149;6.2384;17.2792
1;16.0267;15.1804;5.709;8.647;6.7216;11.3655;12.8926;7.3736;7.5491;14.963;13.1713;9.7415;5.9815;15.2195
1;14.2726;17.0154;5.2331;7.828;6.2763;10.7787;14.4094;7.3635;6.9695;15.5347;12.3851;9.1909;5.6673;13.4981
1;14.782;19.566;5.1145;7.2331;5.9461;12.0629;13.9221;8.5348;6.5934;12.8021;13.4523;8.8391;5.4365;13.674
1;12.6667;17.7284;4.6134;7.722;5.4536;11.3228;14.1489;8.6603;6.1463;11.9279;13.1843;8.3573;5.396;13.1342
1;12.5431;16.3206;4.4358;6.8017;7.0071;10.1902;15.1472;8.5283;7.2246;12.7134;12.6786;9.517;5.2543;13.2089
1;13.0802;15.5709;4.5963;6.3783;7.5788;11.4154;15.7514;7.5913;7.4396;14.3373;12.9548;10.8943;5.1222;11.8737
1;12.6859;17.6923;4.3353;8.1938;6.9439;12.5274;14.3538;7.7487;8.1293;13.518;15.1095;10.2817;4.7919;11.259
1;15.249;15.6662;4.1188;6.8047;6.7475;12.0248;15.3526;8.6249;7.3308;13.3284;14.6829;11.16;4.8482;12.1595
1;14.2992;13.682;5.0096;8.2215;6.4391;10.7544;16.2024;8.4634;6.9057;14.1902;16.5929;10.7984;4.9699;13.3078
1;14.2025;13.0012;4.8304;7.9156;6.5806;9.8466;14.0692;7.6726;6.5042;13.1779;16.6107;9.6725;5.5175;11.301
1;13.8439;12.0268;4.5023;8.8751;6.7727;10.1343;12.5327;6.7468;7.3551;13.8376;16.1011;9.6215;5.2279;10.0082
1;14.5438;12.4157;4.6534;7.7073;7.364;10.7243;13.1126;7.6971;7.7721;13.0149;14.9872;8.9081;5.3328;9.506
1;16.3909;12.7331;4.5265;6.9774;6.9503;12.2731;12.5931;7.0097;7.6125;12.2633;13.9218;7.9366;5.1917;10.3989
1;15.2372;13.7855;4.5167;6.2019;7.6966;11.8397;13.7625;7.311;7.0517;11.2337;12.834;8.2133;5.7474;11.9589
1;13.9082;13.0787;5.8454;7.2988;7.9982;10.223;16.2718;7.3618;8.246;13.1471;12.3173;7.7888;5.4459;11.4477
1;15.8511;11.6651;5.5499;7.374;8.3241;10.587;14.7528;7.6111;8.4822;12.1328;12.118;7.3547;5.2282;10.2223
1;14.8338;11.0899;5.169;6.8267;7.9021;10.4762;14.2498;8.1273;7.9428;12.7853;11.9678;8.4984;5.3586;9.3136
1;16.0312;12.0807;6.0868;6.3892;6.9482;12.8318;12.816;8.5243;8.0274;11.7075;11.7568;8.4137;5.7154;9.7249
1;14.1203;11.5813;6.6687;6.9654;6.5776;12.7138;13.6329;8.6706;7.6908;11.1108;11.3264;7.6626;5.7423;10.1305
1;13.6236;10.9347;6.1419;6.6825;5.8282;12.4754;13.9354;8.0846;7.9031;12.3314;12.8075;7.4233;5.4799;12.1566
1;15.5288;10.2498;6.7525;6.2756;5.9709;15.1699;13.6654;7.3376;8.213;11.8277;12.1289;7.0262;5.4756;11.3383
1;14.7392;9.773;7.109;7.0909;5.8216;15.9595;14.8181;6.4445;7.9986;10.7521;11.8366;7.2126;4.8326;10.1836
1;14.9959;10.7737;6.717;7.3771;8.3471;15.3069;14.6574;6.0533;8.553;10.4382;11.6354;6.932;5.0119;11.8001
1;13.4136;10.36;7.069;7.4232;9.04;16.4984;13.9656;5.3609;7.9521;11.3534;11.7177;7.5694;4.9413;10.6251
1;14.3702;9.7807;6.6443;7.0819;8.4852;14.6115;15.4669;6.5667;9.0119;10.8816;11.51;7.7454;4.6841;9.9766
1;12.4234;9.3517;6.4629;6.552;9.2244;12.9316;14.2919;6.1946;10.1994;9.9887;11.6298;7.3014;4.5429;9.2627
1;15.4805;9.0302;6.558;7.3066;8.9796;13.6661;14.2446;6.3345;9.9219;9.4589;13.4432;7.0555;4.5973;10.0891
1;14.4759;10.3271;6.523;6.7932;7.8183;15.6747;14.7355;6.8716;9.3495;9.4301;16.6215;7.1568;4.534;9.5902
1;13.7813;10.4191;7.2683;7.3778;9.2056;14.2582;14.6209;6.7912;9.5816;13.4026;20.4148;7.119;5.1878;9.9403
1;13.0474;10.8727;6.9385;7.4127;8.2731;13.4221;14.4075;6.6644;8.9385;13.7956;24.2241;7.082;6.1615;10.468
1;11.8827;11.683;7.5128;7.5369;9.1398;11.9176;13.2346;7.0522;8.3832;12.9421;27.3591;7.2903;6.7371;10.916
1;15.2676;12.921;6.4653;7.9093;10.2723;14.4648;13.8034;6.5686;8.5579;13.8687;27.6202;8.6174;6.9559;10.8087
1;15.8793;11.7123;6.5112;8.4106;12.0915;12.6982;13.6456;5.891;8.0843;14.9447;26.4547;9.5738;6.949;9.8371
1;14.9448;12.7904;6.2332;9.3365;13.7412;13.2902;14.4082;5.7022;8.3968;16.0418;26.9931;8.9588;8.1028;8.875
1;14.4906;11.5614;5.5279;8.3878;13.5816;14.2808;15.24;6.1838;7.6807;15.1991;24.8465;8.7768;7.4042;8.0037
1;12.4038;10.6707;6.188;7.8496;16.7375;15.4914;15.4522;6.3334;7.309;15.8717;23.1069;9.3557;6.6788;7.671
1;12.9859;12.0889;6.1946;8.6884;15.6381;14.8708;13.9436;6.0957;7.4502;13.97;24.2078;9.3274;6.2614;7.1555
1;13.6261;11.8952;5.7706;8.7215;16.6415;14.8732;15.1236;5.734;8.4877;11.4049;25.6534;9.0587;6.7814;7.7088
1;15.4167;10.8596;5.7455;9.5786;16.2793;16.058;16.2605;5.5688;8.2433;12.1095;28.9746;8.6078;7.2976;8.1128
1;14.8643;11.4084;6.0871;9.2208;16.4371;16.1601;17.2728;6.6021;8.1432;13.5892;31.0501;8.3066;7.0984;7.1744
1;14.5675;12.6394;6.1184;9.3291;18.2212;15.6154;16.4809;6.0294;8.2457;14.2816;30.9365;8.3589;7.4795;7.351
1;14.4081;15.044;5.7714;10.0846;17.0659;15.9779;13.8218;6.5252;8.2215;14.5272;28.143;8.1433;8.4244;8.1592
1;11.7568;13.0454;5.5294;9.7628;18.4648;16.2181;13.3715;5.9419;8.8192;14.3015;28.8669;7.9452;8.6226;9.1085
1;12.6986;12.1309;6.8593;8.8075;19.1464;16.3918;14.2806;5.3324;9.0719;12.3564;28.3275;8.0969;8.2162;8.9462
1;11.8806;10.6726;7.6984;9.7001;17.3605;14.2137;15.6086;5.0515;8.2868;12.0069;30.3269;7.9202;8.8617;9.3843
1;15.3002;10.0319;7.4008;10.0801;17.4412;13.8556;14.2799;5.2135;8.1884;11.1013;31.4932;9.0817;9.6473;10.5776
1;13.701;9.219;7.7453;8.712;18.6127;13.6049;12.6839;5.0325;7.9979;11.5014;30.5263;9.395;10.0632;10.3778
1;11.163;10.5345;8.2868;8.6451;20.1379;12.934;13.6675;5.0331;7.7307;11.2035;33.0472;9.3241;9.2095;11.071
1;13.9526;12.6452;7.6308;10.0022;17.8025;14.7981;13.4154;5.3136;8.065;11.248;31.9689;8.8995;8.6036;11.1869
1;15.8492;12.4661;6.9888;11.4595;17.39;13.165;12.3801;6.4053;7.5089;13.2587;31.8956;8.0457;8.0342;11.8719
1;16.7751;13.9971;8.6623;11.8532;18.1259;14.636;12.0872;6.1481;7.0176;13.834;28.9482;8.0741;7.3019;11.1405
1;17.8165;13.3974;8.1755;11.8376;18.8028;15.7659;12.0824;6.3288;6.6767;13.0094;27.4561;7.7703;7.1026;12.6657
1;15.7256;13.6235;8.577;11.4822;19.8417;14.3344;12.6411;6.0131;6.3642;11.7655;25.2714;7.4898;6.6042;14.3105
1;17.0109;14.6478;8.8864;9.86;17.6961;13.8529;13.826;5.4022;6.9306;12.8734;24.9028;8.5669;6.1834;13.4169
1;16.7234;14.8059;8.5617;9.4184;16.8982;14.1962;13.4925;5.2334;6.7088;13.7216;24.5194;8.5095;5.5687;12.1376
1;17.9009;16.3312;7.8096;9.6469;16.3712;15.1488;12.422;5.5514;8.0922;12.8911;22.5484;7.9942;5.3341;12.6151
1;16.5109;14.959;7.3185;8.653;17.0266;13.4224;13.001;6.6826;7.8232;13.7036;24.6706;7.6962;5.3114;12.2006
1;16.1221;13.3673;7.8565;8.8392;17.7279;14.0421;12.9974;6.8266;8.2168;13.2535;25.367;7.7017;5.0705;12.8327
1;16.4718;13.0201;7.4617;11.0457;18.6827;13.125;12.4101;6.3009;7.8708;14.248;25.2466;7.4591;5.0035;14.1119
1;16.5933;13.6517;9.3515;9.9627;18.5948;14.2984;11.745;6.3161;7.0866;12.8754;26.405;7.3622;4.8533;13.47
1;18.003;15.4738;9.7447;9.1901;18.6703;14.3146;10.4262;7.3132;7.6414;13.731;27.7857;7.4485;4.8051;12.9935
1;16.1932;16.2379;10.4636;9.4664;20.3572;12.9633;10.3437;6.846;8.3983;13.2411;26.5586;7.1139;4.7398;12.4879
1;15.5503;16.0048;9.4136;9.5487;18.5212;13.1517;11.693;7.2032;7.6282;14.3484;25.8881;7.1012;4.6419;11.8508
1;17.2682;15.9234;8.5967;10.0014;17.3083;12.6913;13.6099;7.709;7.4946;15.1808;23.5451;7.0839;4.6028;12.7805
1;15.3607;14.3718;8.1113;10.1679;19.6849;13.5448;12.4326;7.5888;7.7642;13.3522;19.9137;6.8246;5.5079;11.1535
1;14.4998;13.0445;9.7754;10.2892;18.2493;13.0962;13.3591;7.2196;7.1241;13.7012;18.6364;6.8907;5.4801;10.679
1;16.15;14.5742;9.4418;9.7729;20.3711;12.4973;15.0965;7.0468;6.5763;13.8711;16.4927;6.8947;5.4503;11.0712
1;17.3073;15.791;9.0005;8.2953;20.3399;15.1379;13.7457;7.1784;7.9648;15.0072;15.7591;6.9145;6.0678;12.3012
1;16.6421;19.0021;9.7338;9.7064;20.3554;15.9711;12.7514;7.6551;7.6056;14.6076;14.6317;6.8486;6.1149;12.9571
1;14.318;18.0013;9.3361;9.7319;21.0303;15.6571;13.4217;7.4019;7.9851;14.6489;13.7497;7.4088;5.6482;12.8353
1;13.1816;18.0207;8.611;9.2899;19.0765;16.2669;12.6734;7.1614;8.9556;12.6908;13.3157;7.2944;5.4456;13.8426
1;14.9567;15.6011;8.4203;10.0467;19.6035;14.4376;11.639;7.9375;10.0266;13.4275;13.1322;7.4221;5.5567;13.2034
1;15.5007;16.5152;8.3033;8.9004;17.068;16.2101;10.4488;8.186;9.2143;12.6433;12.5481;7.0982;5.7347;13.505
1;16.9917;16.2209;7.8162;8.5003;20.1638;16.4557;10.3582;8.0629;10.4759;12.7637;12.6633;7.2671;5.5625;13.6808
1;16.166;15.8522;7.3915;7.2502;22.0334;14.7697;9.2005;7.9395;9.5806;14.6214;12.6788;7.7511;5.18;13.6353
1;13.5313;14.0458;6.9962;8.4512;20.9952;13.3689;8.3518;7.4682;10.1577;16.012;12.2737;8.0167;4.962;14.2605
1;12.2641;16.4502;7.1436;8.4663;19.4775;11.7688;8.4847;7.538;12.141;13.1355;12.4864;8.0906;4.9982;12.0641
1;11.9709;15.1056;7.3877;9.0767;19.1439;13.5206;10.0002;7.3547;11.4116;13.6937;11.9295;9.4282;5.3674;13.1101
1;15.0917;14.7089;6.9385;8.1957;21.5503;13.4718;9.6653;7.2611;9.8608;14.0841;12.3775;8.7049;6.0127;13.4127
1;16.0237;15.062;6.7671;7.5041;19.7167;12.2322;8.4965;6.7902;11.5732;16.0719;11.8381;8.8644;5.9225;14.3838
1;15.0845;15.3878;8.4457;7.7799;20.368;12.3028;8.887;7.4226;11.488;14.5685;11.735;8.835;5.9284;13.3798
1;16.9378;14.3825;8.315;7.6672;18.7106;13.3868;8.5328;7.8345;10.5983;13.3359;11.5214;8.496;7.4889;14.0654
1;13.6434;14.4368;7.6899;7.9161;18.6005;13.995;8.3397;7.9893;10.2968;12.7325;11.6918;8.7166;6.7938;11.9605
1;15.0917;15.2958;6.9192;6.9452;19.8148;13.001;8.9736;8.4401;10.7798;13.4143;11.5235;8.2212;6.0973;11.1542
1;13.8532;15.371;6.694;7.7469;19.2824;11.4313;7.9211;8.4741;9.3428;12.8276;11.8168;8.582;6.1635;12.3247
1;12.9115;16.9323;6.0162;6.7628;20.4141;10.5086;7.1685;9.2202;10.9838;11.5661;11.7616;9.4271;5.7859;11.8221
1;14.3496;19.6176;6.7219;7.7937;20.8864;9.3169;6.5477;9.0703;11.4552;13.496;11.6339;8.71;6.168;11.7307
1;13.8825;19.3538;7.5398;7.385;21.6785;9.1586;6.372;8.5391;11.7859;12.5353;11.2278;8.669;5.9877;11.5759
1;16.3006;19.1938;8.0051;6.9779;22.029;8.617;5.9352;8.3365;11.9803;12.9425;11.3584;8.9626;6.7247;10.9533
1;14.8054;19.375;7.7382;6.857;20.2443;8.2743;6.5176;8.466;12.9454;13.1853;12.5767;9.5484;7.3026;10.8005
1;16.1899;18.7375;6.9212;5.7941;22.4242;7.7205;6.2559;7.6496;12.0841;11.8024;12.6416;9.4196;6.7115;10.899
1;16.2366;17.1908;6.5952;5.5717;21.4822;7.5369;5.8673;7.8267;10.4987;11.8505;13.0793;9.2927;8.008;9.8102
1;16.1559;16.3464;6.4141;6.1766;19.7546;7.4382;6.5453;7.5498;10.5416;11.096;14.5617;9.6537;7.6271;12.2589
1;15.6281;17.3435;7.1437;6.7035;18.7727;7.2003;6.0642;8.186;9.8022;12.6881;15.3548;9.4283;7.0587;12.6879
1;16.4223;17.6297;7.4992;6.38;20.3664;7.972;6.8579;8.4012;8.5913;14.2591;14.5921;9.3392;6.5646;14.5647
1;15.9323;19.8413;7.3533;7.3172;21.4638;8.5487;6.6458;7.6651;7.9505;12.8575;16.4581;9.6938;6.5075;13.5239
1;14.8642;18.0424;6.6629;7.4795;19.5694;7.9877;6.8698;7.4772;8.0059;11.6437;17.1964;9.7351;6.2592;14.1792
1;17.391;17.8847;6.6019;7.4298;19.5474;7.9372;6.7264;7.6145;10.676;12.7876;15.6663;10.0093;6.2337;16.6121
1;15.693;22.3273;6.3744;8.2618;17.7373;7.5285;5.9072;7.8844;11.39;13.4215;18.3229;9.9506;6.359;14.8639
1;16.7372;20.1825;7.5589;7.9585;19.3736;7.4489;5.7795;7.8826;10.215;12.9881;21.7047;9.2283;6.2417;15.655
1;15.9388;18.4863;7.8224;7.783;18.3164;8.5673;6.1951;7.6136;9.4451;12.3685;24.8348;9.4387;5.8618;15.9813
1;14.2195;19.1081;7.1452;7.4302;18.5578;8.2982;5.8635;7.8228;11.7115;11.1931;21.4901;9.956;5.5981;16.4658
1;17.834;19.8831;6.4826;8.3953;19.7549;7.8269;5.9202;8.3854;12.2509;12.2438;19.2699;9.3409;5.3193;13.9305
1;17.0276;19.4136;7.1673;7.2069;19.8718;7.5694;6.4212;7.6863;11.8097;14.0411;16.997;9.2075;5.3629;12.1274
1;16.6738;21.7195;8.2553;7.0826;17.2589;7.3924;5.5825;7.6743;13.5756;12.3632;15.715;9.0887;4.8716;10.6741
1;15.5757;21.6623;7.7704;8.0795;17.104;6.8813;5.5319;7.0094;12.6762;13.8848;14.1389;10.6005;5.061;12.9692
1;15.3035;19.4162;8.058;7.5937;18.527;7.0483;5.1813;6.5209;11.5116;13.7756;13.7996;10.4189;5.0288;12.2957
1;16.3152;18.8192;8.3255;8.0284;15.5626;8.3974;5.9016;6.6273;11.3469;15.5019;12.5743;10.4609;5.6567;11.1822
1;15.293;17.1048;8.4758;7.7841;14.5958;7.863;5.5873;5.9687;11.2357;15.0879;12.2926;10.4664;5.8602;10.1179
1;15.0304;18.5729;9.7726;8.4457;16.9482;7.5401;5.1427;5.6253;12.4116;16.6339;12.0427;10.4171;5.9578;9.2064
1;14.6782;17.2918;9.3535;8.4077;17.9115;7.4203;4.8778;5.4596;11.0608;17.5328;11.8114;10.6672;6.1796;8.7125
1;17.6589;17.6876;8.7308;8.8694;19.4915;8.6646;5.7335;4.7967;11.9858;15.4091;11.7988;9.7952;5.5796;8.4515
1;18.2245;15.2986;7.8116;8.7074;19.5026;8.3405;5.2079;5.0415;11.9618;13.7711;13.3396;9.5815;5.4464;10.2381
1;16.9162;13.9402;7.3456;8.0791;20.0072;7.8358;5.0827;4.6271;12.03;14.4335;12.7184;9.3321;5.443;9.4149
1;15.6892;12.8841;8.1726;8.7611;20.1592;8.1731;4.868;5.2235;10.8058;15.1465;12.1961;9.1119;5.8374;11.0224
1;12.6793;13.6507;9.6808;8.7075;19.6217;8.4957;4.4383;5.2611;10.1185;16.0528;11.8284;8.9113;6.5955;10.3053
1;14.2696;12.9188;9.545;7.6478;20.5185;7.9757;5.1465;4.6282;9.0242;18.2478;13.4763;9.0325;7.3285;9.5351
1;16.1971;11.7337;8.1648;8.1843;20.735;8.9704;5.1121;5.21;8.324;17.1638;12.3005;10.7921;8.9459;9.0316
1;16.0168;10.6964;9.1548;7.2052;18.4793;9.0809;5.4315;5.3495;8.864;17.8038;12.4582;10.1847;8.8436;8.5751
1;15.5917;11.2708;8.4063;7.3542;20.4348;8.2967;5.2587;5.3182;8.9114;15.4882;12.1513;9.9073;9.0819;9.1876
1;13.0679;11.8122;7.4891;7.6139;21.8524;7.8554;5.2046;5.6431;8.7869;15.0811;15.091;10.7226;8.5436;8.1284
1;12.3029;11.1993;6.975;8.161;21.4737;8.4168;4.9205;5.7472;9.5242;14.2338;13.7196;10.4764;8.0902;8.2576
1;13.2004;10.6355;6.3442;8.5794;22.1541;8.0783;4.8242;5.0883;7.9513;15.2089;12.817;10.9116;7.3182;7.6423
1;14.2682;10.3297;6.2603;7.9127;20.1431;8.4249;5.2115;5.147;5.9855;16.0088;12.4911;11.9291;6.7426;7.2703
1;13.937;11.8757;6.1131;6.99;19.5173;10.0414;5.5598;4.7347;7.2084;18.0765;12.2007;11.7466;7.4225;7.3114
1;16.208;12.9219;7.315;8.6381;17.4072;9.2199;6.0188;5.0021;8.4971;17.6397;11.602;10.7528;7.1406;7.2197
1;13.895;15.4279;7.8409;8.4893;15.6401;8.5274;6.2867;5.0164;9.8544;15.9181;11.5849;11.347;6.9112;7.9047
1;12.0539;14.0088;7.6292;8.6993;16.9489;8.1561;5.5705;4.9234;10.9377;15.3931;12.8633;10.9374;8.2949;7.7477
1;13.6833;12.4287;7.7771;9.0824;19.1675;10.1031;5.0238;4.5153;10.2942;15.5964;15.6694;10.3257;7.7373;7.3885
1;15.0797;11.6336;8.4957;8.2482;20.3483;9.3308;5.4282;4.3498;10.7817;14.1444;14.4289;10.6879;8.084;8.098
1;15.4803;11.3701;9.0395;8.0529;21.728;8.7533;5.2636;4.0984;11.5889;15.6256;17.3718;12.1591;7.6874;7.1839
1;16.6396;11.5881;8.309;8.0091;20.3277;8.208;5.2847;4.9617;11.6953;14.0102;17.5705;11.5495;7.4216;6.8198
1;17.7943;11.3848;7.8089;8.1659;20.2742;9.6936;5.5313;4.6641;10.4102;15.3224;20.5555;10.9704;6.9054;6.7048
1;15.9655;10.6233;7.609;8.1267;19.1663;10.0304;6.0028;4.5161;9.3002;14.0195;21.5559;10.2179;6.9173;7.8041
1;15.3878;11.1558;7.9156;7.3729;19.4177;9.3829;5.7068;4.2828;9.7066;12.5734;23.6428;9.8171;8.208;8.4632
1;17.09;10.9421;6.996;7.6867;22.3971;8.6953;6.261;4.3748;8.3628;12.1168;23.8097;9.3644;8.5829;8.4677
1;15.6446;10.3238;6.3736;7.7548;19.9444;9.8848;5.8717;4.7517;9.4973;12.7048;24.0323;9.2925;8.2946;9.1599
1;15.1345;9.9161;6.3749;7.7439;17.7602;9.2686;5.4201;4.7245;10.8569;12.87;22.4803;9.7722;7.5274;7.3005
1;13.9439;9.703;6.0311;7.5624;15.7103;9.3499;6.1456;4.1601;10.2923;11.8726;22.4184;9.6348;7.2108;7.0927
1;15.9318;9.7595;7.6163;8.3859;13.1148;10.3619;5.728;4.0781;8.6456;13.0717;24.0977;10.1786;7.0187;7.3673
1;15.9156;10.2271;7.5924;7.3546;11.8533;9.4244;5.691;4.7754;9.81;12.4215;23.6334;9.3665;8.1008;8.9942
1;14.8093;9.6923;6.9705;7.8418;10.3302;9.0434;5.5302;4.7181;9.99;11.8446;21.4947;10.5587;8.1381;8.9493
