odour stim,29/04/2021 Male6,29/04/2021 Female10,30/04/2021 Male2,30/04/2021 Female4,30/04/2021 Male6,30/04/2021 Female7,30/04/2021 Male10,30/04/2021 Female12,03/05/2021 Female5,03/05/2021 Female6,03/05/2021 Female8,03/05/2021 Male10,05/05/2021 Male2,05/05/2021 Female3,07/05/2021 Male2,07/05/2021 Female3,07/05/2021 Female4,07/05/2021 Male6,07/05/2021 Female8,19/07/2021  Male2,22/07/2021  Male4
,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT
5,11.25,13.5437,7.9893,6.1088,1.8667,10.9183,6.4627,5.7009,5.3106,9.4162,12.1349,9.8096,4.4755,3.9941,3.3281,5.3507,4.5896,7.0977,3.6635,5.36,10.3818
5,10.6546,13.8319,7.841,6.0368,1.7752,10.8964,6.5493,6.0234,5.3331,9.3283,12.2344,10.1036,4.4702,3.8517,3.8762,5.1909,4.8502,7.1726,3.8034,5.5954,10.6479
5,11.1493,13.5039,8.2332,6.1262,1.7472,10.9452,6.7344,6.5721,5.2614,9.1626,12.1321,10.1961,4.2959,3.9155,9.5233,5.1573,4.4472,7.332,3.8631,5.8543,10.4648
5,11.172,13.7757,7.7563,5.9869,1.9268,10.7373,6.6191,6.4091,5.392,8.759,11.748,10.3823,4.4115,3.7215,9.6497,5.2229,4.5647,7.1153,3.8755,5.9482,10.5735
5,10.0653,13.4785,7.8051,6.2583,3.4535,10.5443,6.7094,6.6172,5.3093,9.2302,11.8949,10.968,4.3968,3.8838,9.7681,5.2387,4.4566,7.2271,3.6618,5.6629,10.532
5,11.4345,13.7519,7.945,6.1602,2.9869,10.4879,6.5696,6.8452,5.1193,9.4989,12.2281,10.0893,4.3827,3.8078,10.652,5.3641,4.62,6.8016,3.5773,6.0788,10.2436
5,10.8097,14.3387,7.6716,6.3604,3.061,10.4457,6.4558,6.5254,5.2253,9.2676,12.7329,10.5239,4.3857,4.0103,10.2629,5.1578,4.5527,6.8153,3.668,5.9697,10.381
5,11.5837,14.0091,8.0114,6.2841,2.777,10.5708,6.2865,6.7607,4.9606,9.003,12.6595,10.9436,4.4524,3.8704,10.0674,5.0272,4.3121,6.7918,3.7961,5.722,10.3119
5,10.7733,14.1338,7.3458,6.0875,2.783,10.3335,6.1401,7.303,5.233,9.5212,12.8511,10.1014,4.5624,3.3653,9.4792,5.0592,4.5219,6.8842,3.5342,5.4136,10.2344
5,10.1564,14.2795,7.1131,6.1459,2.544,10.2609,6.6721,6.8053,5.5401,9.5388,12.5678,9.4,4.8786,3.2889,8.1103,4.9559,4.4205,6.9468,3.4324,5.1183,10.0112
5,10.8219,13.5421,7.8944,6.2338,2.5814,10.1949,6.3819,6.5354,5.3954,9.4283,12.3563,9.6815,4.8687,3.822,3.5318,5.0023,4.3687,7.1119,3.6209,5.1341,10.1872
5,10.9011,14.1282,7.6121,6.0258,2.6173,10.4336,6.3176,7.1719,5.5254,9.187,12.2918,9.9414,5.2248,3.8048,3.3326,5.1294,4.6233,7.3839,3.6604,5.4364,10.106
5,10.4348,14.1584,7.1237,6.2998,2.9577,10.447,6.4268,6.9728,5.2832,9.2505,12.3287,9.7728,5.1542,3.9684,3.9652,5.0396,4.4473,7.5442,3.5752,5.4357,10.5398
5,11.699,13.9689,7.9601,6.2988,3.0037,10.1167,6.4683,6.6861,5.3069,8.9178,12.344,9.3015,5.0769,3.8984,8.6353,5.0933,4.3591,7.598,3.4284,5.596,10.3487
5,11.1085,14.0607,7.9065,6.1958,3.1682,10.3535,6.6282,7.6091,5.1272,8.9572,12.3442,9.7477,5.1674,3.7693,8.7317,4.8656,4.6585,7.7444,3.511,5.2449,10.0836
5,11.0154,13.6837,7.8457,6.0448,3.4674,10.4296,6.0951,7.0771,5.2699,8.9456,13.2694,9.4031,5.2719,3.8629,8.9109,4.8355,4.5417,7.8499,3.5762,5.2532,10.2275
5,11.4509,13.4618,7.5492,6.2595,3.4857,10.4849,6.5106,7.1494,5.1824,8.5904,13.191,9.2097,5.1959,3.7056,9.7961,4.9341,4.564,8.0492,3.6078,4.9896,10.7749
5,10.9524,13.3577,7.9697,6.3037,3.8741,10.2948,6.1002,7.6175,5.1988,9.1849,13.2622,8.876,5.3614,3.814,9.8378,5.1037,4.7089,8.1323,3.7173,4.9726,10.2549
5,12.0243,13.0931,7.9801,6.3956,3.7587,10.1527,6.0042,7.1915,5.3867,9.0879,13.209,9.0591,5.1833,3.695,9.6763,4.9754,4.8771,7.8185,3.7904,5.23,10.8216
5.5,11.1839,12.5483,7.6914,6.5343,3.7152,10.0003,6.3111,7.7842,5.1419,9.0518,13.2201,9.3834,5.4507,3.7258,9.3063,4.7041,4.8372,7.9981,3.4793,5.2129,10.3446
5.5,11.7105,12.3745,7.3763,6.3907,3.9039,10.4953,5.8105,7.5796,5.4109,9.2277,13.4196,8.8361,5.1194,3.885,9.0145,5.0326,4.8279,7.3617,3.5291,4.9829,10.3062
5.5,11.3286,12.8891,7.6151,6.5585,3.7255,10.0563,5.8894,7.331,4.9791,9.5617,13.9546,8.5328,5.1574,3.9909,9.2961,5.147,4.6852,7.8729,3.7318,5.1844,9.9529
5.5,11.1921,13.2459,6.9706,6.2255,3.0638,9.9493,5.6692,7.4545,4.81,9.7917,13.4786,8.8976,5.2666,3.7607,8.997,4.8766,4.4962,7.4751,3.6294,5.1595,10.1239
5.5,12.4409,13.3964,6.5576,6.2241,2.914,9.9401,5.9374,7.4713,4.8961,9.8902,14.2806,8.5352,5.255,3.994,8.2449,4.7043,4.9672,8.156,3.5965,5.3373,9.9465
5.5,11.3412,13.2192,6.6671,6.1503,2.8849,9.8508,5.9677,7.5115,5.1984,9.6178,13.9915,8.5058,5.3068,3.9871,3.7162,4.6459,4.8652,8.1548,3.5555,5.5124,10.1741
5.5,11.0056,13.3377,6.6592,6.3092,3.7351,9.8025,5.8813,8.0506,5.1442,9.7797,13.7504,8.4696,5.4082,3.778,7.9411,4.9635,4.7538,8.399,3.6314,5.1116,10.0964
5.5,10.9411,13.5126,7.156,6.3422,3.013,9.8685,6.1809,7.5214,4.9954,9.882,13.811,8.8258,5.3361,3.9164,9.2356,4.8688,4.7717,8.6305,3.7669,5.5179,9.9385
5.5,10.5735,13.8596,6.9256,6.335,3.0093,9.7007,6.3531,7.1481,5.0208,9.7557,13.3641,8.8664,5.4766,3.7894,9.5102,4.7808,4.7453,8.4836,3.7105,5.873,10.3379
6,11.6197,13.2759,7.6162,6.4333,3.2488,9.8761,6.0637,7.8584,4.9414,9.2462,14.0436,9.0679,5.402,3.9661,9.4656,4.6773,4.4285,8.3736,3.7866,5.582,10.1531
6,11.0094,12.9836,7.4688,6.2104,3.1446,9.8411,5.7673,7.6339,4.7428,8.734,13.8887,9.8293,5.5259,3.9312,9.6354,5.0388,4.4897,8.3666,3.862,5.5587,9.8701
6,10.6943,12.7544,7.0881,5.7564,3.3221,10.041,5.7355,7.3336,5.0723,9.8594,14.0347,9.8906,5.3929,4.0653,9.4129,4.7343,4.5217,8.0673,3.9925,5.7477,10.1485
6,11.3668,12.9675,7.5017,5.9978,3.6077,9.8271,5.9802,7.5939,4.8784,9.8945,14.5068,9.9148,5.3545,4.0547,10.0029,4.743,4.7752,7.9157,4.0412,5.91,9.9594
6,10.3258,13.1606,7.8303,6.1905,3.1056,9.7329,5.6847,7.0099,5.109,10.2481,14.2264,10.1299,5.2801,3.9341,9.9123,4.454,5.1098,8.1607,4.0103,5.9456,10.3298
6,10.7009,13.5462,7.4074,6.253,3.313,9.7419,5.7034,6.775,5.3508,9.4471,14.5389,9.6476,5.2005,3.9471,9.8904,4.8872,5.0163,8.1253,3.8273,6.1019,10.174
6,10.2295,12.7873,7.4091,6.051,3.1473,9.8749,5.597,7.508,5.3472,9.0318,14.149,9.7524,5.1853,3.6613,9.572,4.8192,5.0255,7.9687,3.8471,6.0193,10.155
6,10.0034,12.9433,7.5228,6.1166,4.1436,10.218,5.5242,6.9216,5.1905,9.0535,13.5272,8.9694,4.9361,3.7215,9.1474,4.5873,4.9167,8.2531,3.8906,5.5559,9.9859
6,10.4612,13.2048,7.3477,6.3928,4.0457,10.016,5.2917,6.3562,5.2897,8.7422,14.0082,8.6048,4.9193,3.8453,8.9481,4.4873,4.9508,8.045,3.8636,5.5905,10.5323
6,9.6449,13.5105,7.4499,6.2357,4.4165,10.0355,5.2046,7.126,5.1699,8.8081,14.3429,8.4612,4.9668,3.8153,8.3708,4.4804,5.1965,8.0143,3.6856,5.8355,10.3124
6,9.4866,13.6341,7.1913,6.2256,4.2657,10.2106,5.2638,6.393,5.0912,8.5298,14.6416,8.4927,5.0743,3.4988,8.37,4.7447,5.0685,8.4227,3.7892,5.4397,10.2285
6,9.7385,13.4043,7.2779,6.0369,4.1224,10.1949,5.0725,5.9705,5.2237,8.5915,14.069,8.2655,5.0965,3.621,8.76,4.7765,5.0309,8.1575,3.8981,5.3177,10.1773
6,9.2307,14.1145,7.4452,6.4438,3.9945,10.3022,5.314,6.6418,5.0537,8.6671,14.5095,8.1286,4.8593,3.6077,8.1387,4.6764,5.1526,7.612,3.5029,5.2644,10.6241
6,10.1463,14.0845,7.1188,6.0635,4.4426,10.1215,5.2912,6.0987,5.204,8.101,14.3903,8.1217,4.9035,3.5179,8.0416,4.569,5.2628,7.5786,3.7777,4.8983,10.5615
6,9.3591,14.0375,7.2123,6.0039,3.6582,10.02,5.4512,5.7622,5.2092,7.759,14.1605,8.1812,4.7483,3.7466,8.2277,4.6867,5.333,7.1701,3.8258,5.41,11.0226
6,9.9008,14.305,7.3278,6.2994,3.705,10.1793,5.2246,6.0844,5.1691,7.5093,14.0015,8.3296,4.8219,4.0132,8.2926,4.8463,5.6077,7.4486,3.7456,5.1578,10.1872
6,10.6629,14.1693,6.9378,6.1807,3.1268,10.1114,5.2483,5.6906,4.9435,7.6936,13.9405,7.7263,4.7616,3.8646,8.2921,4.5387,5.7204,7.2017,3.8562,5.3195,10.6309
6,9.8412,14.1979,6.4185,6.1081,3.1726,10.3475,5.3474,5.9186,5.2938,8.3312,13.8056,8.1269,4.5352,3.9528,8.5729,4.5087,5.4448,7.7028,3.8998,5.1916,10.8671
6,9.7491,14.4444,6.3733,5.8549,2.6082,10.2369,5.1931,5.8569,5.1919,8.4162,13.7989,8.3282,4.4394,3.8197,8.4829,4.6493,4.7937,7.3951,3.891,5.3939,10.771
6,10.3437,14.2345,6.5506,6.1333,3.5244,10.3506,5.231,5.4684,4.997,8.2282,13.3596,7.7663,4.5564,3.634,9.4448,4.456,5.2784,7.6087,3.9751,5.0615,10.8557
6,10.6313,13.9533,6.8243,6.1958,2.7413,10.5112,4.9903,6.0909,4.941,8.4549,14.1877,8.3372,4.2131,3.7377,10.0147,4.697,5.4713,7.445,3.9195,5.2361,10.6936
6,11.1,13.9941,6.9603,6.2315,2.6569,10.1535,4.9473,5.7163,5.0113,8.4641,13.0426,8.4603,4.3785,3.7665,8.1744,4.574,5.2347,7.6008,3.9753,4.9361,10.2773
6,10.7282,14.1904,6.8225,5.7647,2.9975,10.4095,5.0515,5.5599,5.0939,8.7396,12.7276,8.3526,4.5189,3.6569,10.176,4.9651,5.5393,7.3081,3.963,5.3546,10.2438
6,10.7007,13.98,7.3382,6.084,2.6836,10.5505,4.9841,6.4238,4.9779,8.537,13.0308,8.4208,4.6462,3.6766,8.5402,4.9452,5.6497,7.137,3.847,5.1839,10.0165
6.5,11.2631,14.0073,6.9165,5.8113,3.3716,10.5298,5.1601,5.6168,5.087,8.6463,12.8569,8.4588,4.6135,3.8307,8.5194,4.8065,5.3693,7.3804,3.9765,5.3629,10.1819
6.5,10.8003,14.0656,6.9215,6.0375,2.5418,10.1948,5.0948,5.7597,5.3547,8.2442,12.9902,8.2814,4.6878,3.9357,8.3592,4.6328,5.2056,7.1386,3.9624,5.1522,10.0648
6.5,10.7936,13.8666,7.0861,6.1271,2.9854,10.3736,5.0706,6.3531,5.2095,8.4593,13.0531,8.4325,4.732,4.1503,8.3413,4.8206,5.2568,7.154,4.0764,5.1483,10.4093
6.5,11.5204,13.9981,6.3329,6.0027,2.7665,10.1231,5.2787,5.9226,5.1402,7.768,12.5135,8.0854,4.6315,4.0291,8.1797,5.3084,5.1885,6.6798,3.8631,4.7831,10.4971
6.5,11.5099,13.8774,7.2062,5.9564,2.5622,10.2611,5.0501,5.6816,5.1386,7.9072,13.0128,8.0313,4.6051,4.0121,8.2401,4.895,5.6269,7.2759,4.034,5.1084,10.471
6.5,12.0366,13.8859,7.0899,5.7451,2.4499,10.2973,5.5019,6.3181,5.1266,7.8263,13.0739,7.6302,4.7316,4.1693,8.278,5.0463,5.3606,7.465,3.6239,4.8101,10.76
6.5,10.8874,13.857,6.8081,5.7798,2.0886,10.2775,5.3226,5.6206,5.3358,7.9672,12.8663,7.6314,4.7453,4.4685,7.8598,5.2086,5.3313,7.1889,3.6803,4.9167,10.0585
6.5,9.2106,13.5808,7.0398,6.0258,2.684,10.3411,5.7338,5.8858,5.363,8.2411,13.2496,7.6093,4.6301,4.2508,8.3959,5.1014,5.0282,7.2128,3.8369,4.9619,10.4217
6.5,9.1865,13.8951,7.0632,5.5886,2.327,10.313,5.246,6.2354,5.3525,8.0851,12.7251,7.7773,4.3731,4.3284,8.9811,5.0492,5.1638,7.1292,3.8566,5.3175,10.669
7,9.1599,13.59,6.8089,5.9939,2.205,9.985,5.4132,5.7955,5.0654,8.4274,12.8592,7.6646,4.4617,4.0024,9.5681,5.0789,5.2544,6.9295,3.9264,4.8088,10.5586
7,9.4154,13.6312,6.7897,6.1059,2.3327,9.9904,5.5737,5.6462,5.1902,8.8662,12.571,7.7956,4.234,3.8705,9.5451,4.9569,5.0696,6.8624,3.8306,5.0854,10.5898
7,9.799,13.3376,6.3783,5.9898,2.7682,10.0645,5.1983,5.6823,5.2345,8.9632,12.5648,7.5674,3.9575,3.6188,9.1455,5.1011,4.887,6.9366,3.8786,5.008,11.175
7,9.7515,13.5936,6.8013,5.9827,2.489,10.2361,5.5034,5.7843,5.4198,8.651,12.7759,8.1228,4.0918,4.0899,9.1749,5.2153,4.9892,7.3235,3.8363,5.0329,10.7195
7,9.8448,13.6144,6.7067,5.8588,3.3863,10.1782,5.5926,6.1839,5.4681,8.445,12.6525,8.4508,4.0613,3.9559,9.3717,5.2168,4.8518,7.3966,4.1443,5.1638,11.1456
7,9.5078,13.5335,6.6731,5.7185,2.5115,10.0535,5.821,6.0268,5.3974,8.5549,13.4738,8.3517,3.7784,3.9547,9.5026,5.0056,4.8015,7.3879,4.0685,5.1631,10.8729
7,9.0653,13.9028,6.5651,5.6927,2.3283,9.9472,5.5188,5.9654,5.1607,8.2793,13.2452,7.704,4.0044,3.9443,9.6506,5.1375,4.8174,7.5425,4.1776,5.1999,11.1419
7,9.847,13.8783,6.7258,5.6159,2.9765,10.0982,5.4508,6.5516,5.1726,8.0991,12.8237,8.2243,3.9535,4.2684,9.5771,5.0777,4.9907,7.4992,4.0652,5.1851,10.7723
7,8.6985,13.8565,6.4975,5.5058,2.4353,9.8995,5.6123,6.0953,5.1035,8.0657,13.8448,8.169,4.0017,4.8512,9.6459,5.4433,4.9736,7.559,3.9205,5.3997,10.9846
7,9.3671,13.7698,6.03,5.6603,2.2994,10.0964,5.7788,6.1387,4.8608,8.1674,13.277,7.9418,4.1865,4.5528,9.5166,5.1184,4.8614,7.8291,3.9747,5.4841,10.6586
7,9.7562,13.2384,6.7349,5.5655,2.521,10.2483,6.0011,6.2448,4.8027,8.7444,13.3321,7.598,4.1464,4.5218,9.597,5.3771,4.9415,8.3137,3.8384,4.9341,10.8839
7,8.9959,13.9231,6.5906,5.7182,2.7925,10.1925,6.0319,5.8624,4.8653,9.6404,13.1355,7.989,4.1809,4.2624,6.3043,5.2067,4.8981,8.178,3.6288,5.6796,10.7582
7,9.2705,14.052,6.915,5.4931,2.6503,10.0982,6.074,5.8505,4.9307,8.1073,13.1695,7.8439,4.2422,4.2746,4.1778,5.314,4.6353,8.304,3.6918,5.3414,10.885
7,8.7911,13.9568,7.0673,5.6014,2.5935,10.1515,6.3244,5.9449,4.7348,8.109,13.5321,8.6018,4.1324,3.9978,8.3439,5.3959,4.8672,8.3511,3.6057,5.2768,10.6811
7,8.7176,14.4135,6.8988,5.7692,2.3541,10.2397,6.4766,5.7149,4.7402,7.597,13.1956,8.2943,4.1487,4.2077,9.1405,5.2018,5.018,8.5106,3.8636,5.1414,10.6898
7,9.7732,14.3992,7.1572,5.9508,2.8379,10.2666,6.4577,6.1912,4.7422,7.6934,12.62,8.338,4.2512,3.9358,9.0039,5.2804,4.923,8.2446,3.8978,5.3005,10.237
7,9.3669,13.8988,6.9027,5.8123,2.6874,10.2246,6.7847,6.086,4.601,7.5288,12.8162,8.822,4.1382,3.8266,9.0727,5.1391,4.7048,7.8393,3.951,5.1458,10.0824
7,9.1405,13.8467,6.7026,5.9402,2.8419,10.4802,6.992,5.8729,4.6873,7.5477,12.8669,8.2237,4.2673,3.8734,9.4064,5.2356,4.8825,7.591,4.2146,5.4204,10.4397
7,10.1107,13.8187,6.7937,5.6921,2.7649,10.5763,6.5804,6.1107,4.4834,7.3573,13.4932,8.1994,4.1606,3.8539,9.2272,5.2983,4.5324,7.6907,4.311,5.2926,10.1652
7,9.5768,13.9159,6.9923,5.7632,3.0625,10.4023,6.2789,6.0179,4.5824,7.412,12.8302,8.2134,4.0654,4.2079,9.3614,5.157,4.5587,7.3521,4.2054,5.4488,10.2936
7,9.2059,13.9975,6.8724,5.6415,3.4402,10.5821,6.1675,5.7746,4.2608,7.8181,12.2293,7.5609,4.3075,4.0087,9.2898,5.1067,4.7957,7.5537,4.164,5.3298,10.2755
7,9.8711,13.8752,6.8734,5.8814,3.5829,10.5638,5.9752,6.3464,4.1886,8.2696,12.8407,7.4943,4.3479,3.9522,9.6896,5.1297,4.8213,7.3492,4.215,5.2606,10.5602
7,9.2414,13.8988,6.3414,5.5472,3.8352,10.2489,5.8364,6.0265,4.2927,8.2572,12.5875,7.8269,4.3783,4.3634,9.3918,5.2115,4.7056,7.3412,4.4757,5.5986,10.2552
7,9.9422,14.1148,6.762,5.8271,3.7902,10.139,5.6582,5.897,4.1478,8.2089,12.8445,7.5998,4.6543,4.599,6.5578,4.977,4.8348,7.8917,4.457,5.287,10.2778
7.5,9.9862,14.2145,6.1325,5.7704,4.2408,10.3035,5.6533,6.5894,3.9761,8.3828,13.032,7.3191,4.6229,5.0341,3.2676,5.2198,4.5013,7.7537,4.3579,5.1553,10.4402
7.5,9.6422,14.5933,6.2392,5.8309,4.7375,10.3296,5.5278,6.0212,4.1205,7.9583,12.8434,7.1169,4.8113,5.1391,3.9224,5.3615,4.9438,7.7111,4.3364,5.4031,10.3757
7.5,9.9551,14.1309,6.8778,5.8914,4.7858,10.1837,5.606,5.7787,4.1255,8.3817,12.9064,7.1651,4.9975,5.2343,5.2643,5.1711,4.8802,7.4505,4.4282,5.1022,10.7225
7.5,8.9823,14.1731,6.625,5.6564,4.5531,10.4693,5.6211,6.7682,4.2947,8.347,12.8689,7.0683,5.1013,5.4811,7.3852,5.1348,5.0023,7.7965,4.5087,5.1969,10.4655
7.5,9.4215,14.552,6.7774,5.7735,4.2303,10.0784,5.9233,6.9613,4.4636,8.2445,12.3867,6.9545,5.4042,5.6135,7.321,5.2818,4.6589,7.648,4.2939,5.5539,10.5367
7.5,9.5346,14.3282,6.7209,5.7184,3.9942,10.1839,5.87,7.2323,4.1908,7.8807,13.1688,6.6556,5.5636,5.489,7.3212,5.0624,4.6856,7.5916,4.3001,5.668,10.2959
7.5,9.0029,14.6433,6.6347,5.6724,4.0487,9.9818,5.9184,7.6928,4.0301,8.3197,13.7623,6.6772,5.2727,5.4354,7.4563,5.0351,4.7891,6.971,4.394,5.5169,10.3749
7.5,9.2022,14.4166,6.6541,5.4557,3.835,10.09,6.117,7.4825,4.2585,8.0375,13.6778,7.1278,5.4609,5.1602,7.2486,4.9846,4.7061,7.1407,4.2128,5.2749,10.2519
7.5,9.4694,14.575,6.7754,5.4478,4.5577,10.2824,5.8619,7.3977,4.1247,7.3682,13.5587,7.0087,5.2617,4.8518,7.5862,5.0386,4.5512,7.1012,4.1292,5.3551,10.4319
8,9.2596,14.3846,6.755,5.7011,3.6987,10.0499,6.2448,8.3361,4.1621,7.593,13.2966,6.8913,5.1407,4.4934,7.4135,4.9115,4.4835,7.2255,4.27,5.1321,10.2395
8,9.6865,14.2112,6.8208,5.659,3.762,10.308,6.2282,7.537,4.3348,8.2057,13.9787,7.3698,5.2967,4.4452,7.5599,5.1066,4.589,7.2158,4.3873,5.1972,10.3988
8,8.8132,14.3987,6.9586,5.4235,3.7845,10.3794,6.3002,7.5112,4.2455,7.99,13.8981,6.911,5.1567,4.3252,8.0676,5.3566,4.1884,7.3055,4.2067,5.3283,10.0476
8,9.0917,14.2738,6.7176,5.662,3.68,10.159,6.1659,8.1756,4.4667,8.0795,14.1239,7.2405,5.1121,4.0628,8.045,5.0923,4.1461,6.7369,4.2986,5.3113,10.1613
8,9.1895,14.2343,6.9564,5.4559,3.0683,10.333,6.0851,7.6837,4.3408,7.7607,13.6438,6.9045,5.1993,3.9826,8.4419,5.0919,4.3943,6.5285,4.1743,5.258,9.9369
8,8.7322,14.2613,6.6117,5.4592,3.4592,10.5628,6.3267,7.6189,4.3353,7.8394,13.5573,6.9222,5.0943,3.8834,7.8026,5.1962,4.3158,6.3941,4.4727,5.2659,10.1699
8,8.5928,14.1802,6.8502,5.4763,3.0628,10.3969,6.4695,8.2535,4.312,7.8452,13.9663,7.0066,5.2852,3.9009,5.4754,5.2458,4.4686,5.7857,4.2202,5.3055,10.0361
8,8.9151,14.3572,6.6376,5.6656,3.3508,10.555,6.2924,7.8526,4.4602,7.7384,13.2115,6.6596,5.3179,3.8804,6.5713,5.2887,4.4313,5.9941,4.261,5.5066,10.2448
8,8.4831,14.2513,6.8574,5.8877,2.5945,10.5548,6.1322,7.3659,4.7279,8.9486,13.4332,6.485,5.559,3.7994,7.3583,5.3277,4.5579,5.788,4.1644,5.3442,10.1128
8,8.8932,14.2805,6.6467,5.5274,2.9872,10.6155,6.1719,7.5346,5.1917,9.3399,13.2928,6.6285,5.4691,3.6621,6.1323,5.3054,4.5874,6.1223,4.1102,5.3669,10.5907
8,8.8951,14.0785,6.4417,5.5424,3.367,10.0244,6.0529,7.3697,5.1045,9.2975,13.2275,6.9554,5.2977,3.4783,6.2435,5.1141,4.6501,6.1901,4.222,5.5725,9.8684
8,8.8114,14.1822,5.7443,5.519,3.5176,10.0262,5.8588,7.3025,4.6601,8.3048,13.3018,7.4729,4.9716,3.4311,6.3519,5.181,4.8113,6.4569,4.0031,5.4087,9.9335
8,9.271,13.976,6.7449,5.6861,3.4487,10.1828,6.0099,7.5745,5.057,9.2822,13.4689,7.3468,5.0857,3.358,6.282,5.1761,4.7483,6.7925,4.0647,5.7103,10.0329
8,8.2103,13.9012,6.5697,5.8318,3.3566,9.8345,5.7892,7.3131,5.1896,9.3255,13.5063,7.0464,4.9945,3.2045,6.4738,5.1643,4.6006,6.8389,3.9772,5.5747,10.3517
8,8.8645,13.9425,6.5026,5.3338,3.6777,10.0875,5.8109,7.7546,4.994,8.3138,13.8425,7.3222,4.9317,3.3497,6.5096,5.1823,4.6854,6.7501,3.9223,5.428,10.0078
8,8.5779,13.9693,6.6253,5.6981,3.3386,9.909,5.4616,7.3947,4.9067,8.4739,13.928,7.1787,4.7072,3.3416,6.6243,5.3318,4.9691,6.7817,3.8235,5.5451,9.7974
8,8.3718,13.928,6.308,5.7963,3.7986,9.8867,5.587,6.9102,4.792,7.9573,13.9764,6.882,4.427,3.457,5.8406,5.1414,4.7753,6.8435,3.6581,5.4631,10.027
8,9.2267,14.205,6.0023,5.4205,3.2254,9.8067,5.6741,8.1033,4.6767,8.2945,14.746,6.7174,4.6083,3.582,5.2083,5.0896,4.7541,7.4598,3.6636,5.3832,10.0402
8,9.1315,14.2845,6.5391,5.8147,3.5669,9.8706,5.3469,7.4539,4.7966,7.7507,14.5072,7.2586,4.4339,3.7332,6.4901,5.0445,4.5644,7.1647,3.5777,5.1856,9.4746
8,8.6971,13.9336,6.4936,5.8491,2.9222,9.9114,5.5289,7.2904,4.8464,8.364,14.9024,6.7966,4.2751,3.4696,6.3566,4.9612,4.3429,7.5496,3.8425,5.3911,9.5101
8,9.4523,14.1147,6.6457,6.0235,2.9973,9.8116,5.6867,8.0219,4.9545,7.7895,14.4159,6.3281,4.2164,3.3456,6.5489,5.1937,4.5203,7.7063,3.8603,5.2869,9.5669
8,8.7008,13.8523,6.7787,5.5496,2.7361,9.8974,5.9247,7.3032,5.2446,8.594,14.3018,7.022,4.2357,3.3364,6.9572,5.1694,4.6491,7.5656,3.9439,5.6012,9.4333
8,8.3709,13.355,6.5122,5.6596,2.9152,9.9404,5.9007,6.9199,5.1069,8.2926,14.7238,7.0007,3.9934,3.0494,6.9546,5.0912,4.5301,7.9911,4.1181,5.385,9.6944
8,9.229,14.0502,6.3298,5.5617,2.799,10.1168,6.1264,7.7666,5.1008,8.5818,13.4318,7.0861,4.0698,3.2798,7.6071,5.0055,4.2589,7.6336,3.8775,5.5356,9.487
8.5,8.8018,14.1605,6.2724,5.6892,2.7988,10.0593,6.0694,6.7311,4.9234,7.7539,13.3692,6.8439,4.0938,3.0891,8.1253,5.3726,4.4267,7.3688,3.9674,5.2363,9.508
8.5,8.8503,14.0064,6.1434,5.8792,2.8789,10.1039,5.9253,6.8984,5.0056,7.6944,13.6393,6.3118,4.0582,2.9969,8.0631,5.2431,4.7552,7.3316,4.1505,5.5501,9.6703
8.5,9.5072,14.2038,6.5157,5.7164,3.3041,10.2996,5.7855,7.3001,4.854,8.1786,13.7349,6.484,3.9267,2.8334,7.8571,5.2707,5.0369,7.3542,4.3467,5.3829,9.6247
8.5,9.0832,14.2478,6.2296,5.9297,2.8115,10.2065,5.8444,6.5053,4.5882,8.7519,13.9652,6.5025,3.8951,2.8328,7.2192,5.2061,4.8965,7.0719,3.8865,5.3616,9.6081
8.5,9.5436,14.4529,6.724,5.9038,2.9921,10.2753,5.9704,6.6198,4.5996,8.2358,13.5344,6.5513,3.7177,2.962,8.1079,5.3657,4.6899,7.5275,4.0692,5.5526,10.1358
8.5,8.892,14.1953,7.0066,5.8491,3.0249,10.0696,5.8816,7.2778,4.9699,7.6968,13.1961,6.2763,3.8974,2.9089,8.4627,5.1687,4.8552,7.4277,3.8897,5.3311,9.802
8.5,8.6363,14.1365,6.5804,5.7844,2.8614,10.1543,6.3066,6.659,4.7353,7.8166,13.5667,6.6726,3.8913,2.8802,8.3534,5.2155,4.427,7.1359,3.6524,5.6473,10.0032
8.5,9.217,14.2787,6.6293,6.0236,2.8445,10.1172,6.0809,6.871,4.851,7.8486,12.8094,6.6345,3.6184,2.783,7.967,5.2455,4.172,6.9873,3.5199,5.7636,9.3886
8.5,8.619,14.1021,6.698,5.9225,2.7976,10.0851,5.8791,6.8512,4.3645,7.479,13.3441,6.4296,3.6059,2.8924,8.0528,4.9241,4.3991,6.981,3.4169,5.5924,9.4866
9,8.8466,13.9852,6.6977,5.9187,3.3364,10.1758,5.939,6.6845,4.8813,8.0246,13.0536,6.4507,3.6824,2.9806,7.1584,4.8939,4.6619,6.861,3.3211,5.4093,9.3928
