odour stim;30/10/2020 Male1;30/10/2020 Male7;02/11/2020 Female1;02/11/2020 Male10;03/11/2020 Male7;04/11/2020 Male1;04/11/2020 Male7;25/02/2021 Female1;25/02/2021 Female2;25/02/2021 Male3;25/02/2021 Male7;25/02/2021 Female8;25/02/2021 Female10
;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V
1;7.1079;6.4275;4.3121;5.113;2.6911;4.8965;2.7676;5.4813;3.1017;4.7408;9.9095;5.5499;4.0103
1;7.1474;6.4718;4.367;5.1746;2.7591;4.9172;2.8406;4.7553;2.8702;5.3789;9.593;5.9088;4.1019
1;7.2906;6.3297;4.6399;5.2993;2.6773;5.1957;2.6741;4.5952;3.3683;5.069;10.3776;5.6064;4.1254
1;7.6539;6.46;4.7341;5.2953;3.0161;5.1417;2.4383;5.4781;3.1443;5.0737;10.1131;5.5983;4.1602
1;8.0206;6.584;4.8961;5.1377;3.153;5.1172;2.1516;5.0414;3.0805;4.9267;9.6282;5.2183;4.0427
1;8.0684;6.785;4.9918;4.9966;3.107;5.3195;2.404;4.8242;3.0226;4.8815;9.5736;4.8227;3.756
1;8.2782;6.206;4.9684;5.4107;3.0275;5.2283;2.3121;5.5653;3.0939;5.0099;9.9134;4.5052;3.6858
1;8.0131;5.8388;4.6201;5.0961;2.9766;5.3949;2.4322;4.8663;2.9501;4.9997;9.3147;5.0004;3.7194
1;8.392;6.2314;4.7573;5.4807;2.8956;5.3167;2.5182;4.4407;3.3875;5.2034;9.9273;5.121;3.8481
1;7.9735;6.2291;4.6661;5.0575;2.6901;5.7281;2.5572;4.297;3.2476;5.229;9.0075;5.523;3.5587
1;7.9838;6.1412;4.758;5.3128;2.8723;6.0281;2.593;4.1215;3.1977;5.3201;9.7296;5.07;3.3773
1;7.4899;6.3544;4.6051;5.365;2.9631;6.185;2.7033;4.03;3.0249;5.3602;10.1358;4.8943;3.6576
1;7.721;6.2493;4.7298;5.4377;2.9949;6.4512;2.568;4.2073;2.8587;5.2945;10.5912;4.7514;3.5344
1;7.5473;6.4328;5.0507;5.27;2.8924;6.3008;2.5222;3.4756;2.841;4.9986;11.4964;4.9444;3.1999
1;7.6631;6.2417;4.8239;5.3211;3.0286;5.8295;2.2885;3.8431;2.9486;5.593;12.2739;4.8147;3.0162
1;7.6839;6.163;5.5326;5.3237;2.856;5.5208;2.373;4.0088;3.2577;5.1399;12.6319;4.7371;3.4457
1;7.2517;6.0907;5.1036;5.6641;3.0031;4.9887;2.6349;3.8346;3.3313;5.3342;13.1226;5.0111;4.2308
1;7.0458;6.2934;5.0956;5.7473;3.0051;4.7896;2.6642;3.71;3.0155;5.1695;13.3205;4.4784;4.5189
1;6.4434;6.1578;4.5099;5.4498;3.0181;4.6303;2.5877;3.7691;3.3764;5.1147;13.2823;4.35;4.7409
1;6.6318;6.0482;4.4508;5.5115;2.9722;4.6571;2.6332;3.8757;3.6629;5.5173;13.0222;4.8209;5.0028
1;5.6032;6.4031;4.5993;5.2635;2.9501;4.315;2.8128;3.5157;3.5934;4.844;11.8124;4.6038;5.8696
1;5.2093;5.9981;4.6458;5.211;3.0471;4.3219;3.0633;3.9703;3.4363;5.1388;11.7872;4.1505;5.6791
1;5.4696;6.2066;5.0991;5.5674;3.0711;4.3895;2.885;3.9127;3.385;5.2567;11.2925;3.9134;5.4942
1;5.3395;6.4811;5.0467;5.1017;2.9778;4.303;2.5898;3.7277;3.597;4.7129;11.4353;3.6379;5.3736
1;5.5108;6.64;4.8094;5.0503;3.0895;4.4302;2.6071;4.0267;3.3439;4.9308;11.0988;3.6083;4.9521
1;5.5073;6.856;5.1624;5.0939;2.8653;4.1351;2.969;3.9108;3.4039;4.7124;10.3074;3.5657;5.4638
1;5.1377;6.4712;4.9316;5.2741;2.8773;4.0571;2.8962;3.9506;3.6398;4.7556;10.4877;3.7372;5.3584
1;4.9256;6.7414;4.7668;5.3127;3.0674;4.0273;2.967;3.9961;3.265;4.8557;10.1618;4.0004;5.5007
1;5.393;6.4694;4.9214;5.1194;3.0592;3.8796;3.1575;4.2434;3.1264;4.5267;10.2515;4.2003;5.3276
1;5.261;6.6829;4.6885;4.4974;2.9046;3.8804;3.3397;5.2923;3.3225;4.4561;9.963;4.2496;5.2136
1;5.3392;6.3312;4.942;4.8171;2.874;3.9423;3.5177;5.0822;3.2989;4.8729;9.8799;4.2855;4.9424
1;5.0706;6.1925;5.39;5.2889;2.8368;3.95;3.1428;5.0668;3.4725;4.952;9.8356;4.4128;4.8992
1;4.7455;6.4824;5.3758;5.897;3.1879;3.8385;2.7586;4.8596;3.6177;4.4836;10.0678;4.4955;4.5629
1;4.6905;6.5274;4.8435;5.2509;3.1719;4.0167;2.9119;4.6388;3.9553;4.9156;10.0283;4.2077;3.9777
1;4.5678;6.9393;4.91;4.8752;3.5283;4.0258;3.1105;4.7134;4.223;4.8814;9.7472;4.1551;4.2437
1;4.6109;7.0725;5.2259;5.3211;3.2354;4.0776;3.1459;4.6501;3.8523;4.9455;9.7866;3.7295;4.4344
1;5.2043;6.9119;5.2141;5.087;3.5371;3.8775;3.2496;5.0007;3.7168;5.1402;9.3145;4.0023;4.2733
1;5.7285;6.9558;4.9378;5.5271;3.5037;3.7545;3.3042;4.6313;3.7582;5.2247;8.8848;3.8604;3.5812
1;6.4088;6.9605;4.7338;5.1024;3.2789;3.829;3.2118;4.6011;3.6878;4.9199;8.8456;3.6429;3.9524
1;5.9148;6.8476;4.8178;4.6639;3.4138;3.881;2.884;4.5063;3.0901;5.2473;9.4109;3.5665;3.8819
1;6.3656;6.677;4.7008;4.1488;3.5671;3.765;3.073;4.6189;3.312;5.2397;9.6398;3.5244;4.0307
1;6.619;6.1841;4.29;5.0903;3.7955;3.8293;3.5062;4.8948;3.2067;5.4252;9.102;3.7104;3.8629
1;6.2844;6.0889;3.9442;5.195;4.089;3.7772;3.8247;4.8292;3.2658;5.8628;8.9493;3.5793;3.9285
1;5.9459;5.997;3.9646;4.2585;4.3845;3.7089;3.6487;4.7021;3.3053;5.7574;9.2446;3.5712;3.6816
1;6.9238;6.4115;3.2821;4.2205;4.3415;3.5994;3.4528;5.2671;3.1479;6.1226;9.193;3.6711;3.6948
1;6.8766;6.2625;3.4333;4.3945;4.6185;3.6194;3.4849;5.0417;3.2966;5.9849;9.2384;3.3756;3.6913
1;6.4754;6.2238;3.2454;4.3869;4.4408;3.6622;3.9414;5.5504;2.9971;6.2628;9.1885;3.4447;3.3998
1;6.311;6.3521;3.4685;4.3503;4.8431;3.5367;3.7881;5.3545;3.0254;6.4521;9.3374;3.6057;3.3156
1;7.2591;6.33;3.6722;4.4591;4.6966;3.6176;3.8984;4.954;3.0669;6.4276;8.9582;3.5315;2.7041
1;7.5346;6.3648;3.3041;4.5147;4.7597;3.8264;3.6932;5.2267;2.9572;6.5144;8.8963;3.5563;2.9296
1;6.6965;6.296;3.4817;4.7052;4.7686;3.9218;3.9269;5.5468;2.7534;7.1673;9.4027;3.9815;2.8806
1;6.7636;6.8357;3.3051;4.8355;4.8472;3.9631;3.3987;5.1844;2.9339;7.2137;9.5506;3.9387;2.7695
1;6.855;6.3827;3.2508;4.2834;4.994;4.0768;2.9501;5.195;2.7861;7.3812;9.423;3.9114;2.3983
1;6.7255;6.6316;2.8092;4.5036;4.7115;4.1237;2.6886;5.0815;2.5049;7.5223;9.6417;3.9261;2.4975
1;8.0496;6.7914;2.9789;4.7835;4.7191;3.9834;2.8354;4.7386;2.5328;7.1437;9.3463;4.1412;2.2887
1;7.6699;6.8437;3.3456;4.9959;4.5764;3.824;2.9382;4.9125;2.3218;7.299;9.6032;4.3181;2.6664
1;6.8302;7.001;3.0826;4.5854;4.2088;3.9147;3.1087;4.7483;2.4627;7.5881;9.7684;3.9784;2.6885
1;6.5675;7.2726;3.191;4.6858;4.467;3.7909;2.7326;4.7049;2.152;7.6939;9.3694;4.031;2.7654
1;6.6326;7.2765;2.7987;4.9848;4.583;3.9854;2.6587;4.8042;2.2853;7.6374;9.4956;4.3719;2.615
1;6.0659;7.5177;2.7359;5.4761;4.7272;3.8544;2.457;5.4141;2.1408;7.3926;9.5106;4.8653;2.8055
1;6.091;7.52;2.7135;5.3713;4.442;4.0474;2.5895;5.5458;2.4096;7.3917;9.4504;4.8494;2.6237
1;6.2328;7.1707;2.6046;5.7888;4.3767;3.6762;2.4359;6.1251;2.4148;7.2067;9.7671;4.444;3.0275
1;5.0377;7.1233;2.7217;5.6075;3.8065;3.9233;2.2748;6.1502;2.23;7.3082;10.4908;5.0767;2.6558
1;4.955;7.1812;2.5789;5.4514;3.8529;3.6882;2.5282;6.1959;2.2876;7.1289;10.3167;4.7328;2.8408
1;5.2918;6.9511;2.9245;5.9798;3.5725;3.8407;2.6236;5.6632;2.3615;7.2493;10.4675;4.318;3.1474
1;5.6799;7.0411;2.5808;5.9308;3.5143;3.8262;2.6456;5.3839;2.2927;8.1367;10.5474;4.3106;2.9663
1;5.8564;6.9936;2.6594;5.5205;3.3522;3.9903;2.642;4.741;2.1978;8.4817;9.4487;4.2323;3.0744
1;5.8948;7.4012;2.4112;5.5859;3.3493;3.944;2.518;4.9933;2.0991;8.6341;9.487;3.7453;3.0526
1;5.9909;7.485;2.411;5.842;3.2208;4.1899;2.5497;4.0587;2.1983;8.5612;10.5011;3.6401;3.2093
1;6.1782;7.3873;2.3589;5.5037;3.3026;4.2873;2.5499;4.3449;2.3299;8.8237;10.346;3.8987;3.1596
1;5.9241;7.9089;2.465;5.4409;3.2166;4.5008;2.4383;4.7884;2.1444;8.3236;10.233;3.4604;3.2595
1;4.9522;7.6032;2.3979;5.2761;3.0175;4.7467;2.3536;5.2057;2.551;8.5007;10.2468;3.4457;3.4529
1;6.0835;7.2307;2.4831;5.5131;2.9098;4.7386;2.3845;4.8481;2.7162;7.6746;9.7949;3.5719;3.2078
1;6.0098;7.189;3.0329;5.396;2.9204;4.8105;2.5319;5.5927;2.734;6.9082;9.6531;3.4388;3.1906
1;6.8581;7.8502;3.5345;5.744;2.9121;4.6699;2.3998;5.4593;2.8384;7.3551;9.9833;3.3677;3.2383
1;6.378;7.6428;2.2293;5.4162;2.8333;5.022;2.1775;5.1524;2.9344;7.6136;10.0996;3.2052;3.5448
1;5.914;7.305;3.4648;5.6948;3.0148;5.05;2.1116;4.3432;2.8405;7.8447;9.5717;3.2788;3.4313
1;5.7464;7.2958;3.4814;5.5402;2.9883;5.0435;2.2739;4.1768;2.4154;7.7467;10.2664;3.3566;3.7077
1;5.3647;7.0954;3.3635;5.8478;2.8414;5.1574;2.2473;3.8499;2.3484;7.3734;10.151;3.2447;3.5796
1;5.2144;6.8577;3.4484;5.6686;2.6571;5.3948;2.666;3.9926;2.3905;7.7933;10.0229;3.4605;3.4894
1;4.6651;7.0149;3.5956;6.0575;3.1626;5.5449;2.3445;4.3011;2.0984;8.303;9.7735;3.1955;3.3153
1;4.8982;7.3203;4.0433;6.0216;2.789;5.4674;2.3669;4.3498;2.0953;8.3786;9.984;3.3765;3.5943
1;4.7431;6.8396;3.8924;6.1292;2.6562;5.479;2.3939;4.5525;2.1862;8.6571;9.9368;3.5896;3.7619
1;4.3864;7.2122;5.0166;5.8289;2.6919;5.5133;2.4051;7.2816;2.3025;8.7361;10.6686;3.5731;3.3919
1;5.1682;7.1419;5.1796;5.8462;2.8952;5.1689;2.2014;7.3512;2.1714;9.2731;10.1968;3.4486;3.1604
1;5.2613;6.6255;5.7783;5.7907;2.8423;4.6463;2.2035;8.3034;2.0896;8.4439;9.825;3.3841;3.1226
1;5.2664;6.2403;6.0723;5.4337;2.9545;4.7526;2.3763;9.4407;2.077;8.3334;9.935;3.7223;3.2913
1;4.2659;6.308;6.2173;5.7877;2.8323;4.8741;2.5206;9.7373;2.3815;8.2919;10.3109;3.9284;3.2058
1;5.1926;5.8786;6.4432;5.4424;2.7869;5.0823;2.2567;8.7157;2.1902;8.2679;10.0679;4.3417;3.3221
1;5.2132;5.9115;6.0631;5.7702;3.0146;5.3142;2.4304;7.798;2.2292;8.7721;9.9138;4.3762;3.3564
1;5.3875;5.9927;5.9378;5.2625;2.7241;5.4622;2.2832;6.7302;2.4182;8.3712;10.0935;4.436;3.8123
1;4.8888;5.9804;5.6424;6.2573;2.8474;5.8513;2.3467;6.2456;2.7961;7.7483;9.4418;4.5393;3.6039
1;4.8105;5.7293;4.98;6.0001;2.8138;5.2951;2.3025;5.6445;2.6576;7.7275;9.6542;4.4985;3.6246
1;4.5533;5.8955;4.9805;5.7412;2.9808;5.5308;2.4076;5.9901;2.4888;8.1112;9.5337;4.0627;3.9119
1;4.7871;5.7373;5.0887;6.3219;3.0574;5.4571;2.1317;5.72;2.2854;7.6423;9.8419;3.8584;4.0977
1;4.4974;5.847;5.007;6.2294;2.9235;5.0784;2.3441;6.2214;2.203;8.0332;9.3988;3.6818;4.0804
1;4.2191;5.8937;5.4272;6.5289;3.2399;4.9082;2.4623;5.9284;2.132;7.4584;9.5207;3.7446;3.9399
1;4.8874;5.8353;5.0943;6.9141;3.4631;4.6246;2.3336;6.0745;2.2662;7.7253;10.0433;3.3522;4.1927
1;5.3502;6.0866;5.2954;6.338;3.2534;4.7929;2.1018;5.7392;2.139;7.9007;9.8542;3.305;4.1722
1;5.4272;5.6332;4.6841;6.4416;3.6538;4.6901;1.975;5.269;2.2159;7.228;10.1339;2.9864;3.7215
1;5.3568;5.5331;4.9052;6.2372;3.9321;4.8796;2.1151;5.0265;2.1793;6.9699;10.0353;3.1022;4.1668
1;5.2593;5.6467;5.1142;6.4588;4.0801;4.7387;2.3041;4.9137;2.1541;6.9897;9.9526;3.1215;3.5609
1;5.1803;5.6668;4.9017;5.9441;4.6593;4.9147;2.1215;4.6041;2.5965;6.9758;10.212;3.252;3.4662
1;4.5522;5.4162;5.2033;6.0941;4.7795;4.7585;2.0808;5.0917;2.3745;7.0913;9.7682;3.4704;3.5276
1;5.5737;5.9031;4.6532;6.1765;4.907;4.6541;1.9816;4.6807;2.4918;6.7446;10.4998;3.2011;3.481
1;6.582;5.7391;4.5354;5.7633;5.1454;4.7272;2.0178;4.0667;2.2188;7.0765;9.9354;3.2736;3.4199
1;6.5016;5.5567;4.1243;5.9616;5.2995;4.4463;2.0848;4.5945;2.3712;7.0345;10.1191;3.5626;3.384
1;7.0083;5.7424;4.4506;5.7589;5.6229;4.1522;2.2104;4.5283;2.3961;6.608;10.4088;3.3652;3.1328
1;6.57;5.5758;4.3046;5.3222;5.7802;4.5284;2.0939;4.2804;2.4984;6.6354;10.3234;3.5656;3.4438
1;7.6634;5.3746;4.5243;5.7652;5.394;4.7961;2.2078;4.9192;2.6243;6.8099;10.388;3.1327;3.5468
1;7.882;5.5058;4.3833;5.8526;5.3686;4.9423;2.1021;4.9804;2.748;6.6169;9.7835;3.3695;3.6079
1;7.9829;5.3932;4.8165;6.2553;5.3021;5.1947;2.2181;5.7296;2.7298;6.2388;10.202;3.4535;3.8432
1;8.5122;5.1394;5.2536;6.0902;4.9458;5.0505;2.1538;4.9271;2.6233;6.4897;10.271;3.3632;3.9149
1;7.9701;5.2581;5.7412;5.972;4.6122;4.7265;2.1254;5.5107;2.3531;6.6259;9.6903;3.0824;4.3794
1;7.986;5.5194;6.0998;6.1865;4.3798;4.8789;2.2383;5.4376;2.5868;6.4089;9.6448;3.3195;3.8189
1;8.0978;5.3251;6.7129;5.5219;4.0123;4.6754;2.3236;6.166;2.6659;6.3751;9.4898;3.4829;3.3967
1;7.7827;5.5221;6.869;5.6221;3.7085;4.5092;2.299;5.9044;2.4216;6.8879;8.8925;3.3975;3.874
1;6.8676;5.5342;6.9517;5.8406;3.7126;4.4014;2.2384;5.4868;2.7578;7.2305;8.8272;3.4874;4.0501
1;7.2207;5.7379;7.1265;5.4553;3.7126;4.4122;2.2802;5.7273;2.4269;7.592;9.8308;3.618;3.9229
1;7.1362;5.4673;6.9524;5.8377;3.7477;4.4898;2.3633;6.9769;2.4527;7.7962;9.4105;3.2548;3.828
1;6.4732;5.6202;7.1749;5.5564;3.5242;4.3925;2.3482;6.991;2.3682;7.7475;9.8243;3.33;3.9834
1;6.288;5.2155;6.8715;5.0558;3.6351;4.4123;2.3424;6.7864;2.4511;7.1344;9.434;3.274;4.1376
1;6.1552;5.1133;7.0233;4.6265;3.7607;4.3854;2.2691;7.0415;2.4865;7.1823;9.71;3.3363;3.7828
1;6.7665;5.0991;6.7831;4.4749;3.4983;4.5893;2.2408;7.6289;2.5828;6.995;9.7929;3.1971;4.0811
1;6.2084;5.0326;6.7184;4.4358;3.3694;4.5771;2.6237;7.6365;2.2549;7.1405;9.363;3.4444;4.2159
1;6.4967;4.7312;6.1745;4.3318;3.1894;4.5006;2.5458;6.9291;2.2417;7.0865;9.7382;3.4328;3.9348
1;6.5631;5.4769;5.8216;4.2722;3.3756;4.7056;2.652;6.2704;2.5074;6.981;9.5945;3.5178;3.6516
1;6.5967;4.5705;5.4219;4.839;3.2923;4.8013;2.7089;5.8788;2.6324;7.1682;9.7203;3.4808;3.5552
1;6.871;4.7013;5.1791;5.1224;3.0804;4.7677;2.5177;4.9104;2.5187;6.8889;9.8494;3.2195;3.5143
1;6.7887;5.1732;5.1669;4.7778;3.056;5.0794;2.6013;5.9186;2.1102;7.1776;9.9074;3.2004;3.5088
1;6.6547;5.4414;5.0924;5.0189;3.2577;4.9686;2.8388;5.1948;2.1955;6.5525;10.328;3.5654;3.3129
1;6.854;5.5064;4.9337;4.9778;3.2464;5.0744;2.8148;5.3577;2.3839;6.4032;10.2354;3.3847;3.4489
1;7.1737;5.4559;4.883;4.8546;3.0005;4.9562;2.7161;4.8804;2.3482;6.448;10.6527;3.4434;3.5215
1;6.8467;6.0022;4.5853;5.4039;2.9093;4.6006;3.0945;4.752;2.1886;6.5114;9.8544;3.3733;3.7396
1;6.3347;6.2463;4.5265;5.4135;3.1135;4.8743;3.0071;4.6969;2.1861;6.3707;9.805;3.3304;3.8845
1;6.0916;5.9723;4.4291;5.3325;3.3122;4.7488;3.1653;4.4471;2.1479;6.2018;9.8809;3.115;3.7848
1;6.6622;5.8452;4.3205;5.2883;3.0664;4.8013;3.1215;4.6509;2.0615;6.0286;9.7079;3.0762;3.8291
1;6.0429;6.215;4.0676;5.1667;3.0666;4.8328;2.9646;4.5968;2.3302;5.9201;9.8587;3.1835;3.4016
1;5.8164;6.067;3.9617;5.2737;3.1726;4.6095;3.3649;4.8319;2.2187;6.1205;9.8275;3.3154;3.4793
1;5.8931;6.5434;3.8274;5.1735;3.5489;4.6119;3.2615;5.0137;2.1186;6.2848;9.9931;3.5652;3.3623
1;5.7033;6.2622;3.7564;5.071;3.2455;4.4449;3.3661;4.6716;2.0999;6.483;9.6487;3.5124;3.2068
1;6.0242;6.8621;3.8718;5.1191;3.1133;4.5908;3.2288;4.4733;2.1831;6.4707;10.2982;3.8401;2.9286
1;5.7765;6.8611;3.8089;5.0781;3.2859;4.5571;3.0512;4.3455;2.0979;7.2778;10.1546;4.6168;2.9787
1;5.9812;6.7413;4.0177;5.2764;3.078;4.2496;3.1335;4.3469;1.9424;8.0223;10.2804;5.1966;2.6165
1;5.6121;7.1759;3.8863;4.7573;3.3017;4.1518;2.9858;4.733;2.1429;8.3514;10.4455;5.3011;2.6002
1;6.0948;6.9801;4.2996;5.3776;3.1962;4.0556;2.9302;4.478;2.1589;8.0934;9.9076;5.8638;2.4923
1;6.9313;7.1146;5.5066;5.2088;3.1532;4.2018;2.9709;3.8584;2.3366;8.5306;9.0267;6.3209;2.4843
1;7.4589;7.0786;6.5199;5.7917;3.0625;4.5985;2.9253;3.8021;2.2204;8.6904;9.6362;6.6272;2.3928
1;7.2973;7.4632;6.9209;4.9753;3.0503;4.5715;3.3546;4.2607;2.364;9.0059;10.6602;6.7966;2.5656
1;7.3479;7.2676;7.2797;5.3996;3.3537;4.8314;3.3964;4.0753;2.3507;9.2587;11.6247;6.7963;2.5573
1;6.8499;7.1052;6.8494;5.0081;3.1875;4.8178;3.3462;4.2231;2.3683;9.3986;11.4142;6.9231;2.9616
1;6.2267;7.3203;6.5386;5.2205;3.2644;5.0117;3.6087;4.4519;2.4769;9.5544;10.8248;7.3287;2.6011
1;6.1365;7.6021;6.6415;4.5966;3.1823;4.9615;3.483;4.3568;2.744;9.5137;11.2699;6.9691;2.7519
1;5.8916;7.5546;6.6013;4.9567;3.138;5.2584;4.043;3.9782;2.3182;9.5844;11.0387;7.1231;2.6434
1;6.0248;7.345;6.3789;5.0404;3.115;5.0571;3.8817;4.5732;2.4346;9.7744;11.2166;7.9465;2.4162
1;5.733;7.0003;6.1851;4.9395;3.1304;5.3112;3.7537;4.3797;2.1695;9.5119;11.0894;8.6275;2.6265
1;6.159;7.0049;5.8307;4.7344;3.0714;5.3354;3.7385;4.0654;2.2869;9.4443;10.6479;8.3986;2.7657
1;5.8714;7.1286;5.4895;5.0152;3.1433;5.0413;3.7433;3.7457;2.1399;9.3794;10.0556;8.1913;2.4997
1;5.6601;7.3153;5.6627;5.1784;3.078;4.6154;3.6269;4.188;2.3;9.524;9.931;7.752;2.2782
1;5.4437;7.235;5.5155;5.6475;3.1725;4.4925;3.6676;3.5845;2.2486;9.3381;10.8299;7.5325;2.5438
1;5.8019;7.2799;4.9739;5.6711;3.383;4.3975;3.6792;3.9442;2.118;9.3467;10.8762;7.4738;2.1459
0;5.4438;7.2675;4.7912;5.8292;4.045;4.2896;3.7129;3.8727;2.3834;9.3645;10.5524;7.8466;2.0469
0;5.0823;7.0384;4.4368;5.4506;3.984;4.0066;3.8302;5.0906;2.144;8.8492;10.1512;8.0203;2.4322
0;5.317;6.8681;4.4738;5.6597;4.0602;4.1231;3.7197;4.6036;2.3543;9.2926;10.1717;7.88;2.1365
0;5.0153;6.6706;4.3353;5.9658;4.3795;3.9686;3.9017;5.163;2.4097;9.8067;9.9359;7.9759;2.69
0;5.3306;6.7928;3.967;5.6054;4.7624;3.9171;3.9039;5.4477;2.4369;10.2631;10.2231;8.0357;2.5284
0;5.21;6.5315;4.6365;5.6197;4.8216;3.83;3.9832;4.3561;2.1452;10.173;10.5692;7.8045;2.4858
0;4.486;6.1203;4.2865;5.2631;4.8048;4.0121;3.6976;4.5468;2.0416;10.1259;10.6362;7.4604;2.6625
0;6.1357;5.8257;4.2273;5.2555;4.4056;3.8161;3.5416;3.9733;2.1144;10.0674;10.9643;7.4567;2.4856
0;6.8796;6.2946;4.467;5.447;4.4696;3.7933;3.3782;3.792;2.325;9.676;10.3671;6.5521;2.272
0;7.3005;5.8537;4.2882;5.5483;4.4583;3.8164;3.5732;4.0205;1.8888;9.4361;10.3825;5.6453;2.1764
0;8.1729;6.2676;3.8187;5.6149;4.3222;3.646;3.1364;4.2083;2.0538;8.9549;10.1945;4.9032;2.1705
0;7.7417;6.063;3.919;5.2671;4.347;3.6511;2.983;3.8565;2.1208;8.6522;10.6735;4.9747;2.0415
0;7.1109;5.9169;4.3192;5.3992;4.0782;3.7788;2.9391;4.4727;2.0329;8.6301;10.5879;4.8332;2.3032
0;7.1475;5.7692;3.9177;5.0932;3.8937;3.7717;3.3122;3.9876;2.0852;8.47;10.5076;4.7273;2.2411
0;6.6799;5.6599;3.8473;5.1923;3.6855;3.6076;2.9783;4.5062;2.173;7.7989;10.6106;4.402;2.0691
0;6.8434;5.5146;4.2971;5.0155;3.8671;3.738;2.604;4.4966;2.3819;7.5021;10.9182;4.3446;1.909
0;6.2353;5.9365;4.2974;4.8218;3.5634;3.8243;2.9264;5.0826;2.5921;7.4874;10.9497;4.3077;2.0153
0;7.1011;6.2565;4.3626;5.227;3.9541;3.9161;2.8567;6.1068;2.4847;7.4159;11.1691;4.2757;1.912
0;7.0111;6.4707;4.3691;5.2577;3.9536;4.0533;2.9809;5.0961;2.5753;7.4592;10.5984;4.4915;2.2425
0;6.7659;6.1379;3.8968;5.4181;3.9722;3.8828;2.6284;4.8434;2.8754;7.3491;9.5091;4.4821;2.232
0;6.0545;6.8398;4.0785;5.4301;3.7376;3.9176;2.8303;4.6454;2.5782;6.78;10.567;4.3564;2.3098
0;6.5902;6.051;4.1752;5.2666;3.5441;3.9932;2.7837;5.4006;2.6699;6.686;10.5465;4.4278;1.7688
0;6.5839;6.112;4.2327;5.0523;3.5631;3.9703;2.7041;4.9856;2.7099;6.2048;10.192;4.133;1.8385
0;6.5957;6.5094;4.0924;5.3148;3.8977;3.8458;2.591;5.0021;2.6392;6.3553;10.365;3.8472;1.5436
0;7.0842;6.2911;4.024;5.4935;4.342;3.881;2.7816;5.0941;2.2389;6.2583;10.4668;3.7251;1.3579
0;6.7659;6.4137;3.806;5.811;4.2232;3.8346;2.8315;5.4742;2.5774;6.4189;10.9835;3.4806;1.5255
0;6.7794;6.581;3.797;5.1807;4.7083;3.7559;2.8049;5.4357;2.2844;6.3645;11.8612;3.0605;1.4512
0;6.3058;6.5503;3.8978;5.4988;4.4227;3.9996;2.9021;4.9532;2.52;6.613;12.2848;3.4268;1.5209
0;6.891;7.0643;3.8658;5.4017;4.612;4.106;3.1022;5.1031;2.4081;6.5937;12.8591;2.9595;1.541
0;7.3474;7.0262;4.0915;5.0282;4.9032;4.0185;2.803;5.6512;2.6045;6.2978;13.1319;2.8844;1.2875
0;7.2472;7.5611;3.8686;5.2995;4.6861;3.8478;2.5118;6.6173;2.4783;5.6463;13.3499;2.8647;1.2462
0;7.0065;8.0625;4.1034;5.4125;4.831;4.1044;2.8199;7.6101;2.7662;5.7943;13.7786;2.7656;1.1374
0;7.3005;7.915;4.2898;5.5729;4.7895;3.9522;2.5674;7.9185;2.8267;5.588;14.0129;2.858;1.0358
0;7.7454;7.5494;4.0773;5.276;4.4795;4.3646;2.3918;8.5946;2.6126;5.561;14.0199;2.774;1.1276
0;7.8341;7.0388;3.955;4.7938;4.673;4.3677;2.6748;8.161;2.7216;5.6593;14.4796;2.9036;1.0642
0;7.4065;7.2177;3.6881;5.4181;4.2912;4.3513;2.7487;8.6773;2.9658;5.6541;14.161;2.7505;1.3546
0;7.2464;6.8068;3.7482;5.2334;4.4762;4.5789;3.1032;8.2626;2.607;5.8904;14.2018;2.9201;1.2841
0;6.9107;6.5838;3.3474;5.6394;4.5332;4.9965;3.0359;8.6799;2.2361;5.3219;14.3517;2.6406;1.1676
0;6.8774;6.4929;3.2403;5.2865;4.2277;5.2142;3.0222;8.5932;2.2372;5.7254;15.0461;2.7154;1.1051
0;6.9767;6.1565;3.0305;5.4;3.8633;5.5283;3.2206;8.4393;2.5332;5.4022;15.2647;2.6709;1.1807
0;6.1788;5.4864;2.9991;5.1378;3.8491;5.6231;3.506;8.9129;2.2973;5.3435;15.206;2.4767;1.1637
0;6.0015;5.9428;3.1361;5.0213;3.9461;5.6196;3.7195;7.7495;2.5702;5.379;15.6857;2.6467;1.1107
0;5.5146;6.2037;3.1259;5.0813;3.3497;5.6652;2.8571;8.2798;2.5718;5.3671;15.0494;2.6296;1.2501
0;4.942;6.4343;3.0675;5.1751;3.6308;5.4187;2.9735;7.0689;2.6613;5.585;14.8006;2.6794;1.1951
0;5.3485;6.3151;3.3654;4.8322;3.4508;5.4538;3.3898;6.7442;2.8412;5.5129;14.9659;2.6732;1.2712
0;6.6646;5.9674;3.3049;4.6657;3.3911;5.2868;3.655;6.6244;2.6483;5.6895;14.9681;2.4806;1.0919
0;5.3878;6.4359;2.2593;4.6178;3.3952;5.2195;3.8629;6.2661;2.415;5.5467;15.2623;2.3358;1.4765
0;5.277;6.6145;3.0567;4.8422;3.5636;5.223;3.6353;5.9529;2.4949;5.7751;14.9565;2.3335;1.2249
