odour stim,26/05/2021 Female 3,01/06/2021 Male 4,02/06/2021 Male 2,02/06/2021 Male 3,04/06/2021 Male 4,04/06/2021 Male 7,08/06/2021 Male 5,08/06/2021 Male 11,09/06/2021 Female 10,10/06/2021 Male 2,29/09/2021 Male 4,29/09/2021 Male 5,29/09/2021 female 10,30/09/2021 Male 1,30/09/2021 female 2,30/09/2021 female 3,19/10/2021 male4,19/10/2021 female7,27/10/2021 female 4,,
,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,,
4,5.4456,1.6137,4.8536,3.7585,10.546,20.309,7.0833,40.1208,5.1922,6.8566,58.1643,10.5797,13.5524,15.2375,10.9909,20.576,10.6879,15.8069,27.3812,,
4,5.6188,1.7474,5.0795,3.1861,11.297,19.0919,7.8732,37.0136,4.9031,6.9557,59.705,10.134,13.5154,17.1439,8.4433,20.3164,10.7568,16.0646,31.8174,,
4,6.7628,1.7602,5.3948,3.7679,10.5395,19.2119,6.9002,35.8788,5.112,6.6774,61.91,9.8707,13.0901,17.4315,10.0602,19.8439,11.2233,14.5031,31.7685,,
4,7.6939,1.7146,5.9517,3.9599,9.8953,19.2042,6.8268,32.6923,4.9686,7.1767,62.8714,9.3018,10.5095,17.5519,8.6945,21.0152,11.9241,14.2784,37.4317,,
4,7.0823,1.6463,5.4781,3.986,11.6758,22.1228,6.222,34.4704,4.7834,7.0018,63.4222,9.7753,11.0034,18.4962,8.6073,19.885,10.6236,15.7127,40.8331,,
4,7.5762,1.8041,5.8412,4.2225,11.5139,25.3334,6.4264,33.9778,5.3313,6.7404,57.5863,8.3989,9.8966,18.9782,8.7866,20.6216,10.9903,15.7402,39.3348,,
4,8.5072,2.0427,5.5107,3.4484,12.9256,31.4258,5.9947,35.2994,5.1007,7.3137,52.7604,9.9019,9.6998,18.468,8.1238,21.0261,11.9736,15.1436,37.177,,
4,9.8956,1.9258,5.3712,3.7864,17.9567,37.446,5.6596,33.7214,5.2832,7.4901,58.7005,8.9048,9.029,18.1966,9.8111,20.4908,12.1847,13.9423,31.9017,,
4,11.8038,1.9214,5.8127,3.5768,21.9785,41.7655,5.449,37.5527,5.2778,7.3502,57.5685,8.3046,8.5143,17.9759,8.7466,19.3955,13.1609,14.1704,29.7221,,
4,11.2989,1.894,5.1106,4.2927,22.1543,44.5472,5.5175,51.1964,5.4944,7.7415,61.3745,9.8289,8.8933,17.1222,10.3123,20.7007,13.6512,13.1842,27.7342,,
4,11.3718,1.8601,5.572,4.1568,24.4413,43.3173,5.6491,58.3647,5.1713,6.9487,59.8265,8.6383,8.4825,16.6021,8.7658,22.1159,13.6641,13.4852,24.7605,,
4,12.4392,1.6628,5.4398,3.8816,24.0323,42.3229,5.5018,55.6329,4.9287,7.6119,57.3813,8.5389,8.0497,15.8122,11.5723,21.9642,13.9414,12.5519,19.5724,,
4,11.8323,1.9429,5.3516,3.7372,21.9557,42.9873,4.9911,49.9382,5.05,7.4352,57.9949,8.2678,7.5279,17.391,8.666,21.5879,14.2001,12.6509,21.0827,,
4,10.9386,1.7736,5.2621,3.7435,22.6285,41.8879,4.8652,44.7256,4.5583,7.4582,62.1029,9.3823,8.6483,15.1879,11.0619,21.4868,14.455,13.71,23.9682,,
4,11.6322,1.499,5.1685,3.5232,26.6719,39.8995,4.3837,44.4342,4.907,6.5241,60.6903,7.5379,6.3534,16.5997,9.3443,18.9013,18.2207,16.6364,20.1735,,
4.5,14.1149,1.7364,5.0506,3.9299,27.0216,38.3235,4.3569,41.8824,4.9733,7.2571,58.429,8.7434,5.065,16.688,10.9341,16.7479,19.888,19.3725,12.1977,,
4.5,14.8559,1.7794,5.1268,4.3666,28.9352,40.0235,4.2208,40.1195,4.7606,6.2309,56.5095,7.9131,4.5054,18.6214,9.5515,15.866,21.0663,18.3505,21.296,,
4.5,14.9581,1.9054,5.3589,3.9367,26.3003,40.5327,3.7747,37.9849,4.914,7.5956,53.4229,8.6781,3.4759,18.7321,9.9892,14.4111,20.971,20.2584,23.41,,
4.5,14.2246,1.9137,5.4173,4.2877,23.1388,42.1589,3.5774,34.4389,4.7102,7.0372,50.0088,7.7121,5.486,20.2444,10.1957,15.6793,16.8468,21.9244,24.6193,,
4.5,12.0219,1.7729,5.3684,4.5448,23.9012,42.2767,3.9741,31.5439,5.091,8.0765,47.7,8.1044,4.4551,19.9011,9.6522,17.1356,20.5727,22.0914,21.8533,,
4.5,10.6185,1.5553,5.2604,4.4427,25.1244,47.0748,3.8297,28.9218,4.8198,7.4699,46.0639,8.1385,7.6082,18.753,10.6301,17.2576,20.249,21.6,24.1266,,
4.5,9.7227,1.6605,4.9211,2.8945,25.964,44.8978,3.288,27.2157,5.0511,7.7429,46.4592,8.1286,3.2034,17.1476,9.2132,17.5036,19.2677,20.0275,24.0126,,
4.5,8.8136,1.3289,5.0225,3.7378,24.8567,42.289,3.2719,25.5604,6.124,7.3502,47.0199,8.812,8.7732,16.8599,10.9874,16.5395,19.036,18.3141,22.6868,,
4.5,8.0863,1.4026,5.1819,4.7675,25.926,39.3412,3.6273,24.8242,7.7799,7.4989,43.1141,8.5193,6.3959,16.1713,9.6432,14.6139,17.4691,18.8137,22.4009,,
5,8.259,1.6058,4.8384,3.4895,23.194,42.5764,3.6811,24.0485,10.375,7.3215,46.5645,9.3123,7.6721,12.86,9.5725,14.4186,17.9801,19.5375,20.474,,
5,8.448,1.1965,5.3801,4.0068,25.3081,44.6112,3.8148,22.7542,10.1964,6.5945,60.0744,8.0226,8.2077,14.1127,9.8343,12.0552,17.527,19.5595,20.4967,,
5,7.4044,1.7218,5.2464,3.6524,25.9661,44.1636,3.7316,21.6107,9.4742,6.432,65.8721,9.1461,7.4982,12.8925,8.9239,12.0643,16.6583,19.6268,19.9516,,
5,7.176,1.6757,5.5003,3.6846,25.4377,43.5012,3.6213,20.0476,8.6978,5.909,64.8378,8.2708,9.9054,13.0908,10.4989,10.8719,14.5238,21.0777,18.121,,
5,7.6912,1.4424,5.559,3.2741,22.4081,40.5878,3.6291,20.1543,8.2817,6.608,61.009,9.8303,9.5085,12.512,9.0826,10.5185,13.3649,21.2667,17.3707,,
5,6.6304,1.4813,5.966,3.2449,20.0774,38.699,3.271,21.2888,7.9744,5.8931,56.8035,8.9391,14.8826,13.574,9.0734,10.5436,12.0637,19.9622,17.9758,,
5,6.331,1.559,5.6078,3.6603,17.652,38.3722,3.1696,20.0064,7.3398,6.4345,56.0865,8.7302,12.0318,12.6702,9.3664,10.497,10.5727,19.132,18.2743,,
5,6.6145,1.7327,5.7065,3.8752,15.8607,37.8378,2.8551,20.7836,7.7296,6.1863,56.0755,8.7584,13.1799,11.8101,9.0672,10.542,9.594,16.9746,17.4428,,
5,5.991,1.6402,5.4866,3.7901,13.7111,34.6155,3.14,24.207,7.222,6.8722,55.4651,9.3827,12.2032,11.0623,10.3242,10.2263,8.5129,21.4639,15.9924,,
5,6.6186,1.3036,5.4611,4.2521,12.2907,32.1554,3.3553,26.0609,7.2964,6.6055,53.1336,9.7859,12.57,11.7998,10.0937,10.0913,7.8829,28.1313,18.0545,,
5,6.9475,1.3151,5.1049,3.6236,11.8992,36.069,3.4305,31.8418,7.733,5.9943,58.6707,8.5331,10.3652,11.9479,10.2996,10.2503,7.5656,27.5148,17.4065,,
5,6.4027,1.6685,5.2674,3.6622,11.0006,38.7028,3.1866,32.6447,8.0655,5.813,64.0276,9.3495,11.5548,12.9328,9.6816,10.0118,7.4788,25.9801,17.1503,,
5,7.0549,1.4683,5.1893,3.4409,10.4384,41.9303,3.0189,31.2545,7.993,5.2146,65.289,8.6976,9.3994,15.0831,11.601,10.1027,7.6493,24.1024,16.3928,,
5,6.8458,1.425,4.8951,3.6059,9.648,40.1309,2.8859,29.7893,8.1957,6.4922,59.0025,8.6536,9.2619,16.8214,13.0352,10.0635,7.2413,23.0708,20.5779,,
5,7.2474,1.6278,5.6466,3.6026,9.174,38.8513,3.1471,27.3575,9.0252,6.2836,55.4123,7.7152,9.8124,17.4846,12.7321,9.7176,6.4923,23.5588,21.0187,,
5,8.3376,1.8391,5.4748,2.9317,8.8761,38.5305,3.1302,25.8715,10.1922,6.619,45.3173,8.4099,7.9375,16.3437,12.9123,10.0034,7.3359,24.6412,21.6465,,
5,10.5465,1.8457,4.983,3.1658,8.1993,35.7682,2.9354,30.1749,10.7896,5.9621,42.734,8.5138,8.3657,14.6793,14.0691,10.1589,7.9807,23.8124,21.1014,,
5,10.7752,1.525,4.8407,2.5395,8.1063,33.8508,3.3035,28.6501,11.4614,6.2266,41.057,9.636,6.8967,16.3646,12.5828,10.0047,7.9221,23.2034,20.0918,,
5,11.7508,1.7719,4.9591,3.6061,7.7408,32.095,4.3014,27.6177,10.2914,6.505,43.7113,8.0181,9.3198,22.0964,12.9925,10.1761,9.7432,24.0096,19.6193,,
5,11.3583,1.5822,5.2543,3.6894,7.4368,32.0935,4.0246,26.8147,9.1073,6.426,41.1383,9.3342,6.9787,26.3236,12.0307,9.7682,10.3906,26.2914,19.7226,,
5,10.5151,1.8976,5.0701,3.3482,7.6806,33.6508,3.4856,25.0561,8.7024,6.4625,39.4047,8.8075,9.1064,24.5374,12.302,9.1197,11.1384,27.4405,22.8891,,
5,11.5678,1.875,4.9297,3.7131,7.6635,32.9681,3.715,23.4984,8.2375,5.7288,43.0736,8.6797,6.7482,23.5814,14.9734,9.8673,10.323,27.8309,20.6485,,
5,11.0934,2.0563,4.7639,3.7767,7.3615,30.7096,3.3997,23.1077,8.3677,5.8945,40.551,8.826,8.1181,23.353,15.8876,8.7739,13.5399,28.1986,22.0292,,
5,10.9558,2.1867,4.4967,3.7687,7.1799,34.4659,3.759,25.341,9.4533,5.0623,49.9351,8.435,6.601,21.3664,17.4213,9.41,15.538,33.7416,17.0106,,
5.5,10.7855,1.9592,4.4764,2.9637,7.4274,37.6408,3.287,25.9723,9.5874,5.2617,53.7961,8.7351,7.0447,21.0186,15.8126,8.8461,18.39,37.9663,15.0272,,
5.5,10.9935,2.2544,4.2762,3.5042,7.1095,40.8832,3.3874,25.7313,10.804,5.0326,49.1324,8.712,5.4712,18.7587,16.9696,8.8657,16.482,43.4777,22.2002,,
5.5,12.9151,2.296,4.303,3.633,7.1815,42.0849,3.3744,24.6866,10.983,5.3297,45.3428,8.6293,5.9588,19.1305,14.7376,8.5051,16.1795,46.4082,22.3802,,
5.5,11.8616,2.1436,4.4438,3.9685,7.5472,40.3806,3.5399,24.6231,10.4212,4.8488,42.6325,7.192,5.55,18.5041,14.2588,8.8164,15.2111,43.0653,21.888,,
5.5,10.5261,2.1819,4.2424,4.0189,7.184,37.7101,3.4515,23.2554,9.9384,5.0163,39.0413,8.3457,4.8234,16.5597,14.8807,8.8167,14.7059,46.6337,17.8659,,
5.5,9.4071,2.0467,4.2968,2.8074,6.8352,35.3165,3.2949,22.4046,9.0666,4.9795,37.4196,7.3423,5.3028,17.029,14.8905,9.1423,12.5135,54.5684,22.8946,,
5.5,8.1702,2.4272,4.7957,3.1422,8.3702,34.6944,3.1608,24.5863,10.215,4.5145,31.9393,8.9305,4.4258,15.4942,18.8318,9.3356,11.5759,52.9973,22.9692,,
5.5,7.7652,2.2528,5.7073,3.9475,8.4373,32.7286,3.2303,23.4369,10.5397,5.0868,30.8417,7.7888,7.7852,18.5668,16.3925,8.9767,10.3327,49.6557,21.2587,,
5.5,7.0056,2.6037,5.7098,3.2466,7.8924,30.6565,3.192,23.1504,10.6629,4.6402,26.7706,7.7936,5.6609,18.9513,18.9258,9.6531,10.2593,48.6206,20.5673,,
6,6.3076,2.8084,5.2297,3.9057,7.559,28.2587,3.6879,22.6883,10.3971,4.9444,25.1049,7.4154,10.3424,19.0259,15.9185,9.3322,10.5097,51.1155,17.4791,,
6,6.0279,2.4793,4.8179,2.8687,7.5986,26.805,3.5187,20.4332,9.6734,4.5181,23.3497,6.9367,6.273,18.7999,15.3876,10.4763,9.6332,52.8137,22.1931,,
6,6.1152,2.4983,5.0693,3.6917,7.3741,31.5455,3.354,22.3245,8.7059,4.7748,22.9718,7.7316,12.5459,18.3857,13.7056,9.7267,9.3069,52.479,22.8366,,
6,6.0334,2.4028,4.5745,2.9163,7.0912,33.0601,3.8206,23.0841,8.067,5.0032,22.8772,7.2989,7.2645,17.5547,15.1495,11.9053,9.0495,47.332,22.3006,,
6,5.8263,2.1824,4.87,3.6294,6.4613,32.2461,4.5224,21.8815,6.625,4.5729,21.6526,7.1572,12.1376,15.9589,19.1519,12.4544,8.9562,43.5168,25.467,,
6,5.6598,2.2798,4.9034,3.5455,6.7975,32.5389,5.6382,20.4963,6.5068,4.5761,20.3198,6.8966,6.7472,16.0986,18.0465,14.4054,7.5515,39.5945,26.4024,,
6,5.0042,2.2516,4.8041,3.0858,6.2946,34.6868,4.8334,19.7779,7.7423,4.6615,19.1126,7.2523,10.4928,15.9415,18.6864,15.0533,8.7445,42.1265,26.7146,,
6,5.167,2.5503,4.3392,3.4375,6.1095,33.2429,4.33,19.5818,9.9585,4.5669,19.36,6.5347,7.7923,16.6689,15.9966,16.9781,9.4389,41.8172,24.8074,,
6,4.5353,2.4619,4.5778,3.7636,6.3608,29.9812,4.1519,22.01,9.8338,4.3743,18.5006,7.5154,8.5012,17.1226,18.7503,17.3733,9.1081,38.0069,24.3127,,
6,4.9129,2.5858,4.7839,3.8044,6.0189,26.6361,3.7565,24.1401,10.9043,4.3984,18.6833,6.8746,7.2627,16.6358,13.7002,17.7837,8.1898,35.299,21.996,,
6,4.6159,2.5738,4.3805,3.6363,6.2427,24.4307,4.0839,25.4368,12.3708,4.3775,17.9857,7.5773,6.0338,15.9515,17.5097,17.8082,7.4505,35.4667,24.3505,,
6,4.2828,2.2633,4.2595,3.6977,6.0668,22.9496,3.7743,24.4271,14.6924,4.534,18.0329,8.0669,7.2167,14.6646,17.9525,16.8859,7.4067,35.9505,25.7615,,
6,4.116,2.3336,4.3414,3.415,5.8389,20.5973,3.7123,22.4341,17.7307,4.7787,16.9024,7.2283,5.8701,15.5438,17.7566,15.7187,6.2079,35.1553,23.1316,,
6,4.4548,2.5268,4.3562,3.1789,5.9641,19.8975,3.7208,21.9956,18.4293,4.6048,16.797,8.0051,6.5853,14.7592,19.0947,17.1825,6.5064,31.5904,25.1831,,
6,3.9938,2.7398,4.4768,3.7227,6.1204,19.1578,3.5165,21.5949,18.1457,4.3814,16.0442,7.5847,4.9123,14.7629,17.7545,18.5095,6.4511,32.9801,21.1594,,
6,4.0431,2.2479,4.5438,3.7629,6.1317,17.8559,3.1738,20.6577,16.9105,4.2649,15.5482,7.6283,7.5333,13.6223,18.5125,22.0832,5.6647,30.2399,22.0751,,
6,4.2115,2.6162,4.6185,3.8689,6.0977,16.6194,3.0769,19.465,15.6525,4.6144,15.8395,7.1116,5.5255,12.6019,15.0945,30.5038,5.4775,27.4309,18.8341,,
6,4.0396,2.6608,4.2045,4.3458,5.7109,16.3673,3.2418,19.3971,14.8539,3.9979,16.2058,8.6269,8.6769,10.6322,16.7535,35.3261,4.8732,25.0832,18.8638,,
6,4.4009,3.0453,4.3631,3.9853,5.8257,16.3611,3.0268,19.2296,13.1558,4.8077,17.2017,9.7309,6.4899,9.3012,13.1972,35.4007,4.8584,22.6509,24.8986,,
6,4.3693,2.8913,4.1115,4.058,5.6032,15.4287,3.4093,20.445,12.7695,4.2015,18.3416,9.8163,7.8019,8.9889,18.815,37.2325,4.8501,21.4859,18.8891,,
6,4.2259,2.9284,4.3345,3.8474,5.679,14.8147,3.5945,21.5232,15.0271,4.529,17.2044,9.925,7.1454,9.4026,16.5035,37.8811,4.6364,20.9567,33.8628,,
6,3.9469,2.65,4.468,3.2249,5.2984,13.96,3.3323,22.1286,14.5149,4.2061,17.0003,8.5889,7.033,9.9166,19.9103,37.583,4.7432,19.4907,25.881,,
6,4.0765,2.8384,3.8329,2.9443,5.5023,13.2075,3.4862,24.7838,15.0322,4.4044,16.8722,9.0311,6.467,10.78,16.7081,34.7539,4.4466,21.3395,21.6833,,
6,4.257,2.9272,4.2179,4.1204,5.3255,12.7119,3.5706,24.8124,14.0213,4.9996,16.4082,8.9901,7.2746,11.1502,14.7605,29.9492,4.2613,20.2103,17.5633,,
6.5,3.9078,3.1375,4.5245,3.2868,5.2469,11.9742,3.8461,27.4671,13.9651,4.5729,17.2484,9.9026,6.4595,10.8637,13.6001,28.467,4.1667,19.6674,23.4755,,
6.5,3.8761,2.8178,4.4948,3.1927,5.5568,11.5233,3.3501,26.2657,13.2898,4.9579,16.6572,9.8539,6.4806,9.6926,13.0688,31.6425,4.1216,18.4316,16.0787,,
6.5,4.0064,2.757,4.7364,3.7828,5.7561,11.4115,3.1838,24.2391,12.8625,4.9097,15.7324,10.2812,6.9147,10.6691,15.2884,29.4121,4.379,17.7711,10.001,,
6.5,4.0613,2.7651,4.6448,3.8013,5.2147,11.4874,3.4149,23.2353,12.1139,4.9869,14.5442,9.5143,7.5266,10.1593,14.9841,26.503,4.2561,17.1058,23.5593,,
6.5,3.9438,2.2179,4.2776,3.6535,5.8605,10.8369,3.1897,22.2639,13.0469,4.5081,14.2513,8.6315,7.0236,11.0161,17.6627,25.072,3.7516,16.4605,13.6707,,
6.5,3.9663,2.1545,4.3027,3.7599,6.6212,10.8976,3.2109,20.949,12.9686,4.8492,13.8342,9.0756,7.0953,10.8034,14.5097,21.7485,3.6544,16.9966,10.9945,,
6.5,3.803,2.0506,4.6592,3.9373,8.3993,10.3168,2.8234,19.7326,12.131,4.3442,13.7941,7.5838,7.3719,10.9376,16.2652,20.4705,3.8488,16.5814,8.2557,,
6.5,3.6693,2.2783,4.6094,3.529,8.6529,10.2646,3.2524,18.5068,13.4979,4.5712,15.3242,8.0036,6.5441,10.8443,15.3885,18.2264,3.6963,16.6887,11.2259,,
6.5,3.8078,2.1638,5.1356,3.7189,8.5162,10.2903,3.0483,17.9175,12.2999,4.7504,19.4472,6.9859,6.7794,9.9608,19.7863,16.3233,3.4949,15.7828,12.649,,
7,3.385,1.9945,7.1969,4.0738,8.295,10.6673,2.8405,17.4489,12.7412,4.5768,21.8834,8.3644,7.0059,10.3501,13.2514,14.4777,3.8951,17.4206,10.6646,,
7,4.2801,2.3175,6.7585,4.0151,9.0352,11.3704,2.9462,19.3242,13.5982,4.8831,27.5997,9.3481,6.3624,9.6817,19.3458,13.9136,3.37,18.1746,13.3747,,
7,3.8319,1.9234,6.3682,3.5386,9.6616,12.5835,3.1299,18.0718,12.2205,4.3902,24.4009,9.5191,6.9097,9.9847,15.2336,12.8898,4.0238,17.1959,19.9052,,
7,3.963,1.9863,6.098,3.6592,10.2496,14.1322,3.0702,17.715,11.876,4.5124,25.348,10.7498,6.9408,9.3018,19.5578,12.2143,3.4286,16.466,12.1543,,
7,4.0842,2.0998,5.5236,4.0575,11.4015,17.9701,2.9866,17.3513,10.5219,4.0326,22.8131,12.349,7.9493,10.4584,15.2242,12.0445,3.6281,17.7766,14.1715,,
7,3.4083,1.7135,5.6676,3.552,11.1793,19.4388,3.0417,16.1268,9.6513,4.3885,22.1561,13.2522,7.4063,10.0616,17.1456,12.6892,3.5959,19.2536,10.1876,,
7,3.9269,1.4334,6.5164,3.4297,12.5964,21.1171,2.9796,16.5412,8.974,4.4642,20.3789,13.3237,7.2076,9.8513,17.2908,13.1615,3.6338,18.1526,12.3712,,
7,3.9568,1.732,7.5543,3.6323,12.2966,30.6271,2.8432,16.1301,8.0147,5.5868,20.95,11.8331,7.1658,9.7255,19.3868,14.7478,3.462,17.633,19.3737,,
7,3.881,1.7923,7.0359,3.9069,10.9276,34.8523,2.7617,17.0812,7.604,5.0687,20.8438,10.4128,7.1916,10.0998,19.2617,15.6415,3.8616,16.4378,12.5083,,
7,3.7992,1.8239,6.9839,3.7713,10.0232,32.4674,2.6675,17.8629,6.315,5.353,20.3388,10.8089,6.5277,14.3355,21.8917,17.0337,2.9485,15.4893,18.6203,,
7,3.721,1.3121,6.8342,3.6823,9.2414,31.1482,2.8638,17.2962,6.0194,5.386,20.4964,9.3046,6.541,15.3409,22.5405,17.2172,3.6306,14.9079,15.414,,
7,4.1586,1.8657,6.1746,3.957,8.2655,30.3172,2.9161,16.3738,6.4196,5.1416,19.2672,10.8458,5.7163,16.3012,19.6111,16.9224,3.8243,14.2818,17.8901,,
7,3.9156,1.8069,5.9216,3.3942,8.109,30.8965,2.7936,16.111,6.3797,5.1193,18.0844,10.9576,6.5211,16.1205,20.3727,16.7205,3.7297,14.0625,13.6253,,
7,4.0484,1.6932,5.2808,3.7129,7.6593,30.3043,2.7521,14.9083,5.8884,5.21,17.816,10.8091,5.2634,15.7406,16.2331,17.6556,3.296,13.2344,20.3475,,
7,3.4514,1.6964,4.8407,3.7464,7.0766,30.1876,2.7294,14.3979,5.9442,5.2231,16.7719,11.1883,6.8031,14.8721,17.8999,18.0102,3.1905,12.6948,21.6863,,
7,3.6925,1.5564,5.1167,3.109,7.7188,29.3737,2.7958,13.9985,5.7261,4.8778,15.9751,12.0232,4.2944,12.8882,16.8699,18.4908,3.6499,13.3732,22.4639,,
7,3.6585,1.5862,5.2713,3.4368,7.1649,27.5474,2.6403,13.6573,5.3472,5.2057,15.5184,10.7203,6.4419,12.1536,18.0713,19.5334,3.4987,12.3986,17.8522,,
7,3.3283,1.844,5.1885,3.9863,6.5701,27.8322,2.9033,13.9695,5.4409,4.0039,15.1346,9.5073,4.8277,11.4589,15.5219,18.899,3.6628,12.5045,14.9652,,
7,3.7473,1.6577,5.2586,3.2529,6.7462,27.7597,3.3216,13.6176,5.389,4.3038,15.7082,10.857,5.2549,11.3002,17.1288,18.538,2.8127,11.4488,18.4402,,
7,3.5653,1.6707,4.4955,3.4586,6.5394,25.1132,3.2621,13.52,5.0651,4.0418,15.2308,9.2036,6.4045,10.5579,14.685,18.8027,3.3848,12.0172,16.7297,,
7,3.4749,1.8398,4.7288,3.2692,6.5986,23.5835,3.5527,13.1994,4.6633,5.0694,14.8907,10.8683,5.6875,10.5762,16.5917,18.222,3.6692,12.3265,14.9249,,
7,3.8384,1.5952,4.9256,3.2727,6.76,22.0463,3.1024,14.6025,4.6346,5.1314,15.3974,10.8348,7.5354,9.9172,20.227,17.1924,3.8346,11.7704,16.5103,,
7,3.6072,1.9263,5.3397,3.9489,6.3411,21.1058,3.3697,14.7559,5.0182,5.3375,15.525,9.8722,5.613,9.6748,22.0729,17.2711,4.5586,12.4495,15.0303,,
7,3.508,1.7485,4.5715,2.7088,6.4741,20.3407,3.4488,14.7667,5.1701,5.6342,15.8062,9.8099,8.4989,9.6715,19.8146,17.6006,4.3211,11.7107,4.9092,,
7.5,3.8291,1.7717,4.9748,3.3596,6.3192,20.4236,3.5475,15.4404,4.8818,5.2369,15.9356,11.9835,6.3644,9.8205,13.5994,17.0577,4.8044,10.8859,21.7726,,
7.5,3.3439,1.9198,5.4043,3.7194,6.1867,22.8805,3.2151,16.3495,4.637,5.6756,15.72,12.6899,10.6765,10.2448,17.2364,16.5557,3.8108,11.3203,14.0575,,
7.5,3.8267,1.5865,6.6527,3.5399,5.8488,25.0014,3.2043,16.3338,4.7024,4.671,15.4887,11.3041,7.1503,11.1149,16.211,16.4619,4.3636,11.7313,13.3979,,
7.5,3.5161,1.794,8.3325,3.6981,5.796,25.0383,3.2316,14.9518,4.7458,5.3152,17.1656,12.0337,15.2258,11.1174,15.5338,16.5984,4.1615,11.7223,13.1165,,
7.5,3.6229,1.5555,9.9119,3.6048,5.8658,26.3329,3.2363,15.8635,4.7555,5.0312,16.5022,10.1353,9.898,10.9792,14.8814,15.4582,4.2484,11.8763,13.119,,
7.5,3.4657,1.3824,8.7576,3.7377,6.0679,29.5382,2.7238,15.1136,4.9504,5.0135,15.67,10.4221,14.591,10.0978,16.9187,14.2726,5.1532,11.7141,9.5814,,
7.5,3.5761,1.3728,8.0198,3.4742,6.292,34.8896,2.7779,15.0897,4.8787,5.1317,15.2245,9.5983,13.0969,9.2039,13.638,13.0609,4.3584,11.8172,8.4523,,
7.5,3.4855,1.3034,6.6794,2.502,5.6808,36.4521,3.0637,13.5987,4.4095,4.7684,15.9315,10.2606,16.0247,9.3181,16.3574,12.39,4.648,12.646,12.4816,,
7.5,3.8266,1.7476,6.7392,2.7312,5.8753,39.9729,3.0752,13.8294,4.6982,4.728,16.7605,10.3893,10.9022,8.9104,14.5431,11.1079,4.5689,11.8942,13.112,,
8,3.3878,1.2503,6.6431,3.783,6.1637,40.2427,2.7339,13.2973,4.9144,4.3732,18.0654,10.1215,12.2961,8.5439,15.6011,10.7001,4.6705,11.7361,11.3227,,
8,3.0076,1.3955,6.3922,4.0424,6.1254,38.8766,2.9814,15.1367,4.5409,4.8201,19.6824,9.374,11.0431,8.4356,12.4877,10.5238,4.6126,11.3333,13.6631,,
8,4.6093,1.4216,6.1781,3.3795,5.6786,34.5244,2.98,24.0801,4.5502,4.5276,18.651,9.1138,10.7089,8.1967,17.557,9.976,5.1338,11.6433,8.1936,,
8,5.0396,1.5415,6.1923,3.9926,6.1412,32.8783,3.2346,28.8174,4.0356,5.0163,19.3219,9.5114,10.1185,8.0632,13.9164,10.5741,5.3526,11.8674,8.9753,,
8,4.9657,1.7376,5.6742,4.0712,5.8306,30.0389,3.2133,39.7938,4.4618,4.4632,19.0101,9.0188,9.6906,7.7938,15.8222,9.8326,5.1686,11.6474,9.8719,,
8,4.2255,1.7352,5.8044,3.4515,6.1322,28.4011,3.0305,43.8859,4.6005,4.795,17.3248,11.2002,11.2682,7.7032,14.3126,10.5137,5.0811,12.2206,19.2834,,
8,4.4554,1.7359,5.0588,4.141,5.8624,25.8844,3.2693,42.2127,4.716,4.477,22.8816,12.4398,10.205,7.1925,13.8615,9.9332,5.2336,11.5409,11.7055,,
8,5.2298,1.6601,5.1911,3.6263,5.4534,26.9269,3.6631,38.9125,5.5715,4.6749,20.6534,14.0858,10.1293,7.4927,12.7462,10.2845,5.2728,11.7952,11.4231,,
8,6.3212,1.6502,4.5206,3.7035,5.121,26.9824,3.1816,36.5139,6.7493,4.8679,21.4069,11.3064,10.2462,7.2042,15.5014,10.4487,5.0463,13.2426,10.9233,,
8,8.6245,1.5697,4.6928,4.1014,5.0727,26.3072,3.3433,33.0646,8.8725,4.3495,21.1764,12.0975,10.0566,7.2833,15.015,10.3652,5.9337,13.9175,18.5769,,
8,8.296,1.5375,5.1918,3.8906,6.5109,26.2945,3.4829,31.4304,11.0484,4.3725,21.5946,11.4851,9.7235,6.689,13.5625,10.5472,6.2967,13.6405,12.3863,,
8,7.7826,1.8231,5.8499,3.332,7.3403,25.4785,3.6289,31.5147,12.3278,4.1172,20.2353,15.1569,8.7014,6.9986,13.4057,10.24,5.2426,14.934,19.7055,,
8,7.4262,1.6193,5.2541,3.5133,11.457,24.7535,3.4739,28.997,12.6904,4.5287,20.6374,13.1557,8.7357,6.8171,10.6557,9.8474,6.7426,16.8605,12.8724,,
8,7.3107,1.6289,5.1843,3.4094,12.836,23.5859,3.6784,28.7293,12.6978,3.7532,22.7837,11.9077,8.0275,6.7868,12.9186,10.0513,6.3771,17.4247,9.7242,,
8,6.3015,1.7142,5.182,3.8821,15.1504,24.0906,3.8841,26.7925,14.8144,4.3116,23.5984,13.48,9.2401,7.0139,13.1011,10.2477,7.4569,19.8213,18.9017,,
